# TEST CONFIGURATION BEGIN
# FileStream(filename='airlines.csv', target_idx=-1, n_targets=1, cat_features=None)
# [ensemble 1] AdaptiveXGBoostClassifier(detect_drift=False, learning_rate=0.2, max_depth=1, max_window_size=1000, min_window_size=1, n_estimators=30, update_strategy='replace')
# [incremental 1] Adaptive4(learning_rate=0.2, max_depth=1, max_window_size=1000, min_window_size=1)
# [ensemble 5] AdaptiveXGBoostClassifier(detect_drift=False, learning_rate=0.2, max_depth=5, max_window_size=1000, min_window_size=1, n_estimators=30, update_strategy='replace')
# [incremental 5] Adaptive4(learning_rate=0.2, max_depth=5, max_window_size=1000, min_window_size=1)
# [ensemble 10] AdaptiveXGBoostClassifier(detect_drift=False, learning_rate=0.2, max_depth=10, max_window_size=1000, min_window_size=1, n_estimators=30, update_strategy='replace')
# [incremental 10] Adaptive4(learning_rate=0.2, max_depth=10, max_window_size=1000, min_window_size=1)
# [ensemble 15] AdaptiveXGBoostClassifier(detect_drift=False, learning_rate=0.2, max_depth=15, max_window_size=1000, min_window_size=1, n_estimators=30, update_strategy='replace')
# [incremental 15] Adaptive4(learning_rate=0.2, max_depth=15, max_window_size=1000, min_window_size=1)
# EvaluatePrequential(batch_size=1, data_points_for_classification=False, max_samples=500000, max_time=inf, metrics=['accuracy', 'running_time'], n_wait=200, output_file='max_depth.txt', pretrain_size=100000, restart_stream=True, show_plot=True)
# TEST CONFIGURATION END
id,mean_acc_[ensemble 1],current_acc_[ensemble 1],mean_acc_[incremental 1],current_acc_[incremental 1],mean_acc_[ensemble 5],current_acc_[ensemble 5],mean_acc_[incremental 5],current_acc_[incremental 5],mean_acc_[ensemble 10],current_acc_[ensemble 10],mean_acc_[incremental 10],current_acc_[incremental 10],mean_acc_[ensemble 15],current_acc_[ensemble 15],mean_acc_[incremental 15],current_acc_[incremental 15],training_time_[ensemble 1],testing_time_[ensemble 1],total_running_time_[ensemble 1],training_time_[incremental 1],testing_time_[incremental 1],total_running_time_[incremental 1],training_time_[ensemble 5],testing_time_[ensemble 5],total_running_time_[ensemble 5],training_time_[incremental 5],testing_time_[incremental 5],total_running_time_[incremental 5],training_time_[ensemble 10],testing_time_[ensemble 10],total_running_time_[ensemble 10],training_time_[incremental 10],testing_time_[incremental 10],total_running_time_[incremental 10],training_time_[ensemble 15],testing_time_[ensemble 15],total_running_time_[ensemble 15],training_time_[incremental 15],testing_time_[incremental 15],total_running_time_[incremental 15]
159599,0.671980,0.720000,0.647081,0.615000,0.668557,0.645000,0.648943,0.630000,0.668574,0.635000,0.650151,0.645000,0.666493,0.565000,0.651745,0.645000,2.929621,77.372636,80.302258,17.362825,7.391122,24.753947,2.268229,75.476619,77.744848,18.835207,7.241281,26.076488,2.349148,75.326628,77.675777,23.362755,7.178839,30.541594,2.433275,75.369249,77.802524,24.360873,7.171955,31.532828
159799,0.672107,0.710000,0.646756,0.550000,0.668244,0.575000,0.648662,0.565000,0.668462,0.635000,0.649950,0.590000,0.666254,0.595000,0.651522,0.585000,2.935996,77.642784,80.578780,17.365730,7.422182,24.787912,2.270746,75.746433,78.017178,18.837598,7.272515,26.110114,2.351547,75.631808,77.983355,23.365104,7.209982,30.575086,2.435554,75.633185,78.068739,24.363154,7.204951,31.568105
159999,0.672483,0.785000,0.646867,0.680000,0.668083,0.620000,0.648750,0.675000,0.668617,0.715000,0.650117,0.700000,0.666017,0.595000,0.651600,0.675000,2.941060,77.897424,80.838484,17.368621,7.450974,24.819595,2.273314,76.000197,78.273511,18.840052,7.300815,26.140866,2.353991,75.881431,78.235422,23.367495,7.238144,30.605639,2.437922,75.883494,78.321416,24.365521,7.233105,31.598626
160199,0.672542,0.690000,0.646977,0.680000,0.668023,0.650000,0.648804,0.665000,0.668405,0.605000,0.650166,0.665000,0.665681,0.565000,0.651661,0.670000,2.948873,78.161706,81.110579,17.694239,7.481246,25.175485,2.279482,76.261378,78.540860,19.161208,7.330331,26.491539,2.361319,76.140104,78.501423,23.691971,7.267272,30.959242,2.445179,76.140464,78.585643,24.683588,7.261804,31.945392
160399,0.672550,0.675000,0.646921,0.630000,0.668013,0.665000,0.648692,0.615000,0.668510,0.700000,0.650050,0.615000,0.665596,0.640000,0.651540,0.615000,2.953610,78.430109,81.383720,17.696822,7.512347,25.209168,2.281661,76.523725,78.805387,19.163249,7.360912,26.524162,2.363345,76.437866,78.801211,23.693915,7.298065,30.991980,2.447111,76.398578,78.845689,24.685496,7.291877,31.977374
160599,0.672822,0.755000,0.646964,0.660000,0.668069,0.685000,0.648713,0.655000,0.668564,0.685000,0.650099,0.665000,0.665495,0.635000,0.651601,0.670000,2.958093,78.692268,81.650361,17.699453,7.538977,25.238430,2.283955,76.773792,79.057747,19.165435,7.386889,26.552325,2.365479,76.687095,79.052574,23.696042,7.323755,31.019798,2.449207,76.647968,79.097176,24.687572,7.317690,32.005262
160799,0.672697,0.635000,0.646842,0.610000,0.667961,0.635000,0.648602,0.615000,0.668421,0.625000,0.650033,0.630000,0.665164,0.565000,0.651595,0.650000,2.963324,78.956740,81.920064,17.702308,7.569807,25.272115,2.286479,77.034896,79.321376,19.167835,7.417597,26.585432,2.367855,76.942124,79.309979,23.698382,7.353334,31.051715,2.451489,76.904279,79.355768,24.689887,7.347748,32.037635
160999,0.672672,0.665000,0.646787,0.630000,0.667852,0.635000,0.648590,0.645000,0.668328,0.640000,0.650000,0.640000,0.664885,0.580000,0.651574,0.645000,2.968263,79.211146,82.179409,17.705274,7.596759,25.302033,2.289034,77.285548,79.574582,19.170341,7.444205,26.614546,2.370371,77.191276,79.561647,23.700814,7.379752,31.080566,2.453903,77.152561,79.606465,24.692258,7.373850,32.066108
161199,0.672712,0.685000,0.646585,0.585000,0.667990,0.710000,0.648464,0.610000,0.668268,0.650000,0.649918,0.625000,0.664869,0.660000,0.651503,0.630000,2.976349,79.484744,82.461094,18.023035,7.629348,25.652383,2.295195,77.550656,79.845851,19.489019,7.476114,26.965133,2.377829,77.465824,79.843653,24.019125,7.412719,31.431844,2.461540,77.418651,79.880191,25.035479,7.405389,32.440868
161399,0.672671,0.660000,0.646629,0.660000,0.668078,0.695000,0.648469,0.650000,0.668160,0.635000,0.649821,0.620000,0.664707,0.615000,0.651417,0.625000,2.981242,79.759746,82.740988,18.025685,7.663339,25.689024,2.297381,77.820071,80.117452,19.491154,7.509564,27.000718,2.379839,77.737637,80.117476,24.021157,7.446777,31.467934,2.463532,77.694211,80.157743,25.037528,7.438718,32.476246
161599,0.672354,0.575000,0.646445,0.590000,0.667841,0.595000,0.648263,0.585000,0.667890,0.585000,0.649627,0.590000,0.664481,0.595000,0.651218,0.590000,2.987185,80.048964,83.036149,18.028750,7.700622,25.729372,2.299912,78.100186,80.400098,19.493558,7.544832,27.038391,2.382185,78.019235,80.401420,24.023453,7.482049,31.505502,2.465880,77.989069,80.454949,25.039793,7.476377,32.516170
161799,0.672314,0.660000,0.646505,0.665000,0.667783,0.650000,0.648317,0.665000,0.667896,0.670000,0.649612,0.645000,0.664385,0.635000,0.651246,0.660000,2.993207,80.365855,83.359062,18.031882,7.741384,25.773266,2.302713,78.391473,80.694186,19.496150,7.579453,27.075603,2.384740,78.292235,80.676976,24.025981,7.516625,31.542606,2.468495,78.267432,80.735927,25.042288,7.510689,32.552977
161999,0.671968,0.565000,0.646306,0.585000,0.667613,0.615000,0.648081,0.575000,0.667645,0.590000,0.649435,0.595000,0.664242,0.620000,0.651065,0.595000,2.999118,80.641014,83.640132,18.035029,7.774174,25.809203,2.305496,78.656513,80.962009,19.498876,7.611487,27.110363,2.387409,78.580981,80.968391,24.028524,7.550108,31.578633,2.471055,78.530242,81.001296,25.044870,7.543220,32.588089
162199,0.671849,0.635000,0.646302,0.645000,0.667540,0.645000,0.648039,0.635000,0.667605,0.655000,0.649389,0.635000,0.663859,0.545000,0.651013,0.635000,3.007461,80.930654,83.938115,18.354366,7.808984,26.163350,2.312003,78.949114,81.261117,19.818560,7.645336,27.463896,2.394572,78.878814,81.273386,24.352951,7.584078,31.937029,2.478943,78.812770,81.291714,25.367206,7.576607,32.943813
162399,0.671859,0.675000,0.646266,0.635000,0.667628,0.695000,0.647997,0.635000,0.667708,0.700000,0.649407,0.655000,0.663830,0.655000,0.650994,0.645000,3.011896,81.220736,84.232632,18.356817,7.842790,26.199608,2.314093,79.215640,81.529733,19.820569,7.675938,27.496507,2.396517,79.159054,81.555571,24.354879,7.614061,31.968940,2.480884,79.084646,81.565529,25.369195,7.607043,32.976237
162599,0.671901,0.685000,0.646246,0.640000,0.667652,0.675000,0.648003,0.650000,0.667827,0.705000,0.649473,0.670000,0.663866,0.675000,0.651006,0.655000,3.016690,81.482533,84.499223,18.359521,7.872597,26.232119,2.316443,79.471192,81.787635,19.822853,7.705892,27.528745,2.398705,79.421420,81.820125,24.357047,7.642590,31.999637,2.483015,79.339878,81.822893,25.371305,7.635842,33.007147
162799,0.671736,0.620000,0.646035,0.580000,0.667643,0.665000,0.647818,0.590000,0.667643,0.610000,0.649252,0.580000,0.663662,0.600000,0.650828,0.595000,3.021774,81.747865,84.769639,18.362348,7.903157,26.265504,2.318930,79.730423,82.049353,19.825228,7.735960,27.561188,2.401088,79.679471,82.080558,24.359425,7.672868,32.032294,2.485281,79.598543,82.083824,25.373567,7.665526,33.039094
162999,0.671794,0.690000,0.645984,0.630000,0.667619,0.660000,0.647794,0.640000,0.667556,0.640000,0.649190,0.630000,0.663603,0.645000,0.650778,0.635000,3.027367,82.024452,85.051819,18.365409,7.937786,26.303195,2.321753,80.002196,82.323949,19.827848,7.768545,27.596393,2.403776,79.943555,82.347332,24.361946,7.704544,32.066490,2.487759,79.864109,82.351869,25.376116,7.697950,33.074066
163199,0.671424,0.555000,0.645839,0.600000,0.667437,0.610000,0.647579,0.580000,0.667342,0.600000,0.649019,0.595000,0.663307,0.570000,0.650617,0.600000,3.035704,82.297623,85.333327,18.687117,7.969869,26.656986,2.328247,80.266896,82.595143,20.153848,7.800520,27.954368,2.411946,80.202931,82.614877,24.692107,7.736277,32.428385,2.495545,80.126914,82.622460,25.701726,7.729858,33.431584
163399,0.671388,0.660000,0.645804,0.635000,0.667555,0.705000,0.647539,0.635000,0.667524,0.725000,0.648896,0.610000,0.663312,0.665000,0.650457,0.600000,3.040207,82.563004,85.603212,18.689605,8.001035,26.690640,2.330361,80.533270,82.863630,20.155821,7.830915,27.986736,2.413868,80.466353,82.880221,24.693995,7.767633,32.461628,2.497425,80.386512,82.883937,25.703631,7.760278,33.463910
163599,0.671132,0.590000,0.645881,0.670000,0.667516,0.655000,0.647594,0.665000,0.667453,0.645000,0.649009,0.685000,0.663145,0.610000,0.650519,0.670000,3.044683,82.819461,85.864144,18.692179,8.027795,26.719974,2.332620,80.782863,83.115483,20.157962,7.857158,28.015120,2.415971,80.715821,83.131792,24.696063,7.793660,32.489723,2.499499,80.637677,83.137177,25.705657,7.786397,33.492054
163799,0.671097,0.660000,0.645846,0.635000,0.667539,0.675000,0.647602,0.650000,0.667320,0.625000,0.648997,0.645000,0.663056,0.635000,0.650470,0.635000,3.049358,83.073934,86.123292,18.694883,8.055434,26.750316,2.334992,81.030632,83.365624,20.160219,7.884171,28.044390,2.418175,80.961888,83.380063,24.698244,7.820084,32.518329,2.501671,80.886289,83.387961,25.707817,7.813725,33.521542
163999,0.670859,0.595000,0.645672,0.590000,0.667344,0.605000,0.647375,0.575000,0.667188,0.625000,0.648750,0.570000,0.662953,0.630000,0.650266,0.585000,3.054516,83.333220,86.387736,18.697818,8.085470,26.783289,2.337587,81.284643,83.622230,20.162690,7.914086,28.076777,2.420636,81.246842,83.667478,24.700665,7.856039,32.556704,2.504079,81.136629,83.640709,25.710187,7.843068,33.553255
164199,0.670530,0.565000,0.645701,0.655000,0.667181,0.615000,0.647430,0.665000,0.666978,0.600000,0.648769,0.655000,0.662679,0.575000,0.650280,0.655000,3.062233,83.591818,86.654051,19.036509,8.112809,27.149318,2.344778,81.536428,83.881206,20.504154,7.941058,28.445212,2.427646,81.497048,83.924694,25.025980,7.882872,32.908853,2.511852,81.388285,83.900137,26.035092,7.869874,33.904966
164399,0.670124,0.540000,0.645590,0.610000,0.666894,0.575000,0.647267,0.595000,0.666646,0.560000,0.648649,0.610000,0.662469,0.595000,0.650155,0.610000,3.066669,83.854857,86.921526,19.039121,8.141697,27.180818,2.346921,81.793634,84.140555,20.506141,7.969043,28.475184,2.429592,81.754504,84.184096,25.027881,7.911400,32.939281,2.513738,81.647583,84.161320,26.036956,7.897932,33.934888
164599,0.669768,0.555000,0.645495,0.615000,0.666842,0.650000,0.647136,0.605000,0.666502,0.620000,0.648560,0.620000,0.662415,0.645000,0.650046,0.615000,3.072453,84.149519,87.221973,19.042169,8.182999,27.225168,2.349483,82.083330,84.432813,20.508502,8.008479,28.516981,2.432015,82.111395,84.543409,25.030203,7.946278,32.976481,2.516075,81.922828,84.438903,26.039337,7.932603,33.971940
164799,0.669537,0.595000,0.645648,0.695000,0.666898,0.685000,0.647238,0.680000,0.666481,0.660000,0.648673,0.685000,0.662407,0.660000,0.650093,0.665000,3.078404,84.437873,87.516277,19.045372,8.220005,27.265377,2.352158,82.366904,84.719062,20.511014,8.043655,28.554668,2.434519,82.397210,84.831729,25.032633,7.981910,33.014542,2.518497,82.210799,84.729296,26.041778,7.968211,34.009989
164999,0.669415,0.630000,0.645646,0.645000,0.667031,0.710000,0.647231,0.645000,0.666554,0.690000,0.648615,0.630000,0.662462,0.680000,0.650031,0.630000,3.084266,84.720130,87.804395,19.048618,8.253593,27.302211,2.355011,82.644310,84.999322,20.513826,8.076915,28.590740,2.437206,82.670293,85.107499,25.035238,8.015464,33.050702,2.521171,82.485962,85.007133,26.044362,8.000694,34.045055
165199,0.669080,0.560000,0.645567,0.620000,0.666810,0.595000,0.647178,0.630000,0.666319,0.590000,0.648558,0.630000,0.662285,0.605000,0.649923,0.615000,3.093273,85.010289,88.103562,19.384065,8.290467,27.674532,2.362793,82.922362,85.285155,20.855727,8.111917,28.967644,2.445254,82.945085,85.390339,25.376814,8.050434,33.427248,2.529419,82.771027,85.300445,26.381760,8.036680,34.418440
165399,0.668853,0.595000,0.645459,0.610000,0.666774,0.655000,0.647049,0.605000,0.666208,0.630000,0.648456,0.615000,0.662217,0.640000,0.649847,0.625000,3.098613,85.311409,88.410021,19.386857,8.328491,27.715348,2.365111,83.201140,85.566250,20.858184,8.147655,29.005839,2.447847,83.216981,85.664829,25.379068,8.085599,33.464667,2.531552,83.047214,85.578766,26.383855,8.074361,34.458216
165599,0.668567,0.575000,0.645564,0.680000,0.666585,0.605000,0.647134,0.675000,0.666067,0.620000,0.648537,0.675000,0.662043,0.605000,0.649909,0.670000,3.105430,85.608303,88.713734,19.390171,8.366636,27.756807,2.367761,83.497313,85.865073,20.860696,8.187374,29.048070,2.450324,83.515391,85.965715,25.381514,8.125391,33.506905,2.534032,83.344467,85.878499,26.386400,8.113415,34.499814
165799,0.668191,0.545000,0.645608,0.660000,0.666413,0.610000,0.647204,0.670000,0.665942,0.625000,0.648617,0.675000,0.661809,0.585000,0.649985,0.675000,3.111663,85.896720,89.008383,19.393293,8.404313,27.797606,2.370493,83.772711,86.143204,20.863305,8.224664,29.087969,2.453003,83.785305,86.238309,25.384045,8.161348,33.545392,2.536498,83.617018,86.153517,26.388962,8.150176,34.539138
165999,0.667682,0.500000,0.645545,0.625000,0.666152,0.580000,0.647121,0.620000,0.665758,0.605000,0.648500,0.610000,0.661591,0.590000,0.649848,0.605000,3.118314,86.195178,89.313492,19.396663,8.443247,27.839910,2.373449,84.058134,86.431583,20.866135,8.262594,29.128728,2.455790,84.067556,86.523346,25.386827,8.198945,33.585772,2.539294,83.900055,86.439349,26.391724,8.187868,34.579592
166199,0.667281,0.535000,0.645332,0.575000,0.665967,0.605000,0.646888,0.570000,0.665453,0.565000,0.648308,0.585000,0.661375,0.590000,0.649622,0.575000,3.127975,86.470694,89.598669,19.737922,8.479143,28.217066,2.380861,84.332711,86.713572,21.209923,8.298609,29.508532,2.464286,84.345110,86.809396,25.731064,8.236227,33.967291,2.548092,84.173635,86.721727,26.738316,8.223513,34.961829
166399,0.666973,0.565000,0.645196,0.600000,0.665663,0.565000,0.646777,0.610000,0.665075,0.540000,0.648163,0.600000,0.661069,0.560000,0.649413,0.580000,3.133050,86.748520,89.881569,19.740662,8.515863,28.256525,2.383094,84.601392,86.984486,21.212074,8.334568,29.546642,2.466417,84.617081,87.083498,25.733101,8.271811,34.004912,2.550091,84.441535,86.991626,26.740299,8.258984,34.999283
166599,0.666952,0.660000,0.645300,0.680000,0.665646,0.660000,0.646892,0.685000,0.665120,0.680000,0.648258,0.680000,0.661051,0.655000,0.649489,0.675000,3.139029,87.039549,90.178578,19.743728,8.553760,28.297487,2.385726,84.885263,87.270990,21.214594,8.372324,29.586918,2.468864,84.895799,87.364663,25.735455,8.308092,34.043547,2.552436,84.719261,87.271697,26.742615,8.295757,35.038372
166799,0.666677,0.575000,0.645195,0.610000,0.665479,0.610000,0.646811,0.620000,0.665090,0.655000,0.648144,0.610000,0.661093,0.675000,0.649386,0.615000,3.145447,87.329666,90.475113,19.746887,8.591860,28.338747,2.388515,85.169940,87.558455,21.217208,8.409787,29.626995,2.471403,85.174591,87.645994,25.738032,8.345857,34.083889,2.554948,85.008880,87.563828,26.745069,8.332388,35.077457
166999,0.666657,0.660000,0.645328,0.690000,0.665627,0.715000,0.646925,0.685000,0.665284,0.730000,0.648299,0.700000,0.661060,0.650000,0.649493,0.685000,3.152420,87.632597,90.785017,19.750403,8.633399,28.383802,2.391536,85.480592,87.872128,21.220182,8.450603,29.670785,2.474335,85.487468,87.961803,25.740860,8.384291,34.125151,2.557790,85.319256,87.877045,26.747828,8.372417,35.120245
167199,0.666280,0.540000,0.645149,0.585000,0.665372,0.580000,0.646741,0.585000,0.664926,0.545000,0.648110,0.585000,0.660848,0.590000,0.649315,0.590000,3.160964,87.906055,91.067019,20.109718,8.668510,28.778229,2.398173,85.747808,88.145980,21.566815,8.485306,30.052121,2.484951,85.752617,88.237567,26.104385,8.420322,34.524707,2.565909,85.586759,88.152668,27.093357,8.407537,35.500894
167399,0.666068,0.595000,0.645119,0.635000,0.665267,0.630000,0.646706,0.635000,0.664733,0.600000,0.647982,0.605000,0.660653,0.595000,0.649214,0.615000,3.165850,88.182928,91.348778,20.112322,8.704215,28.816536,2.400401,86.011615,88.412016,21.568917,8.520068,30.088986,2.487002,86.018884,88.505885,26.106472,8.455244,34.561716,2.567936,85.857916,88.425852,27.095489,8.442020,35.537508
167599,0.665888,0.605000,0.644956,0.590000,0.665148,0.625000,0.646538,0.590000,0.664571,0.610000,0.647751,0.570000,0.660518,0.615000,0.649009,0.580000,3.171481,88.460241,91.631722,20.115223,8.739852,28.855075,2.402887,86.277704,88.680592,21.571308,8.555006,30.126314,2.489334,86.286114,88.775448,26.108789,8.490300,34.599089,2.570267,86.123231,88.693498,27.097735,8.476893,35.574628
167799,0.665605,0.570000,0.644912,0.630000,0.665000,0.615000,0.646504,0.635000,0.664469,0.630000,0.647670,0.620000,0.660383,0.615000,0.648894,0.610000,3.177362,88.739978,91.917340,20.118283,8.775752,28.894035,2.405560,86.551635,88.957195,21.573893,8.591098,30.164991,2.491949,86.558619,89.050568,26.111226,8.526893,34.638119,2.572716,86.396289,88.969005,27.100199,8.512609,35.612808
167999,0.665353,0.580000,0.644721,0.580000,0.664941,0.645000,0.646309,0.580000,0.664397,0.640000,0.647471,0.580000,0.660074,0.555000,0.648735,0.595000,3.183547,89.017888,92.201435,20.121511,8.812499,28.934010,2.408388,86.827623,89.236011,21.576655,8.626943,30.203597,2.494713,86.826292,89.321005,26.113880,8.562227,34.676107,2.575330,86.665067,89.240397,27.102810,8.548126,35.650936
168199,0.665029,0.555000,0.644619,0.610000,0.664868,0.640000,0.646217,0.615000,0.664384,0.660000,0.647317,0.595000,0.660059,0.655000,0.648534,0.580000,3.193001,89.306888,92.499889,20.472312,8.850672,29.322984,2.415419,87.113377,89.528796,21.925906,8.663595,30.589500,2.503201,87.104823,89.608024,26.463659,8.599700,35.063359,2.583457,86.942662,89.526119,27.452540,8.584167,36.036707
168399,0.664766,0.575000,0.644444,0.585000,0.664781,0.635000,0.646067,0.595000,0.664254,0.620000,0.647120,0.580000,0.659795,0.570000,0.648436,0.615000,3.197939,89.579953,92.777892,20.474905,8.886523,29.361428,2.417630,87.378393,89.796023,21.927991,8.698908,30.626898,2.505261,87.371487,89.876748,26.465650,8.634904,35.100554,2.585505,87.212919,89.798423,27.454486,8.619472,36.073958
168599,0.664431,0.550000,0.644271,0.585000,0.664679,0.630000,0.645889,0.585000,0.664257,0.665000,0.646968,0.595000,0.659767,0.650000,0.648338,0.615000,3.203473,89.859653,93.063126,20.477975,8.922424,29.400399,2.420148,87.647511,90.067659,21.930386,8.734456,30.664842,2.507622,87.643567,90.151188,26.467966,8.671050,35.139015,2.587770,87.481742,90.069512,27.456726,8.654583,36.111308
168799,0.664259,0.605000,0.644259,0.640000,0.664709,0.675000,0.645828,0.625000,0.664244,0.660000,0.646948,0.640000,0.659680,0.630000,0.648358,0.655000,3.209195,90.134187,93.343382,20.481028,8.957312,29.438340,2.422841,87.919078,90.341919,21.932900,8.769697,30.702597,2.510093,87.911374,90.421467,26.470430,8.705774,35.176204,2.590179,87.746667,90.336846,27.459140,8.689426,36.148567
168999,0.664000,0.575000,0.644261,0.645000,0.664681,0.655000,0.645812,0.640000,0.664290,0.680000,0.646884,0.625000,0.659855,0.720000,0.648406,0.665000,3.215247,90.408425,93.623671,20.484254,8.993369,29.477622,2.425669,88.186703,90.612372,21.935724,8.804726,30.740450,2.512834,88.178194,90.691029,26.473081,8.741219,35.214300,2.592837,88.017977,90.610815,27.461766,8.725108,36.186874
169199,0.663858,0.615000,0.644104,0.590000,0.664754,0.690000,0.645636,0.585000,0.664090,0.595000,0.646749,0.600000,0.659783,0.635000,0.648324,0.620000,3.224096,90.686309,93.910405,20.836590,9.029299,29.865889,2.432449,88.461695,90.894144,22.284558,8.840191,31.124748,2.521183,88.449931,90.971114,26.826813,8.776359,35.603172,2.600797,88.283706,90.884503,27.810417,8.761186,36.571604
169399,0.663818,0.650000,0.643948,0.590000,0.664784,0.675000,0.645490,0.595000,0.663991,0.630000,0.646585,0.590000,0.659438,0.540000,0.648199,0.605000,3.229293,90.971901,94.201194,20.839292,9.066739,29.906030,2.434775,88.739484,91.174259,22.286690,8.876297,31.162987,2.523351,88.725905,91.249256,26.828854,8.812873,35.641727,2.602815,88.556075,91.158890,27.812498,8.797676,36.610174
169599,0.663707,0.625000,0.643693,0.555000,0.664784,0.665000,0.645187,0.540000,0.663908,0.635000,0.646365,0.570000,0.659425,0.655000,0.647917,0.550000,3.234828,91.246915,94.481743,20.842283,9.101450,29.943733,2.437278,89.004359,91.441636,22.289092,8.910537,31.199629,2.525737,88.992055,91.517793,26.831145,8.847681,35.678826,2.605113,88.821849,91.426963,27.814738,8.832958,36.647696
169799,0.663596,0.625000,0.643582,0.605000,0.664900,0.705000,0.645086,0.610000,0.663954,0.680000,0.646232,0.600000,0.659556,0.705000,0.647794,0.605000,3.240718,91.522805,94.763524,20.845319,9.136342,29.981661,2.439947,89.271254,91.711201,22.291608,8.944841,31.236449,2.528217,89.259731,91.787948,26.833566,8.882360,35.715926,2.607536,89.087498,91.695034,27.817124,8.867879,36.685003
169999,0.663371,0.585000,0.643414,0.585000,0.664900,0.665000,0.644900,0.580000,0.663943,0.660000,0.646029,0.575000,0.659400,0.605000,0.647614,0.585000,3.246819,91.797118,95.043937,20.848507,9.172137,30.020644,2.442758,89.541176,91.983934,22.294310,8.980516,31.274826,2.530887,89.535443,92.066330,26.836200,8.917704,35.753904,2.610179,89.356245,91.966424,27.819800,8.903140,36.722940
170199,0.663405,0.675000,0.643419,0.645000,0.664886,0.660000,0.644858,0.630000,0.663932,0.660000,0.645997,0.635000,0.659302,0.625000,0.647536,0.620000,3.255921,92.100034,95.355955,21.204579,9.207773,30.412352,2.450392,89.812783,92.263175,22.645079,9.015751,31.660830,2.538489,89.800691,92.339180,27.190678,8.953431,36.144109,2.618170,89.629489,92.247658,28.174710,8.938199,37.112909
170399,0.663608,0.735000,0.643409,0.640000,0.664957,0.690000,0.644858,0.645000,0.664134,0.735000,0.645966,0.635000,0.659375,0.685000,0.647557,0.655000,3.260842,92.368942,95.629784,21.207183,9.242198,30.449380,2.452601,90.079492,92.532093,22.647180,9.050041,31.697221,2.540554,90.069159,92.609713,27.192685,8.988283,36.180967,2.620140,89.896595,92.516735,28.176660,8.972602,37.149263
170599,0.663782,0.725000,0.643371,0.630000,0.665099,0.715000,0.644830,0.635000,0.664221,0.695000,0.646006,0.660000,0.659419,0.675000,0.647592,0.660000,3.266221,92.643210,95.909430,21.210051,9.277547,30.487597,2.455079,90.345976,92.801055,22.649589,9.085331,31.734920,2.542929,90.332042,92.874971,27.194941,9.023807,36.218749,2.622404,90.162491,92.784895,28.178863,9.006959,37.185821
170799,0.663701,0.635000,0.643263,0.605000,0.665000,0.630000,0.644689,0.595000,0.664082,0.615000,0.645876,0.600000,0.659223,0.590000,0.647472,0.605000,3.271812,92.916035,96.187848,21.213018,9.313213,30.526231,2.457670,90.610838,93.068507,22.652190,9.120536,31.772726,2.545383,90.600258,93.145641,27.197417,9.059895,36.257312,2.624799,90.427483,93.052282,28.181195,9.042039,37.223234
170999,0.663817,0.705000,0.643324,0.665000,0.665127,0.710000,0.644746,0.665000,0.664056,0.655000,0.645845,0.635000,0.659183,0.645000,0.647394,0.620000,3.277635,93.191572,96.469208,21.216149,9.348896,30.565045,2.460486,90.876551,93.337038,22.654918,9.156144,31.811061,2.548062,90.866068,93.414131,27.200004,9.095541,36.295545,2.627526,90.696787,93.324313,28.183818,9.077639,37.261457
171199,0.664045,0.745000,0.643301,0.635000,0.665239,0.705000,0.644677,0.620000,0.664087,0.675000,0.645801,0.630000,0.659396,0.735000,0.647360,0.635000,3.286270,93.465832,96.752103,21.566166,9.384921,30.951086,2.467815,91.143551,93.611366,23.009583,9.191341,32.200924,2.555730,91.135991,93.691721,27.555832,9.130586,36.686418,2.635354,90.962899,93.598253,28.542569,9.113686,37.656254
171399,0.663992,0.645000,0.643081,0.565000,0.665280,0.680000,0.644510,0.585000,0.663950,0.615000,0.645574,0.565000,0.659342,0.640000,0.647143,0.570000,3.291163,93.742474,97.033637,21.568751,9.420748,30.989499,2.470062,91.418160,93.888222,23.011726,9.226670,32.238395,2.557880,91.401164,93.959044,27.557882,9.165803,36.723685,2.637390,91.231265,93.868654,28.544625,9.149401,37.694025
171599,0.664022,0.675000,0.642863,0.565000,0.665433,0.720000,0.644260,0.555000,0.664036,0.695000,0.645307,0.550000,0.659316,0.650000,0.646899,0.560000,3.297042,94.026635,97.323677,21.571751,9.458081,31.029832,2.472592,91.692943,94.165534,23.014117,9.264204,32.278321,2.560312,91.674386,94.234698,27.560412,9.203222,36.763633,2.639734,91.504302,94.144036,28.546974,9.186433,37.733407
171799,0.664150,0.710000,0.642827,0.630000,0.665543,0.705000,0.644262,0.645000,0.664206,0.725000,0.645279,0.635000,0.659359,0.675000,0.646852,0.630000,3.303209,94.314138,97.617347,21.574915,9.496592,31.071507,2.475376,91.974144,94.449520,23.016749,9.301724,32.318473,2.562864,91.962107,94.524971,27.562973,9.241806,36.804779,2.642234,91.784539,94.426773,28.549452,9.223547,37.772998
