# TEST CONFIGURATION BEGIN
# FileStream(filename='airlines.csv', target_idx=-1, n_targets=1, cat_features=None)
# [ensemble 5] AdaptiveXGBoostClassifier(detect_drift=False, learning_rate=0.2, max_depth=6, max_window_size=1000, min_window_size=1, n_estimators=5, update_strategy='replace')
# [ensemble 10] AdaptiveXGBoostClassifier(detect_drift=False, learning_rate=0.2, max_depth=6, max_window_size=1000, min_window_size=1, n_estimators=10, update_strategy='replace')
# [ensemble 25] AdaptiveXGBoostClassifier(detect_drift=False, learning_rate=0.2, max_depth=6, max_window_size=1000, min_window_size=1, n_estimators=25, update_strategy='replace')
# [ensemble 50] AdaptiveXGBoostClassifier(detect_drift=False, learning_rate=0.2, max_depth=6, max_window_size=1000, min_window_size=1, n_estimators=50, update_strategy='replace')
# [ensemble 100] AdaptiveXGBoostClassifier(detect_drift=False, learning_rate=0.2, max_depth=6, max_window_size=1000, min_window_size=1, n_estimators=100, update_strategy='replace')
# [incremental] Adaptive4(learning_rate=0.2, max_depth=6, max_window_size=1000, min_window_size=1)
# EvaluatePrequential(batch_size=1, data_points_for_classification=False, max_samples=500000, max_time=inf, metrics=['accuracy', 'running_time'], n_wait=200, output_file='ensemblesize_airlines.txt', pretrain_size=100000, restart_stream=True, show_plot=True)
# TEST CONFIGURATION END
id,mean_acc_[ensemble 5],current_acc_[ensemble 5],mean_acc_[ensemble 10],current_acc_[ensemble 10],mean_acc_[ensemble 25],current_acc_[ensemble 25],mean_acc_[ensemble 50],current_acc_[ensemble 50],mean_acc_[ensemble 100],current_acc_[ensemble 100],mean_acc_[incremental],current_acc_[incremental],training_time_[ensemble 5],testing_time_[ensemble 5],total_running_time_[ensemble 5],training_time_[ensemble 10],testing_time_[ensemble 10],total_running_time_[ensemble 10],training_time_[ensemble 25],testing_time_[ensemble 25],total_running_time_[ensemble 25],training_time_[ensemble 50],testing_time_[ensemble 50],total_running_time_[ensemble 50],training_time_[ensemble 100],testing_time_[ensemble 100],total_running_time_[ensemble 100],training_time_[incremental],testing_time_[incremental],total_running_time_[incremental]
126999,0.719074,0.715000,0.713852,0.725000,0.710481,0.730000,0.649704,0.680000,0.656889,0.650000,0.680074,0.695000,2.114592,8.279164,10.393757,1.717206,13.728837,15.446043,1.778252,31.539879,33.318131,1.745805,61.054050,62.799856,1.869273,121.035219,122.904492,7.103994,3.208723,10.312717
127199,0.719228,0.740000,0.714044,0.740000,0.710735,0.745000,0.650294,0.730000,0.656985,0.670000,0.680110,0.685000,2.123799,8.353560,10.477360,1.723913,13.852089,15.576002,1.784627,31.810605,33.595232,1.753937,61.575870,63.329807,1.877241,122.088655,123.965896,7.195534,3.240551,10.436085
127399,0.718431,0.610000,0.713431,0.630000,0.710036,0.615000,0.650255,0.645000,0.656679,0.615000,0.679708,0.625000,2.128890,8.416977,10.545867,1.726481,13.961502,15.687983,1.786809,32.055461,33.842270,1.755972,62.051521,63.807493,1.879203,123.028255,124.907458,7.197752,3.267570,10.465322
127599,0.718551,0.735000,0.713333,0.700000,0.709891,0.690000,0.650543,0.690000,0.656884,0.685000,0.679674,0.675000,2.134220,8.478069,10.612289,1.729225,14.062540,15.791765,1.789134,32.293767,34.082901,1.758176,62.589063,64.347239,1.881355,123.963324,125.844679,7.200023,3.292881,10.492904
127799,0.718201,0.670000,0.713129,0.685000,0.709784,0.695000,0.650899,0.700000,0.657086,0.685000,0.679532,0.660000,2.140625,8.547388,10.688013,1.732611,14.185772,15.918383,1.792027,32.570844,34.362871,1.760859,63.115352,64.876211,1.883968,124.969390,126.853358,7.202864,3.322484,10.525349
127999,0.717750,0.655000,0.713036,0.700000,0.709786,0.710000,0.651000,0.665000,0.656857,0.625000,0.679643,0.695000,2.148221,8.636639,10.784860,1.736289,14.319906,16.056195,1.795320,32.863876,34.659196,1.764049,63.710405,65.474454,1.886894,126.162529,128.049423,7.206073,3.357231,10.563304
128199,0.717163,0.635000,0.712766,0.675000,0.709574,0.680000,0.650887,0.635000,0.656489,0.605000,0.679362,0.640000,2.158100,8.705880,10.863979,1.744071,14.441948,16.186018,1.802309,33.143740,34.946049,1.774269,64.229705,66.003974,1.895390,127.191915,129.087305,7.304806,3.387644,10.692450
128399,0.716796,0.665000,0.712254,0.640000,0.709014,0.630000,0.650563,0.605000,0.656162,0.610000,0.679049,0.635000,2.163922,8.773643,10.937565,1.746753,14.554500,16.301253,1.804610,33.396216,35.200826,1.776447,64.726559,66.503006,1.897484,128.164584,130.062069,7.307069,3.416413,10.723482
128599,0.716643,0.695000,0.712203,0.705000,0.708776,0.675000,0.650734,0.675000,0.656399,0.690000,0.678986,0.670000,2.170010,8.840659,11.010669,1.749686,14.665926,16.415612,1.807320,33.642745,35.450065,1.778926,65.214423,66.993350,1.899959,129.117408,131.017367,7.309486,3.444461,10.753947
128799,0.716771,0.735000,0.712187,0.710000,0.708715,0.700000,0.651389,0.745000,0.656632,0.690000,0.678993,0.680000,2.176309,8.907556,11.083865,1.752778,14.781156,16.533934,1.810028,33.903671,35.713699,1.781536,65.721456,67.502991,1.902515,130.113786,132.016301,7.312415,3.473495,10.785910
128999,0.716931,0.740000,0.712241,0.720000,0.708862,0.730000,0.651966,0.735000,0.657069,0.720000,0.679448,0.745000,2.183133,8.975527,11.158661,1.756177,14.889556,16.645733,1.813190,34.159844,35.973035,1.784395,66.209984,67.994379,1.905490,131.126261,133.031751,7.315400,3.501478,10.816878
129199,0.716815,0.700000,0.712226,0.710000,0.708801,0.700000,0.652466,0.725000,0.656918,0.635000,0.679110,0.630000,2.192540,9.037954,11.230494,1.762794,14.996472,16.759267,1.819587,34.401495,36.221082,1.791485,66.679681,68.471166,1.914608,132.058485,133.973093,7.408808,3.528911,10.937719
129399,0.717075,0.755000,0.712347,0.730000,0.708878,0.720000,0.653197,0.760000,0.657143,0.690000,0.679252,0.700000,2.197283,9.099074,11.296357,1.765515,15.095903,16.861418,1.821697,34.631718,36.453415,1.793452,67.155311,68.948763,1.916498,132.942232,134.858730,7.410816,3.551741,10.962556
129599,0.716824,0.680000,0.712128,0.680000,0.708581,0.665000,0.653209,0.655000,0.657061,0.645000,0.678953,0.635000,2.201960,9.155851,11.357811,1.768022,15.189531,16.957553,1.823903,34.849747,36.673650,1.795526,67.583227,69.378754,1.918562,133.782838,135.701400,7.412967,3.573115,10.986082
129799,0.716443,0.660000,0.712081,0.705000,0.708557,0.705000,0.653356,0.675000,0.656913,0.635000,0.678624,0.630000,2.207729,9.216836,11.424566,1.770885,15.291822,17.062707,1.826496,35.084183,36.910679,1.798080,68.042435,69.840515,1.921009,134.690505,136.611514,7.415598,3.598350,11.013948
129999,0.716067,0.660000,0.711567,0.635000,0.708300,0.670000,0.653567,0.685000,0.656967,0.665000,0.678400,0.645000,2.212912,9.273194,11.486106,1.773771,15.383977,17.157748,1.829041,35.298326,37.127367,1.800578,68.459654,70.260232,1.923484,135.518589,137.442072,7.418078,3.619176,11.037254
130199,0.715331,0.605000,0.710728,0.585000,0.707318,0.560000,0.653444,0.635000,0.656523,0.590000,0.677947,0.610000,2.221995,9.337945,11.559940,1.780054,15.485559,17.265613,1.835275,35.544116,37.379390,1.807681,68.942188,70.749869,1.930630,136.458985,138.389615,7.507010,3.645119,11.152129
130399,0.714737,0.625000,0.710164,0.625000,0.706974,0.655000,0.653553,0.670000,0.656711,0.685000,0.677928,0.675000,2.227725,9.410404,11.638129,1.782714,15.608359,17.391073,1.837541,35.815016,37.652558,1.809917,69.477109,71.287026,1.932960,137.534229,139.467189,7.509212,3.677515,11.186727
130599,0.714510,0.680000,0.709967,0.680000,0.706699,0.665000,0.653791,0.690000,0.656797,0.670000,0.677778,0.655000,2.233128,9.475775,11.708903,1.785626,15.713869,17.499495,1.839867,36.054132,37.893999,1.812224,69.943528,71.755752,1.935258,138.485427,140.420685,7.511510,3.702148,11.213658
130799,0.714253,0.675000,0.709578,0.650000,0.706299,0.645000,0.653929,0.675000,0.656526,0.615000,0.677370,0.615000,2.239038,9.538343,11.777381,1.788609,15.823740,17.612349,1.842565,36.302916,38.145481,1.814774,70.429645,72.244419,1.937698,139.453699,141.391397,7.514088,3.728174,11.242262
130999,0.713935,0.665000,0.709452,0.690000,0.706065,0.670000,0.653935,0.655000,0.656484,0.650000,0.677161,0.645000,2.246547,9.620665,11.867212,1.792339,15.955793,17.748133,1.845953,36.612475,38.458429,1.817926,70.994923,72.812849,1.940617,140.580105,142.520722,7.517230,3.758645,11.275875
131199,0.713590,0.660000,0.709038,0.645000,0.705513,0.620000,0.653910,0.650000,0.656474,0.655000,0.676763,0.615000,2.255653,9.681581,11.937234,1.799410,16.056804,17.856214,1.853527,36.845687,38.699215,1.826285,71.450988,73.277273,1.948869,141.477903,143.426772,7.607397,3.783009,11.390407
131399,0.712803,0.590000,0.708471,0.620000,0.704936,0.615000,0.653567,0.600000,0.656115,0.600000,0.676338,0.610000,2.261046,9.749189,12.010235,1.802056,16.181762,17.983818,1.855787,37.111919,38.967706,1.828949,71.963861,73.792810,1.951314,142.492693,144.444007,7.609604,3.810314,11.419918
131599,0.712468,0.660000,0.708101,0.650000,0.704589,0.650000,0.653449,0.635000,0.655918,0.625000,0.675886,0.605000,2.268021,9.820126,12.088147,1.805180,16.310825,18.116005,1.858357,37.378524,39.236881,1.831379,72.493594,74.324973,1.953826,143.508313,145.462139,7.612504,3.838916,11.451420
131799,0.712264,0.680000,0.707893,0.675000,0.704371,0.670000,0.653711,0.695000,0.656101,0.685000,0.675912,0.680000,2.274343,9.888469,12.162812,1.808358,16.423052,18.231411,1.861102,37.641688,39.502790,1.833956,73.015729,74.849685,1.956386,144.512988,146.469374,7.615211,3.866495,11.481706
131999,0.712000,0.670000,0.707500,0.645000,0.704281,0.690000,0.653937,0.690000,0.656094,0.655000,0.675594,0.625000,2.280846,9.951094,12.231940,1.811739,16.527586,18.339325,1.864208,37.890261,39.754469,1.836812,73.490120,75.326933,1.959151,145.464864,147.424014,7.618132,3.893087,11.511219
132199,0.711584,0.645000,0.706988,0.625000,0.703944,0.650000,0.653851,0.640000,0.655994,0.640000,0.675186,0.610000,2.290026,10.016117,12.306143,1.818169,16.637875,18.456044,1.871308,38.141805,40.013113,1.845494,74.002039,75.847533,1.966827,146.404350,148.371177,7.714231,3.919554,11.633785
132399,0.711296,0.665000,0.706481,0.625000,0.703611,0.650000,0.653889,0.660000,0.655679,0.605000,0.675031,0.650000,2.295602,10.084346,12.379948,1.821216,16.752086,18.573302,1.873772,38.410504,40.284277,1.847761,74.511457,76.359218,1.968979,147.427896,149.396875,7.716509,3.951456,11.667965
132599,0.710429,0.570000,0.705828,0.600000,0.703098,0.620000,0.653773,0.635000,0.655491,0.625000,0.674479,0.585000,2.302380,10.156490,12.458870,1.824252,16.868596,18.692848,1.876374,38.679714,40.556088,1.850398,75.039003,76.889401,1.971513,148.481643,150.453156,7.720115,3.981806,11.701921
132799,0.710030,0.645000,0.705518,0.655000,0.702957,0.680000,0.654024,0.695000,0.655457,0.650000,0.673994,0.595000,2.308556,10.222568,12.531124,1.827251,16.976377,18.803628,1.879082,38.931534,40.810616,1.853040,75.527604,77.380644,1.973959,149.486455,151.460415,7.722747,4.007816,11.730563
132999,0.709727,0.660000,0.705303,0.670000,0.702333,0.600000,0.654333,0.705000,0.655576,0.675000,0.673576,0.605000,2.314683,10.284542,12.599224,1.830595,17.078171,18.908767,1.881959,39.170585,41.052544,1.855731,75.985553,77.841284,1.976606,150.381730,152.358337,7.725585,4.032152,11.757737
133199,0.708825,0.560000,0.704548,0.580000,0.701596,0.580000,0.654036,0.605000,0.654970,0.555000,0.672892,0.560000,2.324630,10.346688,12.671318,1.838106,17.177460,19.015566,1.890283,39.400888,41.291171,1.865738,76.429448,78.295186,1.986147,151.274446,153.260592,7.821381,4.057433,11.878814
133399,0.708204,0.605000,0.703802,0.580000,0.700838,0.575000,0.653623,0.585000,0.654521,0.580000,0.672305,0.575000,2.329502,10.407233,12.736735,1.840582,17.279283,19.119865,1.892359,39.639772,41.532132,1.867717,76.917166,78.784883,1.988036,152.161637,154.149673,7.823413,4.081101,11.904514
133599,0.707768,0.635000,0.703571,0.665000,0.700357,0.620000,0.653304,0.600000,0.654286,0.615000,0.671875,0.600000,2.334395,10.465708,12.800103,1.843109,17.377793,19.220902,1.894599,39.866793,41.761392,1.869926,77.352470,79.222396,1.990250,153.017423,155.007673,7.825632,4.103914,11.929546
133799,0.707396,0.645000,0.703107,0.625000,0.699970,0.635000,0.652811,0.570000,0.654024,0.610000,0.671479,0.605000,2.339779,10.525562,12.865341,1.845881,17.476889,19.322769,1.897102,40.096086,41.993188,1.872293,77.797133,79.669426,1.992559,153.885586,155.878145,7.828038,4.127114,11.955151
133999,0.706735,0.595000,0.702353,0.575000,0.699618,0.640000,0.652676,0.630000,0.653765,0.610000,0.671206,0.625000,2.345105,10.582612,12.927716,1.848888,17.571130,19.420018,1.899756,40.313410,42.213166,1.874802,78.217942,80.092744,1.994986,154.718583,156.713569,7.830605,4.148135,11.978739
134199,0.706667,0.695000,0.702398,0.710000,0.699474,0.675000,0.652749,0.665000,0.653450,0.600000,0.670994,0.635000,2.353062,10.639209,12.992271,1.854677,17.667514,19.522191,1.906030,40.534600,42.440631,1.881626,78.651328,80.532954,2.002076,155.567094,157.569170,7.920268,4.169860,12.090129
134399,0.706570,0.690000,0.702297,0.685000,0.699564,0.715000,0.653285,0.745000,0.653953,0.740000,0.671047,0.680000,2.357300,10.696092,13.053393,1.857019,17.761303,19.618322,1.908023,40.753337,42.661360,1.883532,79.075065,80.958597,2.003918,156.410917,158.414836,7.922198,4.191967,12.114165
134599,0.706098,0.625000,0.702110,0.670000,0.699277,0.650000,0.652832,0.575000,0.653613,0.595000,0.670954,0.655000,2.362356,10.754444,13.116800,1.859639,17.862348,19.721987,1.910298,40.981456,42.891755,1.885698,79.517354,81.403052,2.006026,157.268267,159.274294,7.924400,4.214729,12.139129
134799,0.705747,0.645000,0.702011,0.685000,0.698937,0.640000,0.652787,0.645000,0.653391,0.615000,0.670603,0.610000,2.367422,10.811898,13.179320,1.862422,17.956693,19.819115,1.912797,41.199623,43.112419,1.888066,79.945792,81.833858,2.008332,158.117443,160.125775,7.926810,4.236957,12.163767
134999,0.705514,0.665000,0.701543,0.620000,0.698771,0.670000,0.652714,0.640000,0.652914,0.570000,0.670200,0.600000,2.372849,10.870157,13.243006,1.865330,18.056203,19.921534,1.915394,41.423733,43.339127,1.890570,80.378799,82.269368,2.010776,158.969134,160.979910,7.929319,4.259082,12.188401
135199,0.705483,0.700000,0.701591,0.710000,0.698409,0.635000,0.652784,0.665000,0.652727,0.620000,0.669972,0.630000,2.381478,10.930037,13.311515,1.871168,18.156056,20.027224,1.921986,41.653979,43.575965,1.897799,80.835733,82.733532,2.017956,159.865850,161.883806,8.020091,4.282736,12.302827
135399,0.705198,0.655000,0.701384,0.665000,0.698023,0.630000,0.652797,0.655000,0.652514,0.615000,0.669831,0.645000,2.385514,10.985524,13.371038,1.873397,18.248702,20.122099,1.923916,41.865595,43.789511,1.899621,81.249788,83.149409,2.019739,160.681650,162.701388,8.021946,4.302889,12.324835
135599,0.704691,0.615000,0.700815,0.600000,0.697135,0.540000,0.652640,0.625000,0.652219,0.600000,0.669466,0.605000,2.391655,11.057755,13.449410,1.876464,18.368679,20.245143,1.926500,42.131116,44.057616,1.902106,81.778213,83.680319,2.022157,161.725288,163.747445,8.024549,4.333238,12.357786
135799,0.704581,0.685000,0.700531,0.650000,0.696927,0.660000,0.652905,0.700000,0.652235,0.655000,0.669469,0.670000,2.398731,11.139075,13.537806,1.879827,18.509844,20.389671,1.929480,42.453567,44.383047,1.904878,82.408059,84.312937,2.025024,162.991153,165.016178,8.027589,4.370419,12.398007
135999,0.704444,0.680000,0.700250,0.650000,0.696583,0.635000,0.652833,0.640000,0.651944,0.600000,0.668972,0.580000,2.405919,11.211725,13.617644,1.883316,18.628110,20.511426,1.932400,42.758401,44.690801,1.907716,82.942999,84.850715,2.027858,164.038963,166.066821,8.030583,4.399791,12.430374
136199,0.704420,0.700000,0.699972,0.650000,0.696354,0.655000,0.653094,0.700000,0.651657,0.600000,0.668646,0.610000,2.414928,11.322458,13.737386,1.890562,18.747423,20.637985,1.939160,43.033437,44.972597,1.916044,83.464830,85.380874,2.035421,165.090387,167.125808,8.124646,4.427933,12.552580
136399,0.703901,0.610000,0.699643,0.640000,0.695989,0.630000,0.653104,0.655000,0.651346,0.595000,0.668516,0.645000,2.419730,11.380538,13.800268,1.893015,18.845900,20.738915,1.941191,43.261090,45.202281,1.917974,83.915598,85.833572,2.037382,165.969025,168.006407,8.126715,4.451095,12.577810
136599,0.703770,0.680000,0.699590,0.690000,0.695956,0.690000,0.653005,0.635000,0.651175,0.620000,0.668279,0.625000,2.425293,11.443513,13.868806,1.895797,18.946377,20.842174,1.943581,43.495641,45.439221,1.920283,84.376222,86.296505,2.039536,166.885736,168.925272,8.129090,4.477349,12.606439
136799,0.703071,0.575000,0.698940,0.580000,0.695299,0.575000,0.652663,0.590000,0.650652,0.555000,0.667772,0.575000,2.431104,11.502630,13.933734,1.898695,19.043592,20.942287,1.946116,43.720019,45.666135,1.922722,84.816566,86.739287,2.041990,167.761765,169.803756,8.131664,4.501310,12.632975
136999,0.702730,0.640000,0.698622,0.640000,0.694757,0.595000,0.652838,0.685000,0.650676,0.655000,0.667514,0.620000,2.437066,11.562883,13.999949,1.901751,19.141491,21.043242,1.948828,43.945901,45.894730,1.925317,85.258857,87.184174,2.044591,168.638399,170.682990,8.134325,4.524699,12.659024
137199,0.702500,0.660000,0.698226,0.625000,0.694543,0.655000,0.652849,0.655000,0.650484,0.615000,0.667446,0.655000,2.445488,11.622693,14.068182,1.909182,19.240387,21.149570,1.956260,44.170838,46.127099,1.933063,85.704483,87.637545,2.052933,169.505582,171.558515,8.230353,4.548880,12.779233
137399,0.702540,0.710000,0.698155,0.685000,0.694465,0.680000,0.653102,0.700000,0.650348,0.625000,0.667139,0.610000,2.449996,11.679414,14.129410,1.911511,19.335389,21.246899,1.958266,44.392979,46.351245,1.934943,86.134163,88.069106,2.054810,170.345622,172.400432,8.232345,4.571889,12.804234
137599,0.702234,0.645000,0.697899,0.650000,0.694229,0.650000,0.653351,0.700000,0.650080,0.600000,0.667340,0.705000,2.454722,11.736258,14.190980,1.914056,19.429052,21.343108,1.960471,44.613538,46.574009,1.937030,86.560017,88.497047,2.056839,171.180152,173.236991,8.234520,4.593881,12.828401
137799,0.702143,0.685000,0.697804,0.680000,0.694101,0.670000,0.653069,0.600000,0.649947,0.625000,0.667381,0.675000,2.459755,11.792984,14.252739,1.916777,19.522537,21.439315,1.962904,44.829652,46.792556,1.939354,86.984767,88.924121,2.059083,172.013824,174.072906,8.236872,4.615828,12.852700
137999,0.702237,0.720000,0.697684,0.675000,0.694263,0.725000,0.652974,0.635000,0.649526,0.570000,0.667053,0.605000,2.465442,11.850887,14.316329,1.919706,19.618244,21.537950,1.965516,45.052149,47.017665,1.941865,87.418090,89.359955,2.061538,172.861760,174.923298,8.239465,4.638787,12.878252
138199,0.702696,0.790000,0.698063,0.770000,0.695000,0.835000,0.653691,0.790000,0.649895,0.720000,0.667277,0.710000,2.474025,11.908150,14.382175,1.925829,19.714943,21.640772,1.972552,45.273572,47.246124,1.949813,87.851715,89.801528,2.070640,173.709752,175.780392,8.335490,4.661428,12.996918
138399,0.702917,0.745000,0.697917,0.670000,0.695312,0.755000,0.654271,0.765000,0.649922,0.655000,0.667656,0.740000,2.478939,11.967134,14.446073,1.928340,19.846873,21.775214,1.974648,45.499266,47.473913,1.951765,88.293773,90.245539,2.072516,174.600204,176.672721,8.337669,4.685454,13.023123
138599,0.703212,0.760000,0.698135,0.740000,0.695803,0.790000,0.654767,0.750000,0.649896,0.645000,0.668187,0.770000,2.484149,12.025041,14.509190,1.931031,19.943225,21.874256,1.976932,45.725975,47.702907,1.953910,88.729030,90.682940,2.074613,175.462403,177.537016,8.339963,4.709147,13.049110
138799,0.703273,0.715000,0.697938,0.660000,0.695670,0.670000,0.654897,0.680000,0.649485,0.570000,0.668402,0.710000,2.489644,12.082663,14.572307,1.933948,20.038409,21.972357,1.979394,45.946935,47.926330,1.956363,89.162015,91.118378,2.076970,176.309923,178.386893,8.342454,4.732363,13.074817
138999,0.703667,0.780000,0.698128,0.735000,0.696205,0.800000,0.655256,0.725000,0.649615,0.675000,0.668897,0.765000,2.495203,12.139808,14.635011,1.937014,20.134743,22.071757,1.982098,46.170700,48.152799,1.958932,89.595625,91.554558,2.079497,177.171593,179.251090,8.345092,4.755457,13.100549
139199,0.703699,0.710000,0.697730,0.620000,0.696224,0.700000,0.655306,0.665000,0.649413,0.610000,0.669464,0.780000,2.503175,12.196021,14.699197,1.942755,20.228834,22.171589,1.988050,46.385941,48.373991,1.966565,90.018704,91.985269,2.086367,178.000617,180.086984,8.435990,4.777488,13.213478
139399,0.704086,0.780000,0.697893,0.730000,0.696371,0.725000,0.655558,0.705000,0.649213,0.610000,0.669898,0.755000,2.507204,12.251980,14.759184,1.945008,20.320356,22.265365,1.989982,46.597671,48.587652,1.968389,90.428776,92.397165,2.088159,178.810325,180.898485,8.437856,4.797843,13.235699
139599,0.704621,0.810000,0.698207,0.760000,0.696768,0.775000,0.655859,0.715000,0.649369,0.680000,0.670303,0.750000,2.512376,12.308900,14.821276,1.947681,20.415187,22.362869,1.992352,46.821310,48.813662,1.970634,90.859062,92.829695,2.090238,179.658394,181.748632,8.440074,4.820715,13.260788
139799,0.705000,0.780000,0.697839,0.625000,0.697035,0.750000,0.656005,0.685000,0.649347,0.645000,0.670955,0.800000,2.517513,12.365316,14.882829,1.950375,20.509234,22.459609,1.994774,47.038912,49.033686,1.972909,91.277993,93.250902,2.092485,180.482441,182.574926,8.442433,4.842517,13.284950
139999,0.705350,0.775000,0.697750,0.680000,0.697275,0.745000,0.656275,0.710000,0.649500,0.680000,0.671250,0.730000,2.522904,12.422031,14.944935,1.953327,20.604228,22.557555,1.997387,47.259656,49.257044,1.975423,91.705600,93.681024,2.094919,181.320938,183.415857,8.445015,4.864567,13.309582
140199,0.705647,0.765000,0.697836,0.715000,0.697289,0.700000,0.656493,0.700000,0.649328,0.615000,0.671642,0.750000,2.531558,12.479401,15.010959,1.959638,20.699971,22.659609,2.004457,47.479241,49.483698,1.982770,92.135438,94.118208,2.102524,182.172419,184.274942,8.538925,4.887711,13.426636
140399,0.705941,0.765000,0.697772,0.685000,0.697500,0.740000,0.656931,0.745000,0.649406,0.665000,0.672030,0.750000,2.535711,12.534472,15.070183,1.961901,20.791806,22.753707,2.006406,47.691414,49.697820,1.984631,92.546104,94.530734,2.104327,182.990640,185.094967,8.540856,4.908532,13.449388
140599,0.706232,0.765000,0.697783,0.700000,0.697537,0.705000,0.657143,0.700000,0.649039,0.575000,0.672217,0.710000,2.540348,12.589748,15.130096,1.964368,20.883239,22.847607,2.008549,47.902814,49.911363,1.986675,92.961881,94.948556,2.106336,183.797734,185.904071,8.542946,4.929793,13.472739
140799,0.706324,0.725000,0.697475,0.635000,0.697598,0.710000,0.657426,0.715000,0.648750,0.590000,0.672525,0.735000,2.545742,12.647443,15.193185,1.967135,20.977777,22.944912,2.010980,48.126878,50.137858,1.989009,93.395769,95.384778,2.108631,184.636556,186.745186,8.545372,4.953060,13.498432
140999,0.706634,0.770000,0.697439,0.690000,0.697902,0.760000,0.657683,0.710000,0.648732,0.645000,0.672927,0.755000,2.551483,12.705483,15.256966,1.970139,21.076271,23.046410,2.013712,48.356725,50.370437,1.991664,93.841192,95.832856,2.111284,185.510800,187.622085,8.548022,4.975854,13.523875
141199,0.706675,0.715000,0.697306,0.670000,0.697888,0.695000,0.657573,0.635000,0.648350,0.570000,0.672864,0.660000,2.560002,12.813051,15.373052,1.976620,21.169243,23.145864,2.020399,48.570793,50.591192,1.999050,94.289356,96.288405,2.118961,186.339683,188.458644,8.642032,4.996611,13.638644
141399,0.706860,0.745000,0.697536,0.745000,0.698213,0.765000,0.657947,0.735000,0.648237,0.625000,0.672802,0.660000,2.564531,12.870169,15.434701,1.978997,21.264957,23.243955,2.022472,48.789667,50.812139,2.001001,94.725646,96.726647,2.120872,187.195297,189.316168,8.644056,5.018733,13.662789
141599,0.707019,0.740000,0.697764,0.745000,0.698486,0.755000,0.658101,0.690000,0.648149,0.630000,0.672885,0.690000,2.570533,12.933767,15.504300,1.981817,21.370246,23.352063,2.024902,49.030495,51.055397,2.003230,95.188818,97.192048,2.123060,188.112158,190.235218,8.646469,5.044099,13.690568
141799,0.707153,0.735000,0.697751,0.695000,0.698517,0.705000,0.658206,0.680000,0.648014,0.620000,0.672871,0.670000,2.575609,12.989830,15.565439,1.984528,21.463523,23.448050,2.027316,49.247570,51.274886,2.005563,95.609826,97.615389,2.125324,188.940765,191.066089,8.648831,5.066276,13.715107
141999,0.707214,0.720000,0.697833,0.715000,0.698643,0.725000,0.658357,0.690000,0.647881,0.620000,0.672762,0.650000,2.581428,13.046388,15.627816,1.987637,21.558250,23.545887,2.030013,49.469688,51.499701,2.008129,96.043347,98.051476,2.127867,189.780885,191.908752,8.651497,5.088945,13.740441
142199,0.707109,0.685000,0.697891,0.710000,0.698578,0.685000,0.658436,0.675000,0.647488,0.565000,0.672725,0.665000,2.589266,13.103374,15.692640,1.993431,21.653014,23.646445,2.035362,49.688394,51.723756,2.013504,96.467992,98.481496,2.135187,190.625099,192.760286,8.744746,5.111459,13.856205
142399,0.706981,0.680000,0.697854,0.690000,0.698467,0.675000,0.658420,0.655000,0.646934,0.530000,0.672335,0.590000,2.593376,13.159353,15.752729,1.995701,21.745925,23.741627,2.037311,49.903559,51.940869,2.015378,96.881965,98.897344,2.137002,191.446326,193.583328,8.746759,5.132272,13.879031
142599,0.707113,0.735000,0.698146,0.760000,0.698592,0.725000,0.658592,0.695000,0.646714,0.600000,0.672488,0.705000,2.598077,13.215324,15.813400,1.998231,21.838059,23.836290,2.039540,50.120012,52.159552,2.017478,97.303550,99.321028,2.139066,192.271584,194.410650,8.748918,5.153689,13.902607
142799,0.707126,0.710000,0.698201,0.710000,0.698692,0.720000,0.658949,0.735000,0.646589,0.620000,0.672383,0.650000,2.604011,13.287399,15.891410,2.001163,21.955835,23.956998,2.042123,50.387044,52.429167,2.019907,97.833013,99.852920,2.141468,193.375689,195.517157,8.751478,5.182391,13.933869
142999,0.707140,0.710000,0.698349,0.730000,0.698628,0.685000,0.659279,0.730000,0.646628,0.655000,0.672256,0.645000,2.609738,13.349210,15.958948,2.004553,22.060135,24.064689,2.044831,50.622475,52.667306,2.022506,98.296124,100.318629,2.144042,194.297678,196.441720,8.754139,5.206317,13.960456
143199,0.707014,0.680000,0.698310,0.690000,0.698657,0.705000,0.659329,0.670000,0.646343,0.585000,0.671968,0.610000,2.617904,13.407253,16.025157,2.010452,22.156427,24.166880,2.050399,50.845836,52.896236,2.027957,98.734004,100.761961,2.151585,195.171290,197.322874,8.849316,5.229162,14.078478
143399,0.707074,0.720000,0.698318,0.700000,0.698664,0.700000,0.659470,0.690000,0.646037,0.580000,0.671912,0.660000,2.622461,13.464064,16.086525,2.012759,22.251950,24.264710,2.052410,51.068891,53.121301,2.029875,99.166375,101.196250,2.153433,196.019805,198.173238,8.851324,5.251802,14.103126
143599,0.706835,0.655000,0.698119,0.655000,0.698509,0.665000,0.659404,0.645000,0.645482,0.525000,0.671537,0.590000,2.627612,13.522843,16.150455,2.015518,22.349295,24.364813,2.054857,51.292791,53.347648,2.032093,99.598326,101.630419,2.155576,196.868404,199.023981,8.853592,5.274874,14.128466
