# TEST CONFIGURATION BEGIN
# FileStream(filename='airlines.csv', target_idx=-1, n_targets=1, cat_features=None)
# [ensemble 0.01] AdaptiveXGBoostClassifier(detect_drift=False, learning_rate=0.01, max_depth=6, max_window_size=1000, min_window_size=1, n_estimators=30, update_strategy='replace')
# [incremental 0.01] Adaptive4(learning_rate=0.01, max_depth=6, max_window_size=1000, min_window_size=1)
# [ensemble 0.05] AdaptiveXGBoostClassifier(detect_drift=False, learning_rate=0.05, max_depth=6, max_window_size=1000, min_window_size=1, n_estimators=30, update_strategy='replace')
# [incremental 0.05] Adaptive4(learning_rate=0.05, max_depth=6, max_window_size=1000, min_window_size=1)
# [ensemble 0.1] AdaptiveXGBoostClassifier(detect_drift=False, learning_rate=0.1, max_depth=6, max_window_size=1000, min_window_size=1, n_estimators=30, update_strategy='replace')
# [incremental 0.1] Adaptive4(learning_rate=0.1, max_depth=6, max_window_size=1000, min_window_size=1)
# [ensemble 0.5] AdaptiveXGBoostClassifier(detect_drift=False, learning_rate=0.5, max_depth=6, max_window_size=1000, min_window_size=1, n_estimators=30, update_strategy='replace')
# [incremental 0.5] Adaptive4(learning_rate=0.5, max_depth=6, max_window_size=1000, min_window_size=1)
# EvaluatePrequential(batch_size=1, data_points_for_classification=False, max_samples=500000, max_time=inf, metrics=['accuracy', 'running_time'], n_wait=200, output_file='lrate_airlines.txt', pretrain_size=100000, restart_stream=True, show_plot=True)
# TEST CONFIGURATION END
id,mean_acc_[ensemble 0.01],current_acc_[ensemble 0.01],mean_acc_[incremental 0.01],current_acc_[incremental 0.01],mean_acc_[ensemble 0.05],current_acc_[ensemble 0.05],mean_acc_[incremental 0.05],current_acc_[incremental 0.05],mean_acc_[ensemble 0.1],current_acc_[ensemble 0.1],mean_acc_[incremental 0.1],current_acc_[incremental 0.1],mean_acc_[ensemble 0.5],current_acc_[ensemble 0.5],mean_acc_[incremental 0.5],current_acc_[incremental 0.5],training_time_[ensemble 0.01],testing_time_[ensemble 0.01],total_running_time_[ensemble 0.01],training_time_[incremental 0.01],testing_time_[incremental 0.01],total_running_time_[incremental 0.01],training_time_[ensemble 0.05],testing_time_[ensemble 0.05],total_running_time_[ensemble 0.05],training_time_[incremental 0.05],testing_time_[incremental 0.05],total_running_time_[incremental 0.05],training_time_[ensemble 0.1],testing_time_[ensemble 0.1],total_running_time_[ensemble 0.1],training_time_[incremental 0.1],testing_time_[incremental 0.1],total_running_time_[incremental 0.1],training_time_[ensemble 0.5],testing_time_[ensemble 0.5],total_running_time_[ensemble 0.5],training_time_[incremental 0.5],testing_time_[incremental 0.5],total_running_time_[incremental 0.5]
165799,0.690122,0.635000,0.613723,0.530000,0.691337,0.650000,0.614119,0.540000,0.680957,0.655000,0.615289,0.530000,0.622766,0.555000,0.617903,0.520000,3.269680,84.295645,87.565326,13.580909,6.465661,20.046571,2.347583,82.342497,84.690080,13.364016,6.340413,19.704429,2.307223,82.257593,84.564815,13.240471,6.299815,19.540285,2.310001,82.322893,84.632894,13.189420,6.310308,19.499727
165999,0.689864,0.605000,0.613636,0.585000,0.691015,0.585000,0.614061,0.595000,0.680712,0.600000,0.615212,0.590000,0.622470,0.525000,0.617818,0.590000,3.274341,84.553626,87.827967,13.583811,6.487305,20.071116,2.350088,82.592971,84.943058,13.366396,6.361539,19.727935,2.309583,82.508664,84.818247,13.242783,6.321254,19.564037,2.312301,82.574463,84.886763,13.191694,6.331726,19.523420
166199,0.689713,0.640000,0.613399,0.535000,0.690831,0.630000,0.613852,0.545000,0.680529,0.620000,0.615015,0.550000,0.622417,0.605000,0.617719,0.585000,3.282767,84.807815,88.090581,13.752245,6.509483,20.261728,2.356707,82.842319,85.199026,13.543133,6.383057,19.926190,2.316101,82.757764,85.073866,13.416416,6.343143,19.759559,2.318926,82.821611,85.140538,13.364522,6.353271,19.717794
166399,0.689443,0.600000,0.613208,0.550000,0.690633,0.625000,0.613660,0.550000,0.680286,0.600000,0.614819,0.550000,0.622108,0.520000,0.617560,0.565000,3.286505,85.060614,88.347118,13.754526,6.531075,20.285601,2.358586,83.091581,85.450167,13.544902,6.403720,19.948622,2.317852,83.006028,85.323881,13.418108,6.363864,19.781972,2.320611,83.070128,85.390739,13.366196,6.374073,19.740269
166599,0.689489,0.705000,0.612958,0.530000,0.690691,0.710000,0.613408,0.530000,0.680375,0.710000,0.614580,0.535000,0.621967,0.575000,0.617312,0.535000,3.290580,85.315825,88.606405,13.757038,6.552526,20.309563,2.360743,83.342998,85.703741,13.546912,6.424989,19.971901,2.319816,83.256221,85.576037,13.420044,6.384919,19.804963,2.322513,83.320227,85.642740,13.368084,6.395177,19.763261
166799,0.689401,0.660000,0.612844,0.575000,0.690584,0.655000,0.613308,0.580000,0.680389,0.685000,0.614416,0.560000,0.621841,0.580000,0.617231,0.590000,3.294905,85.572087,88.866992,13.759747,6.573947,20.333694,2.363061,83.592523,85.955584,13.549142,6.445769,19.994911,2.322004,83.506283,85.828287,13.422162,6.406014,19.828176,2.324620,83.571599,85.896219,13.370158,6.416254,19.786412
166999,0.689642,0.770000,0.612821,0.605000,0.690731,0.740000,0.613269,0.600000,0.680537,0.730000,0.614478,0.635000,0.621896,0.640000,0.617239,0.620000,3.299404,85.825536,89.124940,13.762573,6.594962,20.357535,2.365471,83.839701,86.205172,13.551474,6.466091,20.017565,2.324308,83.752297,86.076606,13.424419,6.426519,19.850938,2.326842,83.819460,86.146302,13.372371,6.436933,19.809304
167199,0.689420,0.615000,0.612619,0.545000,0.690417,0.585000,0.613065,0.545000,0.680149,0.550000,0.614315,0.560000,0.621682,0.550000,0.617128,0.580000,3.307966,86.085036,89.393002,13.934272,6.617281,20.551553,2.372103,84.092347,86.464451,13.725001,6.488057,20.213058,2.331026,84.004616,86.335642,13.596955,6.448579,20.045534,2.333642,84.070778,86.404421,13.547152,6.458701,20.005854
167399,0.689392,0.680000,0.612255,0.490000,0.690326,0.660000,0.612700,0.490000,0.680104,0.665000,0.613947,0.490000,0.621543,0.575000,0.616780,0.500000,3.311664,86.335176,89.646840,13.936464,6.638115,20.574579,2.373941,84.335641,86.709582,13.726733,6.508395,20.235128,2.332736,84.248093,86.580829,13.598617,6.468795,20.067411,2.335291,84.315073,86.650364,13.548893,6.479253,20.028146
167599,0.689231,0.635000,0.612012,0.530000,0.690163,0.635000,0.612441,0.525000,0.680030,0.655000,0.613698,0.530000,0.621509,0.610000,0.616583,0.550000,3.315669,86.589841,89.905510,13.938933,6.659166,20.598099,2.376034,84.585500,86.961535,13.728713,6.528835,20.257548,2.334689,84.496349,86.831038,13.600508,6.489214,20.089723,2.337205,84.565280,86.902485,13.550770,6.499804,20.050574
167799,0.689012,0.615000,0.611932,0.585000,0.690000,0.635000,0.612375,0.590000,0.679867,0.625000,0.613643,0.595000,0.621268,0.540000,0.616519,0.595000,3.320074,86.843021,90.163094,13.941628,6.680448,20.622076,2.378315,84.833919,87.212234,13.730884,6.549520,20.280405,2.336822,84.742458,87.079280,13.602605,6.509910,20.112515,2.339298,84.811948,87.151246,13.552842,6.520471,20.073313
167999,0.688897,0.650000,0.611882,0.595000,0.689926,0.665000,0.612338,0.600000,0.679750,0.640000,0.613603,0.600000,0.621015,0.535000,0.616529,0.620000,3.324621,87.099653,90.424274,13.944487,6.702141,20.646628,2.380767,85.084993,87.465760,13.733225,6.570627,20.303852,2.339151,84.992547,87.331699,13.604854,6.530874,20.135728,2.341548,85.062408,87.403956,13.555043,6.541521,20.096565
168199,0.688842,0.670000,0.611979,0.645000,0.689912,0.685000,0.612449,0.650000,0.679809,0.700000,0.613695,0.645000,0.620938,0.595000,0.616584,0.635000,3.333284,87.350006,90.683289,14.120116,6.723150,20.843266,2.387735,85.331604,87.719339,13.904810,6.591549,20.496359,2.346116,85.238569,87.584685,13.781321,6.551730,20.333051,2.348176,85.308813,87.656989,13.730141,6.562208,20.292349
168399,0.688728,0.650000,0.611930,0.595000,0.689825,0.660000,0.612383,0.590000,0.679766,0.665000,0.613611,0.585000,0.620746,0.555000,0.616520,0.595000,3.336971,87.603642,90.940612,14.122375,6.744239,20.866614,2.389610,85.580864,87.970474,13.906572,6.612136,20.518707,2.347853,85.487557,87.835410,13.783002,6.572376,20.355378,2.349855,85.556633,87.906488,13.731789,6.582631,20.314420
168599,0.688673,0.670000,0.611720,0.540000,0.689679,0.640000,0.612143,0.530000,0.679708,0.660000,0.613367,0.530000,0.620466,0.525000,0.616341,0.555000,3.340964,87.853667,91.194631,14.124815,6.764949,20.889764,2.391648,85.825203,88.216850,13.908489,6.632412,20.540902,2.349756,85.731549,88.081305,13.784870,6.592491,20.377361,2.351744,85.801134,88.152878,13.733637,6.602650,20.336288
168799,0.688706,0.700000,0.611468,0.525000,0.689797,0.730000,0.611919,0.535000,0.679826,0.720000,0.613154,0.540000,0.620262,0.550000,0.616105,0.535000,3.345366,88.103714,91.449080,14.127524,6.786272,20.913796,2.393938,86.070243,88.464181,13.910708,6.653298,20.564006,2.351939,85.975349,88.327288,13.786975,6.613066,20.400041,2.353883,86.045782,88.399665,13.735718,6.623209,20.358927
168999,0.688681,0.680000,0.611246,0.535000,0.689826,0.700000,0.611696,0.535000,0.679913,0.710000,0.612957,0.545000,0.620014,0.535000,0.615899,0.545000,3.349919,88.358293,91.708212,14.130487,6.807958,20.938444,2.396423,86.320353,88.716776,13.913117,6.674705,20.587822,2.354292,86.225910,88.580202,13.789255,6.634297,20.423552,2.356162,86.294758,88.650919,13.737988,6.644089,20.382077
169199,0.688714,0.700000,0.611113,0.565000,0.689913,0.720000,0.611575,0.570000,0.680043,0.725000,0.612832,0.570000,0.619827,0.555000,0.615824,0.590000,3.358615,88.613272,91.971887,14.310338,6.829730,21.140068,2.404461,86.569510,88.973971,14.090167,6.696084,20.786251,2.361020,86.473883,88.834902,13.965232,6.655917,20.621149,2.363245,86.542421,88.905666,13.919100,6.665370,20.584470
169399,0.688718,0.690000,0.610893,0.535000,0.689971,0.710000,0.611383,0.545000,0.680086,0.695000,0.612651,0.550000,0.619640,0.555000,0.615692,0.570000,3.362301,88.861749,92.224050,14.312546,6.851088,21.163633,2.406287,86.813571,89.219859,14.091887,6.716856,20.808743,2.362703,86.716852,89.079556,13.966900,6.676668,20.643569,2.364891,86.788126,89.153017,13.920728,6.686075,20.606802
169599,0.688606,0.650000,0.610589,0.505000,0.689914,0.670000,0.611063,0.500000,0.680043,0.665000,0.612356,0.510000,0.619397,0.535000,0.615445,0.530000,3.366404,89.115780,92.482184,14.315048,6.872711,21.187759,2.408393,87.063031,89.471424,14.093886,6.738011,20.831897,2.364653,86.965627,89.330280,13.968839,6.698167,20.667005,2.366822,87.036741,89.403563,13.922613,6.707341,20.629954
169799,0.688653,0.705000,0.610645,0.630000,0.690000,0.720000,0.611089,0.620000,0.680072,0.690000,0.612421,0.635000,0.619470,0.645000,0.615458,0.620000,3.370756,89.367749,92.738505,14.317755,6.893950,21.211704,2.410673,87.311904,89.722576,14.096092,6.759088,20.855180,2.366798,87.213088,89.579886,13.970939,6.719301,20.690239,2.368926,87.285590,89.654516,13.924669,6.728282,20.652951
169999,0.688557,0.655000,0.610486,0.555000,0.689914,0.660000,0.610914,0.550000,0.680057,0.675000,0.612271,0.560000,0.619343,0.575000,0.615314,0.565000,3.375299,89.621214,92.996514,14.320580,6.915368,21.235949,2.413157,87.559723,89.972881,14.098425,6.779829,20.878254,2.369095,87.460038,89.829133,13.973162,6.740412,20.713574,2.371155,87.534218,89.905374,13.926868,6.749209,20.676078
170199,0.688575,0.695000,0.610513,0.620000,0.689929,0.695000,0.610940,0.620000,0.680100,0.695000,0.612350,0.640000,0.619387,0.635000,0.615399,0.645000,3.384277,89.870816,93.255093,14.498411,6.937141,21.435552,2.420114,87.804984,90.225098,14.280604,6.801178,21.081782,2.375804,87.704134,90.079938,14.150974,6.761882,20.912857,2.377834,87.805747,90.183582,14.105335,6.770471,20.875806
170399,0.688622,0.705000,0.610597,0.640000,0.690057,0.735000,0.611051,0.650000,0.680241,0.730000,0.612457,0.650000,0.619489,0.655000,0.615526,0.660000,3.387954,90.123641,93.511594,14.500657,6.958141,21.458799,2.421976,88.051463,90.473438,14.282371,6.821861,21.104232,2.377532,87.952009,90.329541,14.152662,6.782362,20.935024,2.379510,88.052860,90.432371,14.106980,6.791316,20.898296
170599,0.688683,0.710000,0.610666,0.635000,0.690170,0.730000,0.611105,0.630000,0.680297,0.700000,0.612507,0.630000,0.619419,0.595000,0.615524,0.615000,3.391798,90.367224,93.759022,14.502981,6.978762,21.481743,2.423891,88.290732,90.714622,14.284194,6.841999,21.126193,2.379321,88.189533,90.568855,14.154421,6.802702,20.957123,2.381258,88.290898,90.672156,14.108725,6.811136,20.919861
170799,0.688545,0.640000,0.610678,0.615000,0.690028,0.640000,0.611102,0.610000,0.680141,0.625000,0.612500,0.610000,0.619068,0.495000,0.615579,0.635000,3.395968,90.619254,94.015222,14.505577,6.999988,21.505565,2.426057,88.537339,90.963396,14.286269,6.862764,21.149033,2.381371,88.434328,90.815699,14.156438,6.823420,20.979858,2.383244,88.535895,90.919138,14.110689,6.831831,20.942520
170999,0.688577,0.700000,0.610620,0.590000,0.690070,0.705000,0.611028,0.585000,0.680239,0.715000,0.612437,0.590000,0.619056,0.615000,0.615592,0.620000,3.400334,90.874468,94.274802,14.508331,7.051936,21.560267,2.428404,88.789688,91.218092,14.288507,6.884488,21.172995,2.383597,88.683288,91.066885,14.158595,6.844765,21.003360,2.385421,88.787515,91.172936,14.112808,6.852998,20.965807
171199,0.688694,0.730000,0.610674,0.630000,0.690197,0.735000,0.611081,0.630000,0.680393,0.735000,0.612486,0.630000,0.619129,0.645000,0.615674,0.645000,3.409033,91.130591,94.539623,14.687985,7.074379,21.762364,2.435629,89.040501,91.476130,14.466593,6.906307,21.372900,2.390407,88.933106,91.323514,14.339080,6.866173,21.205253,2.392114,89.037872,91.429986,14.296813,6.874861,21.171673
171399,0.688599,0.655000,0.610602,0.585000,0.690098,0.655000,0.611022,0.590000,0.680280,0.640000,0.612409,0.585000,0.618880,0.530000,0.615644,0.605000,3.412727,91.382761,94.795488,14.690224,7.095667,21.785892,2.437480,89.286706,91.724185,14.468347,6.927370,21.395716,2.392117,89.179097,91.571215,14.340756,6.887359,21.228115,2.393791,89.284106,91.677896,14.298489,6.895761,21.194250
171599,0.688631,0.700000,0.610545,0.590000,0.690140,0.705000,0.610978,0.595000,0.680335,0.700000,0.612360,0.595000,0.618869,0.615000,0.615489,0.560000,3.416599,91.636176,95.052775,14.692636,7.116792,21.809428,2.439491,89.535051,91.974542,14.470252,6.948173,21.418426,2.394003,89.427133,91.821136,14.342600,6.908205,21.250804,2.395611,89.532025,91.927636,14.300287,6.916339,21.216626
171799,0.688760,0.735000,0.610599,0.630000,0.690181,0.705000,0.611045,0.635000,0.680487,0.735000,0.612409,0.630000,0.618955,0.650000,0.615501,0.620000,3.420739,91.883731,95.304470,14.695223,7.137770,21.832993,2.441652,89.777843,92.219495,14.472464,6.968564,21.441029,2.396054,89.669731,92.065785,14.344592,6.928352,21.272944,2.397601,89.773604,92.171204,14.302235,6.936435,21.238670
171999,0.688944,0.755000,0.610583,0.605000,0.690347,0.750000,0.611028,0.605000,0.680667,0.745000,0.612403,0.610000,0.618944,0.615000,0.615472,0.605000,3.424977,92.134023,95.558999,14.697894,7.158762,21.856656,2.443928,90.024628,92.468556,14.474649,6.989089,21.463739,2.398204,89.916344,92.314548,14.346701,6.949016,21.295717,2.399720,90.018012,92.417732,14.304316,6.956834,21.261150
172199,0.688934,0.685000,0.610471,0.570000,0.690291,0.670000,0.610914,0.570000,0.680637,0.670000,0.612299,0.575000,0.618850,0.585000,0.615319,0.560000,3.432631,92.389636,95.822267,14.882516,7.181024,22.063540,2.449994,90.275956,92.725950,14.655885,7.010962,21.666846,2.403867,90.167527,92.571395,14.528292,6.970658,21.498950,2.405460,90.269210,92.674670,14.485804,6.978763,21.464567
172399,0.688992,0.710000,0.610539,0.635000,0.690359,0.715000,0.610981,0.635000,0.680787,0.735000,0.612348,0.630000,0.618950,0.655000,0.615387,0.640000,3.436553,92.649726,96.086279,14.884856,7.204107,22.088963,2.451925,90.529569,92.981493,14.657708,7.033910,21.691618,2.405642,90.421160,92.826803,14.530020,6.993243,21.523262,2.407168,90.522074,92.929241,14.487497,7.001272,21.488769
172599,0.689050,0.710000,0.610510,0.600000,0.690372,0.695000,0.610937,0.595000,0.680758,0.670000,0.612273,0.585000,0.618829,0.575000,0.615399,0.620000,3.440402,92.899816,96.340218,14.887230,7.225162,22.112391,2.453909,90.772700,93.226609,14.659596,7.054426,21.714022,2.407489,90.665652,93.073141,14.531815,7.013712,21.545527,2.408975,90.766219,93.175194,14.489271,7.021884,21.511155
172799,0.689066,0.695000,0.610549,0.625000,0.690453,0.720000,0.610948,0.615000,0.680824,0.705000,0.612294,0.620000,0.618681,0.565000,0.615467,0.640000,3.444679,93.151372,96.596050,14.889839,7.246851,22.136690,2.456117,91.019226,93.475343,14.661688,7.075866,21.737554,2.409557,90.912628,93.322185,14.533851,7.035122,21.568973,2.410992,91.013095,93.424087,14.491273,7.043370,21.534643
172999,0.689027,0.675000,0.610507,0.595000,0.690438,0.685000,0.610945,0.610000,0.680795,0.670000,0.612301,0.615000,0.618836,0.675000,0.615548,0.645000,3.448921,93.402772,96.851694,14.892545,7.268080,22.160625,2.458419,91.265876,93.724295,14.663900,7.096601,21.760501,2.411731,91.159416,93.571147,14.535975,7.055885,21.591860,2.413117,91.260546,93.673663,14.493386,7.064127,21.557513
173199,0.689180,0.745000,0.610615,0.650000,0.690587,0.745000,0.611052,0.650000,0.680847,0.700000,0.612391,0.645000,0.618852,0.625000,0.615683,0.665000,3.456844,93.660754,97.117598,15.075354,7.290231,22.365585,2.464314,91.515816,93.980130,14.850842,7.118283,21.969125,2.417481,91.409559,93.827040,14.721206,7.077764,21.798970,2.419209,91.511997,93.931206,14.677495,7.085804,21.763299
173399,0.689237,0.710000,0.610763,0.665000,0.690640,0.710000,0.611185,0.660000,0.680954,0.720000,0.612520,0.660000,0.618992,0.670000,0.615708,0.625000,3.460515,93.913605,97.374120,15.077588,7.311516,22.389104,2.466159,91.764008,94.230167,14.852624,7.139466,21.992091,2.419191,91.657029,94.076221,14.722883,7.098759,21.821642,2.420857,91.759118,94.179974,14.679127,7.106572,21.785699
173599,0.689212,0.680000,0.610693,0.585000,0.690557,0.660000,0.611128,0.590000,0.680870,0.650000,0.612459,0.590000,0.618913,0.590000,0.615720,0.620000,3.464430,94.166757,97.631187,15.079991,7.333338,22.413328,2.468168,92.012261,94.480429,14.854525,7.160715,22.015240,2.421070,91.903239,94.324309,14.724732,7.119956,21.844688,2.422695,92.006317,94.429011,14.680926,7.127545,21.808471
173799,0.689255,0.705000,0.610718,0.620000,0.690515,0.675000,0.611152,0.620000,0.680840,0.670000,0.612453,0.610000,0.618713,0.545000,0.615637,0.585000,3.468645,94.420481,97.889125,15.082616,7.355181,22.437797,2.470450,92.261406,94.731855,14.856651,7.181743,22.038394,2.423151,92.152579,94.575730,14.726775,7.141267,21.868042,2.424716,92.255721,94.680437,14.682921,7.148623,21.831544
173999,0.689554,0.800000,0.610851,0.660000,0.690743,0.775000,0.611257,0.650000,0.680946,0.720000,0.612568,0.655000,0.618568,0.565000,0.615770,0.665000,3.472987,94.672405,98.145392,15.085331,7.376312,22.461643,2.472768,92.507823,94.980592,14.858877,7.202687,22.061564,2.425351,92.399471,94.824823,14.728955,7.162340,21.891295,2.426862,92.501060,94.927923,14.685013,7.169429,21.854442
174199,0.689501,0.670000,0.610836,0.605000,0.690606,0.640000,0.611226,0.600000,0.680903,0.665000,0.612588,0.620000,0.618329,0.530000,0.615836,0.640000,3.480745,94.926887,98.407632,15.268669,7.398421,22.667090,2.478642,92.756732,95.235375,15.048633,7.224637,22.273270,2.431187,92.648591,95.079778,14.913215,7.184278,22.097493,2.432870,92.749810,95.182680,14.874977,7.191156,22.066132
174399,0.689852,0.820000,0.611116,0.715000,0.690954,0.820000,0.611505,0.715000,0.681223,0.800000,0.612849,0.710000,0.618011,0.500000,0.616035,0.690000,3.484357,95.178214,98.662571,15.270879,7.419787,22.690666,2.480479,93.002544,95.483023,15.050374,7.245531,22.295904,2.432899,92.894216,95.327116,14.914889,7.204905,22.119794,2.434516,92.995526,95.430042,14.876632,7.211802,22.088434
174599,0.690214,0.825000,0.611434,0.730000,0.691206,0.785000,0.611823,0.730000,0.681488,0.780000,0.613150,0.725000,0.617802,0.540000,0.616287,0.710000,3.488225,95.428388,98.916613,15.273284,7.440961,22.714245,2.482490,93.247464,95.729954,15.052277,7.266040,22.318317,2.434769,93.139196,95.573964,14.916722,7.225233,22.141955,2.436329,93.239637,95.675966,14.878432,7.232429,22.110861
174799,0.690535,0.810000,0.611778,0.740000,0.691484,0.795000,0.612139,0.730000,0.681765,0.785000,0.613489,0.740000,0.617861,0.640000,0.616618,0.740000,3.492332,95.680589,99.172922,15.275841,7.462297,22.738138,2.484642,93.493334,95.977976,15.054344,7.287004,22.341348,2.436779,93.384784,95.821563,14.918707,7.245958,22.164665,2.438305,93.485778,95.924083,14.880408,7.253179,22.133587
174999,0.690960,0.850000,0.612107,0.735000,0.691827,0.820000,0.612453,0.730000,0.682187,0.840000,0.613813,0.735000,0.617747,0.575000,0.616933,0.735000,3.496577,95.934047,99.430624,15.278520,7.483706,22.762226,2.486944,93.742077,96.229021,15.056554,7.308062,22.364616,2.438941,93.631724,96.070665,14.920814,7.266824,22.187638,2.440420,93.732593,96.173013,14.882500,7.274018,22.156518
175199,0.691290,0.815000,0.612234,0.660000,0.692088,0.790000,0.612580,0.660000,0.682513,0.805000,0.613949,0.665000,0.617726,0.610000,0.617048,0.660000,3.504395,96.186711,99.691107,15.465348,7.505497,22.970845,2.492888,93.992006,96.484894,15.245526,7.329574,22.575100,2.445139,93.880147,96.325286,15.105475,7.288235,22.393710,2.446205,93.979324,96.425529,15.068623,7.295267,22.363890
175399,0.691538,0.785000,0.612507,0.715000,0.692294,0.770000,0.612851,0.715000,0.682785,0.785000,0.614218,0.715000,0.617653,0.590000,0.617387,0.745000,3.508103,96.438157,99.946260,15.467602,7.527415,22.995017,2.494750,94.238747,96.733496,15.247330,7.350950,22.598280,2.446873,94.126389,96.573262,15.107169,7.309399,22.416568,2.447863,94.223758,96.671621,15.070259,7.316307,22.386567
175599,0.691521,0.685000,0.612712,0.690000,0.692341,0.710000,0.613056,0.690000,0.682817,0.695000,0.614418,0.690000,0.617447,0.540000,0.617646,0.715000,3.512056,96.691086,100.203141,15.470042,7.549008,23.019050,2.496777,94.487688,96.984465,15.249258,7.372057,22.621314,2.448746,94.373885,96.822630,15.109031,7.330459,22.439490,2.449696,94.470874,96.920571,15.072077,7.337322,22.409400
175799,0.691557,0.705000,0.612916,0.690000,0.692309,0.680000,0.613259,0.690000,0.682916,0.720000,0.614617,0.690000,0.617414,0.605000,0.617889,0.710000,3.516213,96.943505,100.459718,15.472663,7.570333,23.042996,2.498992,94.734517,97.233509,15.251366,7.392596,22.643962,2.450817,94.621675,97.072492,15.111052,7.351258,22.462310,2.451709,94.717946,97.169655,15.074074,7.357905,22.431979
175999,0.691645,0.725000,0.612987,0.640000,0.692329,0.700000,0.613329,0.640000,0.683039,0.730000,0.614684,0.640000,0.617342,0.590000,0.617961,0.645000,3.520545,97.197374,100.717918,15.475389,7.592219,23.067608,2.501317,94.983228,97.484545,15.253593,7.413824,22.667417,2.453000,94.870526,97.323526,15.113171,7.372779,22.485951,2.453837,94.966869,97.420707,15.076179,7.378987,22.455166
176199,0.691522,0.645000,0.613084,0.650000,0.692192,0.640000,0.613412,0.645000,0.682953,0.650000,0.614751,0.640000,0.617231,0.575000,0.618058,0.655000,3.528336,97.453276,100.981612,15.662917,7.614555,23.277472,2.507165,95.234103,97.741268,15.447390,7.436030,22.883420,2.458914,95.120622,97.579536,15.300259,7.394828,22.695087,2.459863,95.218211,97.678074,15.262296,7.401024,22.663320
176399,0.691610,0.725000,0.613115,0.625000,0.692264,0.720000,0.613442,0.625000,0.683128,0.750000,0.614791,0.630000,0.617029,0.540000,0.618050,0.615000,3.532013,97.703118,101.235131,15.665150,7.635807,23.300956,2.509011,95.479259,97.988270,15.449146,7.456856,22.906002,2.460615,95.366017,97.826632,15.301941,7.415494,22.717435,2.461519,95.464221,97.925740,15.263951,7.421724,22.685675
176599,0.691684,0.720000,0.613290,0.680000,0.692376,0.735000,0.613603,0.675000,0.683198,0.710000,0.614987,0.690000,0.616867,0.555000,0.618225,0.685000,3.535928,97.956734,101.492663,15.667570,7.657379,23.324949,2.511054,95.727001,98.238055,15.451076,7.478110,22.929186,2.462509,95.612591,98.075101,15.303803,7.436523,22.740326,2.463366,95.711460,98.174826,15.265775,7.442813,22.708588
176799,0.691693,0.695000,0.613346,0.635000,0.692409,0.705000,0.613659,0.635000,0.683242,0.700000,0.615039,0.635000,0.616914,0.635000,0.618255,0.630000,3.540177,98.211991,101.752168,15.670173,7.679413,23.349586,2.513275,95.976500,98.489775,15.453212,7.499860,22.953072,2.464595,95.861555,98.326150,15.305836,7.458045,22.763882,2.465399,95.959339,98.424739,15.267760,7.464214,22.731975
176999,0.691662,0.680000,0.613455,0.655000,0.692377,0.680000,0.613753,0.650000,0.683273,0.695000,0.615078,0.630000,0.616896,0.610000,0.618260,0.620000,3.544519,98.469348,102.013868,15.672918,7.701615,23.374534,2.515624,96.226385,98.742009,15.455472,7.521768,22.977240,2.466811,96.111209,98.578020,15.307996,7.479805,22.787801,2.467568,96.210335,98.677903,15.269929,7.485913,22.755842
177199,0.691645,0.685000,0.613523,0.640000,0.692332,0.675000,0.613834,0.645000,0.683212,0.660000,0.615168,0.650000,0.616762,0.565000,0.618316,0.640000,3.552425,98.723624,102.276049,15.861723,7.724233,23.585956,2.522160,96.474088,98.996248,15.644797,7.543873,23.188670,2.473025,96.357844,98.830869,15.496856,7.501933,22.998789,2.473713,96.456871,98.930584,15.459559,7.507713,22.967271
177399,0.691654,0.695000,0.613579,0.635000,0.692339,0.695000,0.613889,0.635000,0.683256,0.700000,0.615207,0.630000,0.616757,0.615000,0.618346,0.630000,3.556175,98.978189,102.534364,15.864005,7.746671,23.610676,2.524084,96.724842,99.248926,15.646591,7.565894,23.212485,2.474774,96.606834,99.081608,15.498568,7.523932,23.022499,2.475403,96.706322,99.181725,15.461237,7.529700,22.990936
177599,0.691662,0.695000,0.613595,0.620000,0.692358,0.700000,0.613879,0.610000,0.683299,0.700000,0.615219,0.620000,0.616701,0.595000,0.618389,0.635000,3.560181,99.265131,102.825312,15.866465,7.769204,23.635669,2.526168,96.974514,99.500682,15.648564,7.587881,23.236446,2.476707,96.857835,99.334543,15.500461,7.545952,23.046413,2.477362,96.957223,99.434585,15.463100,7.551675,23.014775
177799,0.691684,0.700000,0.613599,0.615000,0.692288,0.665000,0.613882,0.615000,0.683265,0.670000,0.615257,0.630000,0.616375,0.490000,0.618380,0.615000,3.564313,99.519252,103.083565,15.869034,7.790854,23.659889,2.528362,97.222782,99.751144,15.650646,7.609009,23.259655,2.478743,97.106371,99.585114,15.502469,7.567160,23.069629,2.479352,97.203986,99.683338,15.465074,7.572550,23.037623
177999,0.691641,0.675000,0.613628,0.625000,0.692231,0.670000,0.613910,0.625000,0.683205,0.660000,0.615269,0.620000,0.616333,0.600000,0.618410,0.630000,3.568596,99.774249,103.342845,15.871749,7.812732,23.684481,2.530686,97.471755,100.002441,15.652865,7.630668,23.283533,2.480895,97.354653,99.835548,15.504591,7.588731,23.093322,2.481454,97.452386,99.933841,15.467203,7.594145,23.061348
