# TEST CONFIGURATION BEGIN
# FileStream(filename='airlines.csv', target_idx=-1, n_targets=1, cat_features=None)
# [incremental 1] AdaptiveXGBoostClassifier(detect_drift=False, learning_rate=0.05, max_depth=6, max_window_size=1000, min_window_size=1, n_estimators=30, update_strategy='replace')
# EvaluatePrequential(batch_size=1, data_points_for_classification=False, max_samples=500000, max_time=inf, metrics=['accuracy', 'running_time'], n_wait=200, output_file='incremental_airlines.txt', pretrain_size=100000, restart_stream=True, show_plot=False)
# TEST CONFIGURATION END
id,mean_acc_[incremental 1],current_acc_[incremental 1],training_time_[incremental 1],testing_time_[incremental 1],total_running_time_[incremental 1]
100451,0.577434,0.560000,1.521908,0.710735,2.232643
100452,0.576159,0.555000,1.521934,0.712612,2.234546
100453,0.577093,0.555000,1.521957,0.714255,2.236213
100454,0.575824,0.555000,1.522031,0.715904,2.237935
100455,0.574561,0.550000,1.522063,0.720319,2.242381
100456,0.575492,0.555000,1.522087,0.721751,2.243837
100457,0.576419,0.555000,1.522126,0.723367,2.245493
100458,0.577342,0.555000,1.522156,0.725325,2.247481
100459,0.578261,0.555000,1.522180,0.726938,2.249118
100460,0.579176,0.555000,1.522201,0.728320,2.250521
100461,0.580087,0.555000,1.522239,0.731623,2.253862
100462,0.578834,0.550000,1.522273,0.733712,2.255985
100463,0.579741,0.555000,1.522305,0.736081,2.258387
100464,0.580645,0.555000,1.522335,0.738873,2.261208
100465,0.581545,0.555000,1.522355,0.740195,2.262550
100466,0.580300,0.550000,1.522380,0.742079,2.264458
100467,0.581197,0.550000,1.522411,0.748704,2.271115
100468,0.579957,0.550000,1.522610,0.750182,2.272792
100469,0.580851,0.555000,1.522634,0.751810,2.274444
100470,0.581741,0.555000,1.522653,0.753295,2.275947
100471,0.582627,0.555000,1.522675,0.754937,2.277611
100472,0.581395,0.555000,1.522712,0.758284,2.280996
100473,0.582278,0.560000,1.522754,0.759829,2.282583
100474,0.581053,0.560000,1.522784,0.761710,2.284494
100475,0.581933,0.565000,1.522809,0.763311,2.286119
100476,0.582809,0.565000,1.522830,0.764643,2.287473
100477,0.583682,0.570000,1.522852,0.766043,2.288894
100478,0.584551,0.570000,1.522879,0.767603,2.290481
100479,0.585417,0.570000,1.522909,0.771164,2.294073
100480,0.586279,0.575000,1.522940,0.773084,2.296024
100481,0.585062,0.570000,1.522964,0.774571,2.297535
100482,0.583851,0.565000,1.522985,0.775987,2.298972
100483,0.582645,0.560000,1.523006,0.777213,2.300218
100484,0.581443,0.560000,1.523038,0.778789,2.301827
100485,0.582305,0.560000,1.523059,0.780083,2.303142
100486,0.583162,0.560000,1.523090,0.782571,2.305661
100487,0.581967,0.560000,1.523123,0.784584,2.307707
100488,0.580777,0.555000,1.523147,0.786075,2.309221
100489,0.579592,0.555000,1.523167,0.787709,2.310876
100490,0.580448,0.560000,1.523187,0.789069,2.312257
100491,0.581301,0.560000,1.523210,0.790461,2.313671
100492,0.582150,0.565000,1.523231,0.791904,2.315135
100493,0.580972,0.560000,1.523261,0.794393,2.317653
100494,0.581818,0.560000,1.523285,0.795719,2.319004
100495,0.582661,0.565000,1.523309,0.797202,2.320511
100496,0.583501,0.565000,1.523329,0.798471,2.321799
100497,0.582329,0.560000,1.523349,0.799707,2.323056
100498,0.583166,0.560000,1.523369,0.801022,2.324392
100499,0.582000,0.555000,1.523388,0.802230,2.325618
100500,0.580838,0.550000,1.523408,0.803616,2.327023
100501,0.579681,0.545000,1.523429,0.804911,2.328340
100599,0.575000,0.540000,1.525725,0.953386,2.479111
100799,0.576250,0.580000,1.530652,1.244082,2.774734
100999,0.597000,0.680000,1.535128,1.511668,3.046796
101199,0.600000,0.615000,1.545686,1.791205,3.336891
101399,0.607143,0.650000,1.549984,2.082518,3.632502
101599,0.609375,0.625000,1.554574,2.445847,4.000421
101799,0.606111,0.580000,1.558860,2.709239,4.268099
101999,0.603000,0.575000,1.563421,2.976388,4.539809
102199,0.605000,0.625000,1.572433,3.256216,4.828649
102399,0.599167,0.535000,1.576401,3.523040,5.099441
102599,0.599615,0.605000,1.580603,3.791897,5.372500
102799,0.601429,0.625000,1.585287,4.062218,5.647505
102999,0.608333,0.705000,1.590949,4.378661,5.969610
103199,0.616875,0.745000,1.600649,4.663760,6.264409
103399,0.625588,0.765000,1.604711,4.930830,6.535542
103599,0.633056,0.760000,1.609056,5.204955,6.814010
103799,0.638421,0.735000,1.613584,5.475824,7.089408
103999,0.643000,0.730000,1.618342,5.757087,7.375429
104199,0.645952,0.705000,1.627248,6.048894,7.676142
104399,0.645682,0.640000,1.632014,6.364322,7.996336
104599,0.647174,0.680000,1.636688,6.642852,8.279540
104799,0.653750,0.805000,1.641165,6.913793,8.554957
104999,0.653600,0.650000,1.645782,7.177968,8.823750
105199,0.654808,0.685000,1.655843,7.456291,9.112133
105399,0.654630,0.650000,1.659817,7.722375,9.382192
105599,0.655893,0.690000,1.663925,7.985196,9.649122
105799,0.656724,0.680000,1.668257,8.249838,9.918095
105999,0.658667,0.715000,1.672756,8.518099,10.190855
106199,0.656935,0.605000,1.681248,8.784905,10.466152
106399,0.658438,0.705000,1.685225,9.048524,10.733749
106599,0.661212,0.750000,1.689329,9.311713,11.001042
106799,0.661618,0.675000,1.693683,9.579380,11.273063
106999,0.664286,0.755000,1.698655,9.866311,11.564966
107199,0.665278,0.700000,1.707221,10.139865,11.847085
107399,0.664324,0.630000,1.711447,10.418315,12.129763
107599,0.666842,0.760000,1.715651,10.684993,12.400644
107799,0.667051,0.675000,1.720958,11.002172,12.723129
107999,0.668625,0.730000,1.725737,11.281520,13.007257
108199,0.669756,0.715000,1.736661,11.606445,13.343105
108399,0.671429,0.740000,1.741080,11.895792,13.636872
108599,0.672326,0.710000,1.745572,12.178315,13.923886
108799,0.673864,0.740000,1.750946,12.466826,14.217772
108999,0.673778,0.670000,1.756776,12.801811,14.558588
109199,0.674565,0.710000,1.766315,13.105488,14.871803
109399,0.675000,0.695000,1.770473,13.381723,15.152196
109599,0.676562,0.750000,1.775644,13.844282,15.619926
109799,0.676020,0.650000,1.780125,14.113030,15.893155
109999,0.677500,0.750000,1.784896,14.390411,16.175306
110199,0.678333,0.720000,1.793627,14.670456,16.464083
110399,0.679712,0.750000,1.798711,14.996715,16.795426
110599,0.680377,0.715000,1.804099,15.313799,17.117897
110799,0.680648,0.695000,1.809241,15.624140,17.433381
110999,0.681000,0.700000,1.815535,16.013177,17.828712
111199,0.681964,0.735000,1.827626,16.345437,18.173063
111399,0.681228,0.640000,1.832350,16.637710,18.470060
111599,0.681379,0.690000,1.836833,16.915231,18.752064
111799,0.681780,0.705000,1.841809,17.246682,19.088491
111999,0.682000,0.695000,1.846509,17.547092,19.393601
112199,0.682623,0.720000,1.854348,17.825521,19.679869
112399,0.683065,0.710000,1.859087,18.125006,19.984092
112599,0.684365,0.765000,1.864414,18.450425,20.314839
112799,0.684063,0.665000,1.869422,18.754255,20.623677
112999,0.682923,0.610000,1.875326,19.180416,21.055742
113199,0.683788,0.740000,1.884185,19.518664,21.402849
113399,0.683955,0.695000,1.888480,19.806464,21.694944
113599,0.685147,0.765000,1.892857,20.112776,22.005633
113799,0.686159,0.755000,1.897663,20.408449,22.306111
113999,0.685929,0.670000,1.902295,20.680517,22.582812
114199,0.686690,0.740000,1.910954,21.006644,22.917599
114399,0.687222,0.725000,1.915762,21.374725,23.290486
114599,0.687123,0.680000,1.920872,21.710088,23.630960
114799,0.686757,0.660000,1.926014,22.017240,23.943254
114999,0.687200,0.720000,1.930924,22.305391,24.236316
115199,0.687566,0.715000,1.939359,22.581758,24.521118
115399,0.687727,0.700000,1.943282,22.846576,24.789857
115599,0.687372,0.660000,1.947409,23.111929,25.059338
115799,0.688418,0.770000,1.951776,23.375268,25.327044
115999,0.689063,0.740000,1.956352,23.640259,25.596611
116199,0.689259,0.705000,1.964719,23.908536,25.873255
116399,0.688902,0.660000,1.968727,24.176593,26.145320
116599,0.688675,0.670000,1.972838,24.440014,26.412852
116799,0.688988,0.715000,1.977431,24.709710,26.687141
116999,0.688765,0.670000,1.981912,24.972453,26.954366
117199,0.688605,0.675000,1.990341,25.257914,27.248255
117399,0.688621,0.690000,1.994707,25.635528,27.630235
117599,0.689034,0.725000,1.998986,25.904434,27.903420
117799,0.689157,0.700000,2.003219,26.165304,28.168523
117999,0.688944,0.670000,2.008481,26.476109,28.484590
118199,0.689176,0.710000,2.020242,26.785471,28.805712
118399,0.690109,0.775000,2.024285,27.056648,29.080932
118599,0.690323,0.710000,2.028900,27.355802,29.384703
118799,0.690904,0.745000,2.033914,27.656067,29.689981
118999,0.691053,0.705000,2.038684,27.931709,29.970393
119199,0.691875,0.770000,2.048462,28.228183,30.276646
119399,0.692216,0.725000,2.052543,28.504722,30.557265
119599,0.692908,0.760000,2.056774,28.776096,30.832870
119799,0.693232,0.725000,2.061561,29.067009,31.128570
119999,0.693900,0.760000,2.067617,29.407243,31.474860
120199,0.694802,0.785000,2.076140,29.718701,31.794840
120399,0.696029,0.820000,2.081404,30.027514,32.108918
120599,0.698107,0.910000,2.085994,30.315609,32.401603
120799,0.699327,0.825000,2.091273,30.708639,32.799912
120999,0.701143,0.890000,2.096665,31.059969,33.156634
121199,0.702500,0.845000,2.105444,31.345237,33.450681
121399,0.704206,0.885000,2.109496,31.610502,33.719998
121599,0.705509,0.845000,2.113922,31.891502,34.005424
121799,0.706835,0.850000,2.118326,32.157343,34.275668
121999,0.708091,0.845000,2.123467,32.484927,34.608395
122199,0.709279,0.840000,2.133289,32.769883,34.903172
122399,0.710089,0.800000,2.137567,33.043153,35.180721
122599,0.711195,0.835000,2.142353,33.355404,35.497757
122799,0.711974,0.800000,2.148294,33.695013,35.843307
122999,0.712435,0.765000,2.153300,33.979476,36.132777
123199,0.713060,0.785000,2.164476,34.289385,36.453860
123399,0.713675,0.785000,2.168782,34.569406,36.738188
123599,0.713941,0.745000,2.173012,34.842320,37.015331
123799,0.715000,0.840000,2.178287,35.241073,37.419360
123999,0.715542,0.780000,2.183098,35.519696,37.702794
124199,0.715702,0.735000,2.192680,35.820994,38.013674
124399,0.716107,0.765000,2.196878,36.093747,38.290625
124599,0.716098,0.715000,2.201203,36.402593,38.603796
124799,0.716331,0.745000,2.206062,36.704140,38.910202
124999,0.716600,0.750000,2.210462,36.968274,39.178736
125199,0.716905,0.755000,2.219535,37.245374,39.464910
125399,0.716929,0.720000,2.223517,37.512157,39.735674
125599,0.716914,0.715000,2.228539,37.818184,40.046723
125799,0.716589,0.675000,2.234270,38.139095,40.373365
125999,0.716654,0.725000,2.240130,38.448999,40.689129
126199,0.716412,0.685000,2.251659,38.776595,41.028254
126399,0.716515,0.730000,2.256044,39.139673,41.395717
126599,0.716729,0.745000,2.260499,39.422977,41.683477
126799,0.717164,0.775000,2.265817,39.723426,41.989243
126999,0.717259,0.730000,2.270802,40.018201,42.289003
127199,0.717463,0.745000,2.279166,40.297707,42.576873
127399,0.716752,0.620000,2.283245,40.572257,42.855503
127599,0.716522,0.685000,2.287659,40.846550,43.134208
127799,0.716403,0.700000,2.292108,41.115723,43.407831
127999,0.716393,0.715000,2.296780,41.388164,43.684944
128199,0.716099,0.675000,2.306103,41.732403,44.038506
128399,0.715493,0.630000,2.310235,42.007941,44.318176
128599,0.715315,0.690000,2.314970,42.332855,44.647825
128799,0.715139,0.690000,2.320542,42.608279,44.928821
128999,0.715207,0.725000,2.325552,42.884980,45.210532
129199,0.715068,0.695000,2.334591,43.163044,45.497634
129399,0.715136,0.725000,2.338900,43.443818,45.782717
129599,0.714764,0.660000,2.343738,43.734925,46.078663
129799,0.714765,0.715000,2.348505,44.017718,46.366222
129999,0.714467,0.670000,2.353929,44.391040,46.744969
130199,0.713411,0.555000,2.364641,44.733235,47.097876
130399,0.712862,0.630000,2.368661,44.999117,47.367778
130599,0.712745,0.695000,2.373499,45.298808,47.672307
130799,0.712305,0.645000,2.378340,45.591525,47.969865
130999,0.712097,0.680000,2.383977,45.910542,48.294519
131199,0.711667,0.645000,2.393044,46.238921,48.631965
131399,0.710860,0.585000,2.397554,46.541665,48.939219
131599,0.710506,0.655000,2.402195,46.898460,49.300654
131799,0.710189,0.660000,2.406560,47.167687,49.574247
131999,0.709750,0.640000,2.411975,47.480924,49.892899
132199,0.708851,0.565000,2.422734,47.800629,50.223362
132399,0.708395,0.635000,2.427256,48.101348,50.528604
132599,0.707669,0.590000,2.431632,48.369311,50.800944
132799,0.707470,0.675000,2.435978,48.634729,51.070708
132999,0.706879,0.610000,2.440476,48.897296,51.337772
133199,0.706386,0.625000,2.449988,49.171670,51.621658
133399,0.705569,0.570000,2.453940,49.437172,51.891112
133599,0.704673,0.555000,2.458295,49.714703,52.172998
133799,0.703846,0.565000,2.463131,50.007644,52.470775
133999,0.703029,0.565000,2.467918,50.281770,52.749688
134199,0.703012,0.700000,2.476863,50.553392,53.030255
134399,0.702994,0.700000,2.480796,50.820359,53.301155
134599,0.702023,0.535000,2.484981,51.088069,53.573051
134799,0.701494,0.610000,2.489669,51.362632,53.852301
134999,0.701057,0.625000,2.494304,51.636812,54.131116
135199,0.700511,0.605000,2.503101,51.904072,54.407172
135399,0.700141,0.635000,2.507002,52.169744,54.676745
135599,0.699719,0.625000,2.511509,52.449543,54.961051
135799,0.699497,0.660000,2.516011,52.720912,55.236923
135999,0.699111,0.630000,2.520890,53.000627,55.521517
136199,0.699088,0.695000,2.529986,53.281148,55.811134
136399,0.698819,0.650000,2.533862,53.543834,56.077696
136599,0.698306,0.605000,2.538104,53.810155,56.348259
136799,0.697418,0.535000,2.542692,54.084805,56.627497
136999,0.697270,0.670000,2.547545,54.360945,56.908490
137199,0.697366,0.715000,2.556872,54.631335,57.188208
137399,0.697433,0.710000,2.560914,54.900054,57.460968
137599,0.697367,0.685000,2.565392,55.171315,57.736708
137799,0.697619,0.745000,2.569733,55.438882,58.008614
137999,0.697579,0.690000,2.574198,55.704164,58.278362
138199,0.698534,0.880000,2.583051,55.982542,58.565593
138399,0.699245,0.835000,2.586971,56.247010,58.833980
138599,0.700026,0.850000,2.591311,56.511783,59.103093
138799,0.700619,0.815000,2.596274,56.779373,59.375647
138999,0.701282,0.830000,2.600898,57.050950,59.651848
139199,0.701939,0.830000,2.609730,57.327192,59.936922
139399,0.702386,0.790000,2.613696,57.593328,60.207024
139599,0.703182,0.860000,2.617838,57.859059,60.476897
139799,0.703769,0.820000,2.622158,58.124283,60.746440
139999,0.704100,0.770000,2.626793,58.395989,61.022782
140199,0.704552,0.795000,2.635799,58.677863,61.313662
140399,0.704975,0.790000,2.640109,58.965407,61.605515
140599,0.705172,0.745000,2.644392,59.239451,61.883843
140799,0.705466,0.765000,2.649086,59.515315,62.164401
140999,0.706000,0.815000,2.653738,59.786866,62.440604
141199,0.706189,0.745000,2.663224,60.058429,62.721653
141399,0.706401,0.750000,2.667249,60.322623,62.989873
141599,0.706755,0.780000,2.672037,60.668798,63.340835
141799,0.706890,0.735000,2.676532,60.941956,63.618489
141999,0.707095,0.750000,2.681336,61.220255,63.901591
142199,0.707109,0.710000,2.689747,61.490861,64.180608
142399,0.707099,0.705000,2.693775,61.760148,64.453923
142599,0.707207,0.730000,2.697838,62.022576,64.720414
142799,0.707313,0.730000,2.702144,62.286597,64.988742
142999,0.707442,0.735000,2.706737,62.553249,65.259986
143199,0.707407,0.700000,2.714738,62.822145,65.536883
143399,0.707465,0.720000,2.718765,63.092360,65.811125
143599,0.707225,0.655000,2.722920,63.355185,66.078105
143799,0.707352,0.735000,2.727703,63.643929,66.371632
143999,0.707045,0.640000,2.732525,63.915787,66.648312
144199,0.706674,0.625000,2.741085,64.202944,66.944029
144399,0.706599,0.690000,2.745068,64.472567,67.217635
144599,0.706861,0.765000,2.749363,64.748020,67.497383
144799,0.706763,0.685000,2.753951,65.020336,67.774287
144999,0.706778,0.710000,2.758514,65.288095,68.046608
145199,0.706593,0.665000,2.767438,65.594859,68.362297
145399,0.706476,0.680000,2.771474,65.867931,68.639405
145599,0.706228,0.650000,2.775647,66.133200,68.908847
145799,0.706310,0.725000,2.779929,66.399691,69.179620
145999,0.706022,0.640000,2.784389,66.665103,69.449492
146199,0.705887,0.675000,2.792371,66.939694,69.732065
146399,0.705776,0.680000,2.796326,67.207659,70.003985
146599,0.705300,0.595000,2.800541,67.475481,70.276023
146799,0.705171,0.675000,2.805091,67.750207,70.555298
146999,0.704638,0.580000,2.810057,68.035734,70.845792
147199,0.704258,0.615000,2.818979,68.311059,71.130038
147399,0.704219,0.695000,2.823933,68.784998,71.608932
147599,0.704055,0.665000,2.828264,69.053590,71.881854
147799,0.703912,0.670000,2.832692,69.324619,72.157311
147999,0.703438,0.590000,2.837764,69.611989,72.449753
148199,0.703008,0.600000,2.846520,69.894699,72.741220
148399,0.702521,0.585000,2.850591,70.164174,73.014765
148599,0.702140,0.610000,2.854723,70.430291,73.285014
148799,0.702029,0.675000,2.859219,70.700921,73.560140
148999,0.701776,0.640000,2.863923,70.982414,73.846337
149199,0.701524,0.640000,2.874032,71.300098,74.174131
149399,0.701154,0.610000,2.879124,71.600358,74.479482
149599,0.700706,0.590000,2.884101,71.904518,74.788619
149799,0.700703,0.700000,2.889234,72.211715,75.100950
149999,0.700240,0.585000,2.893827,72.529458,75.423286
150199,0.700080,0.660000,2.901676,72.796620,75.698296
150399,0.699802,0.630000,2.906413,73.109538,76.015951
150599,0.699506,0.625000,2.911498,73.453274,76.364773
150799,0.699035,0.580000,2.916719,73.766507,76.683226
150999,0.698608,0.590000,2.921807,74.063785,76.985592
151199,0.698340,0.630000,2.930346,74.346007,77.276353
151399,0.697840,0.570000,2.934584,74.627970,77.562553
151599,0.697345,0.570000,2.938992,74.898997,77.837989
151799,0.697239,0.670000,2.944105,75.236022,78.180127
151999,0.696712,0.560000,2.948807,75.511313,78.460119
152199,0.696858,0.735000,2.958144,75.787838,78.745981
152399,0.696565,0.620000,2.962750,76.092159,79.054909
152599,0.696141,0.585000,2.969286,76.422423,79.391708
152799,0.695852,0.620000,2.976641,76.777841,79.754482
152999,0.695698,0.655000,2.983326,77.147493,80.130820
153199,0.695620,0.675000,2.993578,77.454688,80.448266
153399,0.695150,0.570000,2.998133,77.873996,80.872128
153599,0.695019,0.660000,3.003846,78.240958,81.244804
153799,0.694628,0.590000,3.008940,78.565694,81.574634
153999,0.694426,0.640000,3.014065,78.887776,81.901841
154199,0.694391,0.685000,3.024286,79.207688,82.231974
154399,0.694063,0.605000,3.028421,79.482264,82.510686
154599,0.693791,0.620000,3.032822,79.751713,82.784534
154799,0.693668,0.660000,3.037909,80.082719,83.120628
154999,0.693309,0.595000,3.043726,80.428243,83.471969
155199,0.693043,0.620000,3.054389,80.785203,83.839592
155399,0.692996,0.680000,3.059183,81.121781,84.180965
155599,0.692770,0.630000,3.063734,81.412969,84.476703
155799,0.692401,0.590000,3.068252,81.717725,84.785977
155999,0.692446,0.705000,3.073167,82.064788,85.137955
156199,0.692776,0.785000,3.081643,82.342731,85.424375
156399,0.692943,0.740000,3.085697,82.614654,85.700351
156599,0.692968,0.700000,3.089982,82.888997,85.978979
156799,0.692923,0.680000,3.094395,83.158357,86.252752
156999,0.693053,0.730000,3.098978,83.434120,86.533098
157199,0.693059,0.695000,3.107785,83.710863,86.818649
157399,0.693240,0.745000,3.112854,84.112966,87.225820
157599,0.693264,0.700000,3.117329,84.400381,87.517710
157799,0.693443,0.745000,3.122338,84.693642,87.815980
157999,0.693293,0.650000,3.127337,84.986351,88.113688
158199,0.693265,0.685000,3.136214,85.271696,88.407910
158399,0.693082,0.640000,3.140268,85.541029,88.681297
158599,0.692935,0.650000,3.144584,85.815899,88.960483
158799,0.693163,0.760000,3.149502,86.104007,89.253509
158999,0.693034,0.655000,3.154191,86.384240,89.538431
159199,0.692905,0.655000,3.162633,86.668072,89.830705
159399,0.692862,0.680000,3.167261,86.982719,90.149979
159599,0.692852,0.690000,3.171972,87.286463,90.458435
159799,0.692676,0.640000,3.176554,87.569569,90.746123
159999,0.692817,0.735000,3.181512,87.864309,91.045821
160199,0.692708,0.660000,3.190747,88.142824,91.333572
160399,0.692765,0.710000,3.195541,88.479441,91.674981
160599,0.692871,0.725000,3.202327,88.822090,92.024417
160799,0.692697,0.640000,3.207498,89.138791,92.346289
160999,0.692607,0.665000,3.212654,89.472842,92.685496
161199,0.692696,0.720000,3.221721,89.784330,93.006051
161399,0.692655,0.680000,3.226302,90.091935,93.318237
161599,0.692435,0.625000,3.230935,90.395655,93.626590
161799,0.692460,0.700000,3.235846,90.696842,93.932689
161999,0.692274,0.635000,3.240697,90.984909,94.225606
162199,0.692170,0.660000,3.249260,91.267418,94.516677
162399,0.692356,0.750000,3.253448,91.547118,94.800566
162599,0.692364,0.695000,3.257732,91.867253,95.124985
162799,0.692373,0.695000,3.262340,92.152093,95.414433
162999,0.692381,0.695000,3.267325,92.505792,95.773117
163199,0.692247,0.650000,3.276049,92.783951,96.060000
163399,0.692492,0.770000,3.281144,93.227702,96.508846
163599,0.692453,0.680000,3.285641,93.506005,96.791646
163799,0.692414,0.680000,3.290219,93.785095,97.075314
163999,0.692219,0.630000,3.295970,94.089075,97.385045
164199,0.691994,0.620000,3.305789,94.409156,97.714946
164399,0.691708,0.600000,3.310585,94.770374,98.080960
164599,0.691672,0.680000,3.315593,95.094915,98.410508
164799,0.691682,0.695000,3.320475,95.395958,98.716433
164999,0.691862,0.750000,3.325287,95.758882,99.084169
165199,0.691687,0.635000,3.334116,96.036791,99.370907
165399,0.691590,0.660000,3.338787,96.357205,99.695993
165599,0.691463,0.650000,3.343733,96.668437,100.012170
165799,0.691337,0.650000,3.348264,96.943925,100.292189
165999,0.691015,0.585000,3.352835,97.209712,100.562547
166199,0.690831,0.630000,3.363723,97.504553,100.868276
166399,0.690633,0.625000,3.368077,97.783716,101.151793
166599,0.690691,0.710000,3.372356,98.060039,101.432396
166799,0.690584,0.655000,3.377379,98.393942,101.771321
166999,0.690731,0.740000,3.382233,98.672827,102.055061
167199,0.690417,0.585000,3.391683,98.948317,102.340000
167399,0.690326,0.660000,3.395708,99.221943,102.617651
167599,0.690163,0.635000,3.400082,99.497114,102.897196
167799,0.690000,0.635000,3.404487,99.765296,103.169782
167999,0.689926,0.665000,3.409175,100.035196,103.444371
168199,0.689912,0.685000,3.418421,100.314383,103.732805
168399,0.689825,0.660000,3.423058,100.612926,104.035984
168599,0.689679,0.640000,3.427515,100.888915,104.316430
168799,0.689797,0.730000,3.433139,101.221970,104.655108
168999,0.689826,0.700000,3.438724,101.545151,104.983874
169199,0.689913,0.720000,3.448028,101.853821,105.301849
169399,0.689971,0.710000,3.452448,102.136528,105.588976
169599,0.689914,0.670000,3.457281,102.506840,105.964121
169799,0.690000,0.720000,3.462404,102.807048,106.269452
169999,0.689914,0.660000,3.468163,103.158869,106.627033
170199,0.689929,0.695000,3.477764,103.468186,106.945950
170399,0.690057,0.735000,3.482504,103.773044,107.255549
170599,0.690170,0.730000,3.486841,104.050114,107.536955
170799,0.690028,0.640000,3.491473,104.324164,107.815637
170999,0.690070,0.705000,3.496350,104.647465,108.143815
171199,0.690197,0.735000,3.506148,104.956733,108.462881
171399,0.690098,0.655000,3.510249,105.230569,108.740817
171599,0.690140,0.705000,3.514982,105.525829,109.040811
171799,0.690181,0.705000,3.519884,105.816833,109.336717
171999,0.690347,0.750000,3.524668,106.097788,109.622457
172199,0.690291,0.670000,3.532949,106.384165,109.917113
172399,0.690359,0.715000,3.537310,106.672481,110.209791
172599,0.690372,0.695000,3.541535,106.943383,110.484918
172799,0.690453,0.720000,3.546149,107.219003,110.765153
172999,0.690438,0.685000,3.550896,107.491643,111.042538
173199,0.690587,0.745000,3.558862,107.761563,111.320425
173399,0.690640,0.710000,3.564194,108.103420,111.667614
173599,0.690557,0.660000,3.569723,108.485719,112.055442
173799,0.690515,0.675000,3.575098,108.787966,112.363064
173999,0.690743,0.775000,3.580321,109.086022,112.666343
174199,0.690606,0.640000,3.591414,109.391529,112.982944
174399,0.690954,0.820000,3.595621,109.669580,113.265200
174599,0.691206,0.785000,3.600367,109.961109,113.561476
174799,0.691484,0.795000,3.604841,110.235881,113.840721
174999,0.691827,0.820000,3.610673,110.558123,114.168797
175199,0.692088,0.790000,3.619255,110.873286,114.492541
175399,0.692294,0.770000,3.623601,111.154490,114.778091
175599,0.692341,0.710000,3.628287,111.441739,115.070026
175799,0.692309,0.680000,3.633457,111.782398,115.415855
175999,0.692329,0.700000,3.638424,112.059817,115.698241
176199,0.692192,0.640000,3.649436,112.419603,116.069039
176399,0.692264,0.720000,3.653777,112.706797,116.360575
176599,0.692376,0.735000,3.658522,113.008147,116.666669
176799,0.692409,0.705000,3.663590,113.316884,116.980473
176999,0.692377,0.680000,3.668740,113.616025,117.284764
177199,0.692332,0.675000,3.677787,113.925684,117.603472
177399,0.692339,0.695000,3.682168,114.220769,117.902937
177599,0.692358,0.700000,3.686778,114.509823,118.196602
177799,0.692288,0.665000,3.691394,114.782207,118.473601
177999,0.692231,0.670000,3.696086,115.059264,118.755349
178199,0.692315,0.725000,3.705112,115.415446,119.120558
178399,0.692436,0.740000,3.709818,115.732507,119.442324
178599,0.692532,0.730000,3.715082,116.067675,119.782757
178799,0.692589,0.715000,3.719598,116.335249,120.054847
178999,0.692620,0.705000,3.724816,116.627279,120.352094
179199,0.692677,0.715000,3.733256,116.912280,120.645536
179399,0.692645,0.680000,3.737826,117.274086,121.011912
179599,0.692726,0.725000,3.742367,117.568053,121.310420
179799,0.692732,0.695000,3.747702,117.912916,121.660617
179999,0.692725,0.690000,3.752657,118.199352,121.952009
180199,0.692868,0.750000,3.761091,118.477089,122.238180
180399,0.692848,0.685000,3.765343,118.829292,122.594636
180599,0.692816,0.680000,3.770750,119.236757,123.007507
180799,0.692859,0.710000,3.775292,119.514317,123.289609
180999,0.692827,0.680000,3.781308,119.851980,123.633288
181199,0.692746,0.660000,3.789756,120.157832,123.947588
181399,0.692764,0.700000,3.794741,120.488973,124.283714
181599,0.692782,0.700000,3.800734,120.819230,124.619964
181799,0.692824,0.710000,3.805705,121.140407,124.946112
181999,0.692744,0.660000,3.811389,121.513913,125.325302
182199,0.692774,0.705000,3.820168,121.805276,125.625444
182399,0.692743,0.680000,3.825299,122.139322,125.964621
182599,0.692651,0.655000,3.830154,122.449314,126.279468
182799,0.692560,0.655000,3.835360,122.752809,126.588169
182999,0.692482,0.660000,3.840208,123.034077,126.874285
183199,0.692380,0.650000,3.849883,123.317393,127.167276
183399,0.692230,0.630000,3.854087,123.637703,127.491790
183599,0.692297,0.720000,3.858936,123.936110,127.795046
183799,0.692243,0.670000,3.863959,124.217282,128.081241
183999,0.692286,0.710000,3.868685,124.495895,128.364580
184199,0.692375,0.730000,3.878495,124.804741,128.683237
184399,0.692393,0.700000,3.884313,125.171187,129.055500
184599,0.692329,0.665000,3.889228,125.462692,129.351920
184799,0.692347,0.700000,3.894854,125.812616,129.707470
184999,0.692424,0.725000,3.900142,126.096944,129.997087
185199,0.692383,0.675000,3.909921,126.507173,130.417094
185399,0.692155,0.595000,3.914381,126.812322,130.726702
185599,0.692150,0.690000,3.919010,127.100752,131.019762
185799,0.691946,0.605000,3.923660,127.384265,131.307924
185999,0.691895,0.670000,3.928902,127.696336,131.625238
186199,0.691914,0.700000,3.938254,128.037374,131.975628
186399,0.691806,0.645000,3.942485,128.316411,132.258897
186599,0.691674,0.635000,3.946879,128.593057,132.539936
186799,0.691728,0.715000,3.951754,128.879712,132.831466
186999,0.691506,0.595000,3.957840,129.224400,133.182240
187199,0.691583,0.725000,3.966959,129.547777,133.514736
187399,0.691602,0.700000,3.971323,129.841729,133.813051
187599,0.691701,0.735000,3.975972,130.204862,134.180834
187799,0.691651,0.670000,3.981648,130.545258,134.526906
