# TEST CONFIGURATION BEGIN
# FileStream(filename='airlines.csv', target_idx=-1, n_targets=1, cat_features=None)
# [incremental 1] AdaptiveXGBoostClassifier(detect_drift=False, learning_rate=0.05, max_depth=6, max_window_size=1000, min_window_size=1, n_estimators=30, update_strategy='replace')
# EvaluatePrequential(batch_size=1, data_points_for_classification=False, max_samples=500000, max_time=inf, metrics=['accuracy', 'running_time'], n_wait=200, output_file='incremental_airlines.txt', pretrain_size=100000, restart_stream=True, show_plot=False)
# TEST CONFIGURATION END
id,mean_acc_[incremental 1],current_acc_[incremental 1],training_time_[incremental 1],testing_time_[incremental 1],total_running_time_[incremental 1]
285599,0.647020,0.600000,6.765571,276.935001,283.700572
285799,0.646964,0.595000,6.769983,277.201840,283.971823
285999,0.646935,0.620000,6.774509,277.468064,284.242573
286199,0.646853,0.570000,6.783302,277.738252,284.521553
286399,0.646797,0.595000,6.787683,278.027251,284.814934
286599,0.646768,0.620000,6.792619,278.366466,285.159084
286799,0.646718,0.600000,6.797179,278.637314,285.434493
286999,0.646594,0.530000,6.801924,278.909811,285.711735
287199,0.646480,0.540000,6.811014,279.190283,286.001297
287399,0.646393,0.565000,6.815228,279.466384,286.281612
287599,0.646322,0.580000,6.820636,279.803953,286.624589
287799,0.646267,0.595000,6.825082,280.074137,286.899219
287999,0.646207,0.590000,6.829866,280.349228,287.179094
288199,0.646153,0.595000,6.839446,280.643407,287.482853
288399,0.646099,0.595000,6.843775,280.927449,287.771224
288599,0.646034,0.585000,6.848042,281.200246,288.048288
288799,0.646001,0.615000,6.852804,281.488055,288.340858
288999,0.645968,0.615000,6.857647,281.766699,288.624346
289199,0.645851,0.535000,6.866993,282.039895,288.906888
289399,0.645808,0.605000,6.871301,282.320880,289.192181
289599,0.645717,0.560000,6.875836,282.601402,289.477238
289799,0.645695,0.625000,6.880299,282.873412,289.753712
289999,0.645647,0.600000,6.884967,283.143027,290.027994
290199,0.645599,0.600000,6.893683,283.416603,290.310287
290399,0.645599,0.645000,6.897791,283.695258,290.593049
290599,0.645540,0.590000,6.901990,283.965712,290.867701
290799,0.645477,0.585000,6.906524,284.235192,291.141716
290999,0.645508,0.675000,6.911265,284.503236,291.414500
291199,0.645486,0.625000,6.920730,284.777668,291.698398
291399,0.645449,0.610000,6.924713,285.047929,291.972642
291599,0.645491,0.685000,6.929078,285.322412,292.251490
291799,0.645464,0.620000,6.933612,285.593906,292.527518
291999,0.645432,0.615000,6.938506,285.875681,292.814187
292199,0.645453,0.665000,6.946578,286.151247,293.097825
292399,0.645473,0.665000,6.950659,286.423302,293.373961
292599,0.645452,0.625000,6.955063,286.702860,293.657923
292799,0.645467,0.660000,6.959472,286.970816,293.930288
292999,0.645430,0.610000,6.964497,287.259503,294.223999
293199,0.645435,0.650000,6.972572,287.548219,294.520791
293399,0.645429,0.640000,6.976626,287.826619,294.803245
293599,0.645346,0.565000,6.980858,288.098853,295.079712
293799,0.645330,0.630000,6.985383,288.372908,295.358290
293999,0.645387,0.700000,6.990260,288.646450,295.636710
294199,0.645433,0.690000,6.998446,288.927915,295.926361
294399,0.645442,0.655000,7.002524,289.199895,296.202419
294599,0.645416,0.620000,7.007415,289.499884,296.507299
294799,0.645293,0.525000,7.011988,289.773883,296.785871
294999,0.645246,0.600000,7.016942,290.055216,297.072159
295199,0.645179,0.580000,7.025513,290.333615,297.359128
295399,0.645056,0.525000,7.030677,290.663390,297.694067
295599,0.644908,0.500000,7.035435,290.957524,297.992959
295799,0.644842,0.580000,7.040068,291.233005,298.273073
295999,0.644719,0.525000,7.044742,291.506546,298.551287
296199,0.644669,0.595000,7.053875,291.814494,298.868369
296399,0.644638,0.615000,7.058485,292.112787,299.171272
296599,0.644593,0.600000,7.062857,292.393288,299.456145
296799,0.644482,0.535000,7.068008,292.708351,299.776359
296999,0.644360,0.525000,7.073246,292.999605,300.072851
297199,0.644209,0.495000,7.081572,293.293544,300.375116
297399,0.644108,0.545000,7.085903,293.581815,300.667719
297599,0.644089,0.625000,7.090551,293.864348,300.954898
297799,0.644029,0.585000,7.095941,294.185218,301.281159
297999,0.643995,0.610000,7.101292,294.467588,301.568879
298199,0.643930,0.580000,7.109523,294.745186,301.854709
298399,0.643861,0.575000,7.113693,295.023231,302.136924
298599,0.643776,0.560000,7.118142,295.309084,302.427226
298799,0.643753,0.620000,7.123007,295.599687,302.722694
298999,0.643709,0.600000,7.128116,295.927167,303.055283
299199,0.643710,0.645000,7.136449,296.206984,303.343433
299399,0.643621,0.555000,7.140490,296.479126,303.619617
299599,0.643602,0.625000,7.144805,296.754511,303.899315
299799,0.643539,0.580000,7.149742,297.038489,304.188231
299999,0.643455,0.560000,7.154633,297.326555,304.481188
300199,0.643382,0.570000,7.163484,297.625692,304.789176
300399,0.643328,0.590000,7.168531,297.939447,305.107978
300599,0.643305,0.620000,7.172942,298.219378,305.392320
300799,0.643237,0.575000,7.177381,298.489424,305.666804
300999,0.643164,0.570000,7.182260,298.759862,305.942122
301199,0.643116,0.595000,7.191489,299.069466,306.260955
301399,0.643138,0.665000,7.196368,299.379916,306.576284
301599,0.643155,0.660000,7.201547,299.692789,306.894336
301799,0.643092,0.580000,7.206063,299.967289,307.173353
301999,0.643005,0.555000,7.211769,300.333786,307.545554
302199,0.642943,0.580000,7.220865,300.658881,307.879745
302399,0.642880,0.580000,7.225433,300.966902,308.192335
302599,0.642883,0.645000,7.229961,301.246999,308.476960
302799,0.642865,0.625000,7.234455,301.519596,308.754051
302999,0.642852,0.630000,7.239133,301.789926,309.029059
303199,0.642820,0.610000,7.247494,302.066232,309.313725
303399,0.642763,0.585000,7.251585,302.338021,309.589606
303599,0.642682,0.560000,7.256096,302.623753,309.879850
303799,0.642610,0.570000,7.260753,302.907504,310.168258
303999,0.642559,0.590000,7.265604,303.180719,310.446323
304199,0.642444,0.525000,7.274790,303.454061,310.728851
304399,0.642446,0.645000,7.279049,303.745526,311.024574
304599,0.642429,0.625000,7.283472,304.015410,311.298882
304799,0.642378,0.590000,7.288346,304.300243,311.588589
304999,0.642385,0.650000,7.294013,304.594950,311.888963
305199,0.642329,0.585000,7.303303,304.884048,312.187351
305399,0.642303,0.615000,7.307490,305.166671,312.474161
305599,0.642305,0.645000,7.312713,305.486864,312.799578
305799,0.642235,0.570000,7.317938,305.807634,313.125572
305999,0.642252,0.660000,7.323872,306.152993,313.476865
306199,0.642260,0.650000,7.332623,306.440890,313.773513
306399,0.642224,0.605000,7.337585,306.751235,314.088820
306599,0.642193,0.610000,7.342418,307.052461,314.394879
306799,0.642181,0.630000,7.347668,307.375644,314.723312
306999,0.642242,0.705000,7.354160,307.691494,315.045655
307199,0.642254,0.655000,7.362962,307.988280,315.351243
307399,0.642257,0.645000,7.367085,308.270576,315.637661
307599,0.642274,0.660000,7.372595,308.657497,316.030092
307799,0.642295,0.665000,7.379030,309.021231,316.400261
307999,0.642293,0.640000,7.384791,309.325261,316.710052
308199,0.642291,0.640000,7.394666,309.670484,317.065149
308399,0.642246,0.595000,7.399128,309.963433,317.362560
308599,0.642244,0.640000,7.403755,310.277741,317.681496
308799,0.642193,0.590000,7.408459,310.560458,317.968916
308999,0.642191,0.640000,7.413136,310.832546,318.245682
309199,0.642251,0.705000,7.421870,311.102484,318.524354
309399,0.642292,0.685000,7.426073,311.369196,318.795269
309599,0.642223,0.570000,7.430435,311.644837,319.075272
309799,0.642183,0.600000,7.435185,312.027491,319.462675
309999,0.642133,0.590000,7.440015,312.302042,319.742056
310199,0.642155,0.665000,7.453165,312.633617,320.086781
310399,0.642158,0.645000,7.457833,312.952137,320.409970
310599,0.642175,0.660000,7.462626,313.236244,320.698870
310799,0.642192,0.660000,7.467160,313.509566,320.976726
310999,0.642128,0.575000,7.472187,313.827373,321.299561
311199,0.642145,0.660000,7.481920,314.161223,321.643143
311399,0.642010,0.500000,7.486120,314.445249,321.931369
311599,0.641980,0.610000,7.490557,314.725635,322.216193
311799,0.641964,0.625000,7.495311,315.003089,322.498400
311999,0.641943,0.620000,7.500565,315.312372,322.812937
312199,0.641880,0.575000,7.509491,315.611454,323.120945
312399,0.641784,0.540000,7.513988,315.908130,323.422118
312599,0.641787,0.645000,7.518591,316.201949,323.720540
312799,0.641776,0.630000,7.523257,316.480496,324.003753
312999,0.641629,0.485000,7.528075,316.757004,324.285079
313199,0.641562,0.570000,7.537078,317.035148,324.572226
313399,0.641481,0.555000,7.541386,317.319660,324.861047
313599,0.641456,0.615000,7.545687,317.590404,325.136091
313799,0.641413,0.595000,7.550511,317.873431,325.423942
313999,0.641355,0.580000,7.555597,318.164207,325.719804
314199,0.641331,0.615000,7.564971,318.498904,326.063875
314399,0.641241,0.545000,7.568910,318.766948,326.335858
314599,0.641221,0.620000,7.573243,319.043106,326.616349
314799,0.641182,0.600000,7.577712,319.312048,326.889760
314999,0.641153,0.610000,7.582855,319.592277,327.175131
315199,0.641171,0.660000,7.592184,319.867844,327.460028
315399,0.641142,0.610000,7.596195,320.131693,327.727888
315599,0.641141,0.640000,7.601399,320.443990,328.045389
315799,0.641149,0.650000,7.606340,320.742876,328.349216
315999,0.641120,0.610000,7.612025,321.072101,328.684126
316199,0.641092,0.610000,7.621324,321.359413,328.980737
316399,0.641017,0.560000,7.625693,321.645945,329.271638
316599,0.641006,0.630000,7.630305,321.943243,329.573548
316799,0.640946,0.575000,7.635501,322.260333,329.895835
316999,0.640903,0.595000,7.640309,322.535877,330.176185
317199,0.640925,0.665000,7.650211,322.912295,330.562506
317399,0.640897,0.610000,7.657436,323.340572,330.998009
317599,0.640859,0.600000,7.663016,323.759493,331.422510
317799,0.640859,0.640000,7.667657,324.035661,331.703318
317999,0.640908,0.695000,7.672490,324.314419,331.986909
318199,0.640880,0.610000,7.682376,324.592390,332.274766
318399,0.640870,0.630000,7.686449,324.863338,332.549787
318599,0.640874,0.645000,7.690715,325.135710,332.826424
318799,0.640814,0.575000,7.695155,325.405152,333.100308
318999,0.640785,0.610000,7.700113,325.675500,333.375613
319199,0.640803,0.660000,7.710066,325.957174,333.667240
319399,0.640843,0.685000,7.714148,326.229686,333.943834
319599,0.640797,0.590000,7.718411,326.495426,334.213837
319799,0.640805,0.650000,7.722768,326.759471,334.482239
319999,0.640836,0.675000,7.727470,327.030060,334.757529
320199,0.640836,0.640000,7.736887,327.305828,335.042715
320399,0.640830,0.635000,7.740941,327.580474,335.321415
320599,0.640811,0.620000,7.745167,327.848733,335.593900
320799,0.640879,0.715000,7.749772,328.119584,335.869356
320999,0.640864,0.625000,7.754523,328.389663,336.144185
321199,0.640886,0.665000,7.764017,328.665301,336.429318
321399,0.640917,0.675000,7.768140,328.930757,336.698896
321599,0.640934,0.660000,7.772314,329.201262,336.973577
321799,0.640884,0.585000,7.776844,329.472420,337.249264
321999,0.640842,0.595000,7.781321,329.738968,337.520289
322199,0.640851,0.650000,7.789201,330.016551,337.805751
322399,0.640823,0.610000,7.794387,330.366632,338.161018
322599,0.640818,0.635000,7.799019,330.659139,338.458158
322799,0.640839,0.665000,7.805109,331.052686,338.857796
322999,0.640843,0.645000,7.810235,331.347049,339.157285
323199,0.640887,0.690000,7.822502,331.795183,339.617685
323399,0.640909,0.665000,7.827870,332.204164,340.032034
323599,0.640939,0.675000,7.832629,332.500607,340.333236
323799,0.640912,0.610000,7.837184,332.772846,340.610030
323999,0.640871,0.595000,7.841776,333.042365,340.884142
324199,0.640839,0.605000,7.849699,333.309295,341.158994
324399,0.640820,0.620000,7.853696,333.575604,341.429300
324599,0.640824,0.645000,7.858091,333.851823,341.709913
324799,0.640805,0.620000,7.862527,334.119987,341.982513
324999,0.640809,0.645000,7.867011,334.383246,342.250257
325199,0.640821,0.655000,7.875434,334.662448,342.537881
325399,0.640821,0.640000,7.879472,334.932204,342.811676
325599,0.640878,0.705000,7.883658,335.197362,343.081019
325799,0.640868,0.630000,7.888031,335.464366,343.352397
325999,0.640889,0.665000,7.892737,335.733680,343.626418
326199,0.640950,0.710000,7.900588,336.005514,343.906102
326399,0.640976,0.670000,7.904488,336.271403,344.175891
326599,0.640927,0.585000,7.908613,336.538857,344.447471
326799,0.640908,0.620000,7.913154,336.807981,344.721135
326999,0.640885,0.615000,7.917882,337.078063,344.995945
327199,0.640964,0.730000,7.926423,337.345524,345.271948
327399,0.641025,0.710000,7.930365,337.613028,345.543393
327599,0.641085,0.710000,7.934622,337.883995,345.818617
327799,0.641111,0.670000,7.939037,338.157173,346.096210
327999,0.641127,0.660000,7.943568,338.421581,346.365149
328199,0.641139,0.655000,7.951436,338.698397,346.649833
328399,0.641081,0.575000,7.955400,338.964873,346.920273
328599,0.641072,0.630000,7.959498,339.229531,347.189029
328799,0.641031,0.595000,7.963897,339.500360,347.464257
328999,0.640978,0.580000,7.968387,339.764210,347.732597
329199,0.641034,0.705000,7.976643,340.036857,348.013500
329399,0.641059,0.670000,7.980537,340.300680,348.281217
329599,0.641054,0.635000,7.984712,340.569204,348.553915
329799,0.641010,0.590000,7.989130,340.837269,348.826399
329999,0.640983,0.610000,7.993631,341.102066,349.095697
330199,0.640995,0.655000,8.002305,341.369168,349.371473
330399,0.640951,0.590000,8.006284,341.634365,349.640648
330599,0.640950,0.640000,8.010437,341.902195,349.912632
330799,0.640958,0.650000,8.014800,342.167104,350.181904
330999,0.640952,0.635000,8.019405,342.437235,350.456640
331199,0.640952,0.640000,8.027372,342.707178,350.734550
331399,0.640938,0.625000,8.031337,342.972523,351.003860
331599,0.640907,0.605000,8.035496,343.239042,351.274538
331799,0.640906,0.640000,8.039845,343.508579,351.548424
331999,0.640879,0.610000,8.044497,343.779642,351.824139
332199,0.640913,0.680000,8.052744,344.051339,352.104083
332399,0.640934,0.665000,8.056705,344.320738,352.377443
332599,0.640976,0.690000,8.060873,344.588979,352.649852
332799,0.641014,0.685000,8.065239,344.856719,352.921958
332999,0.640974,0.595000,8.069880,345.124004,353.193884
333199,0.640986,0.655000,8.079137,345.410835,353.489972
333399,0.641011,0.670000,8.083080,345.676955,353.760035
333599,0.641049,0.685000,8.087221,345.942115,354.029336
333799,0.641078,0.675000,8.091574,346.210202,354.301775
333999,0.641120,0.690000,8.096121,346.477082,354.573203
334199,0.641144,0.670000,8.104201,346.748098,354.852299
334399,0.641173,0.675000,8.108222,347.019038,355.127260
334599,0.641198,0.670000,8.112548,347.291902,355.404450
334799,0.641290,0.750000,8.116976,347.563075,355.680051
334999,0.641323,0.680000,8.121716,347.833320,355.955036
335199,0.641318,0.635000,8.129967,348.101859,356.231826
335399,0.641313,0.635000,8.134018,348.375108,356.509126
335599,0.641286,0.610000,8.138394,348.650400,356.788794
335799,0.641349,0.715000,8.142712,348.916314,357.059026
335999,0.641373,0.670000,8.147258,349.185373,357.332631
336199,0.641431,0.710000,8.155358,349.454271,357.609629
336399,0.641451,0.665000,8.159336,349.722502,357.881837
336599,0.641471,0.665000,8.163483,349.987905,358.151388
336799,0.641499,0.675000,8.167802,350.255279,358.423081
336999,0.641485,0.625000,8.172428,350.526657,358.699085
337199,0.641522,0.685000,8.180634,350.794784,358.975417
337399,0.641521,0.640000,8.184671,351.068698,359.253369
337599,0.641515,0.635000,8.188846,351.337944,359.526790
337799,0.641590,0.730000,8.193172,351.605673,359.798845
337999,0.641584,0.635000,8.197854,351.877561,360.075415
338199,0.641587,0.645000,8.206184,352.158991,360.365176
338399,0.641602,0.660000,8.210212,352.425257,360.635470
338599,0.641559,0.590000,8.214462,352.700231,360.914692
338799,0.641570,0.655000,8.218879,352.971968,361.190847
338999,0.641598,0.675000,8.223659,353.248353,361.472012
339199,0.641589,0.630000,8.232241,353.521338,361.753578
339399,0.641596,0.650000,8.236189,353.790652,362.026841
339599,0.641565,0.605000,8.240589,354.068278,362.308867
339799,0.641543,0.615000,8.245318,354.342230,362.587548
339999,0.641537,0.635000,8.249982,354.612868,362.862851
340199,0.641499,0.595000,8.258837,354.877685,363.136523
340399,0.641473,0.610000,8.262692,355.141487,363.404179
340599,0.641475,0.645000,8.266874,355.407995,363.674868
340799,0.641474,0.640000,8.271182,355.674046,363.945227
340999,0.641448,0.610000,8.275780,355.943525,364.219305
341199,0.641401,0.585000,8.284297,356.216656,364.500952
341399,0.641384,0.620000,8.288283,356.484937,364.773220
341599,0.641416,0.680000,8.292666,356.752322,365.044987
341799,0.641377,0.595000,8.297269,357.026602,365.323872
341999,0.641360,0.620000,8.301982,357.297960,365.599942
342199,0.641334,0.610000,8.310881,357.569432,365.880313
342399,0.641312,0.615000,8.314923,357.844026,366.158949
342599,0.641278,0.600000,8.319095,358.116325,366.435419
342799,0.641248,0.605000,8.323563,358.389108,366.712671
342999,0.641185,0.565000,8.328193,358.660527,366.988720
343199,0.641118,0.560000,8.336609,358.932595,367.269204
343399,0.641134,0.660000,8.340540,359.201802,367.542342
343599,0.641137,0.645000,8.344657,359.468556,367.813213
343799,0.641091,0.585000,8.349109,359.741514,368.090623
343999,0.641066,0.610000,8.353968,360.026056,368.380024
344199,0.641061,0.635000,8.362588,360.303009,368.665597
344399,0.641068,0.650000,8.366487,360.571670,368.938156
344599,0.641104,0.685000,8.370614,360.841495,369.212109
344799,0.641127,0.670000,8.375053,361.117777,369.492830
344999,0.641094,0.600000,8.379725,361.391437,369.771163
345199,0.641069,0.610000,8.389064,361.667545,370.056608
345399,0.641064,0.635000,8.393026,361.938247,370.331273
345599,0.641010,0.575000,8.397303,362.209353,370.606656
345799,0.641017,0.650000,8.401763,362.480969,370.882732
345999,0.641012,0.635000,8.406402,362.755614,371.162016
346199,0.641048,0.685000,8.414982,363.029603,371.444584
346399,0.641059,0.655000,8.418936,363.300036,371.718973
346599,0.641058,0.640000,8.423347,363.582207,372.005553
346799,0.640981,0.545000,8.427817,363.855540,372.283358
346999,0.640931,0.580000,8.432715,364.125436,372.558152
347199,0.640906,0.610000,8.441857,364.393157,372.835014
347399,0.640946,0.690000,8.445984,364.663560,373.109543
347599,0.640929,0.620000,8.450117,364.932617,373.382733
347799,0.640940,0.655000,8.454504,365.202246,373.656749
347999,0.640940,0.640000,8.459152,365.472663,373.931815
348199,0.640947,0.650000,8.468043,365.745727,374.213770
348399,0.640938,0.630000,8.472152,366.025473,374.497625
348599,0.640933,0.635000,8.476263,366.292828,374.769091
348799,0.640888,0.585000,8.480735,366.567072,375.047808
348999,0.640855,0.600000,8.485341,366.840528,375.325869
349199,0.640839,0.620000,8.494261,367.109418,375.603679
349399,0.640846,0.650000,8.498386,367.383663,375.882049
349599,0.640833,0.625000,8.502520,367.654208,376.156728
349799,0.640805,0.605000,8.506866,367.939873,376.446739
349999,0.640764,0.590000,8.511612,368.205101,376.716712
350199,0.640751,0.625000,8.520254,368.478121,376.998375
350399,0.640707,0.585000,8.524143,368.746318,377.270461
350599,0.640702,0.635000,8.528209,369.013476,377.541686
350799,0.640710,0.650000,8.532495,369.281352,377.813847
350999,0.640709,0.640000,8.536984,369.550748,378.087731
351199,0.640689,0.615000,8.546235,369.830628,378.376863
351399,0.640668,0.615000,8.550374,370.101818,378.652192
351599,0.640668,0.640000,8.556794,370.554016,379.110810
351799,0.640675,0.650000,8.561977,370.948923,379.510900
351999,0.640690,0.660000,8.567294,371.328356,379.895651
352199,0.640694,0.645000,8.574999,371.601422,380.176421
352399,0.640689,0.635000,8.578993,371.876068,380.455061
352599,0.640685,0.635000,8.583244,372.144754,380.727998
352799,0.640665,0.615000,8.587623,372.414769,381.002392
352999,0.640715,0.705000,8.592758,372.716740,381.309498
353199,0.640695,0.615000,8.600735,372.988335,381.589070
353399,0.640702,0.650000,8.604728,373.265386,381.870114
353599,0.640718,0.660000,8.609942,373.604468,382.214409
353799,0.640693,0.610000,8.614404,373.874868,382.489272
353999,0.640717,0.670000,8.619304,374.144993,382.764297
354199,0.640736,0.665000,8.627060,374.411467,383.038527
354399,0.640719,0.620000,8.631028,374.682278,383.313305
354599,0.640707,0.625000,8.635231,374.956727,383.591958
354799,0.640746,0.690000,8.639573,375.227021,383.866594
354999,0.640733,0.625000,8.644159,375.499093,384.143252
355199,0.640756,0.670000,8.651794,375.773930,384.425724
355399,0.640728,0.605000,8.655732,376.044312,384.700044
355599,0.640700,0.605000,8.659959,376.314746,384.974705
355799,0.640727,0.675000,8.664495,376.582549,385.247044
355999,0.640738,0.655000,8.669057,376.852238,385.521294
356199,0.640746,0.650000,8.676858,377.124329,385.801187
356399,0.640718,0.605000,8.680767,377.392431,386.073199
356599,0.640744,0.675000,8.684915,377.662023,386.346938
356799,0.640720,0.610000,8.689318,377.932309,386.621628
356999,0.640708,0.625000,8.693868,378.202005,386.895873
357199,0.640754,0.700000,8.702338,378.482771,387.185109
357399,0.640761,0.650000,8.706400,378.755142,387.461542
357599,0.640718,0.585000,8.710620,379.023756,387.734376
357799,0.640718,0.640000,8.715012,379.298561,388.013572
357999,0.640713,0.635000,8.719680,379.574487,388.294167
358199,0.640728,0.660000,8.727599,379.845751,388.573350
358399,0.640704,0.610000,8.731588,380.115736,388.847324
358599,0.640684,0.615000,8.735885,380.383870,389.119755
358799,0.640707,0.670000,8.740268,380.656504,389.396772
358999,0.640703,0.635000,8.744759,380.927520,389.672280
359199,0.640679,0.610000,8.752821,381.198935,389.951757
359399,0.640690,0.655000,8.756783,381.467018,390.223801
359599,0.640674,0.620000,8.760908,381.733525,390.494433
359799,0.640704,0.680000,8.765220,382.000145,390.765365
359999,0.640712,0.650000,8.769845,382.283842,391.053687
360199,0.640730,0.665000,8.777897,382.556439,391.334335
360399,0.640745,0.660000,8.781829,382.825041,391.606870
360599,0.640737,0.630000,8.785972,383.095430,391.881402
360799,0.640782,0.700000,8.790414,383.366642,392.157055
360999,0.640797,0.660000,8.795308,383.634288,392.429597
361199,0.640808,0.655000,8.803340,383.907308,392.710648
361399,0.640807,0.640000,8.807363,384.175008,392.982371
361599,0.640807,0.640000,8.811548,384.444593,393.256141
361799,0.640837,0.680000,8.815952,384.714684,393.530636
361999,0.640847,0.655000,8.820568,384.984494,393.805062
362199,0.640881,0.685000,8.829270,385.258389,394.087659
362399,0.640918,0.690000,8.833181,385.526459,394.359640
362599,0.640933,0.660000,8.837306,385.795520,394.632826
362799,0.640955,0.670000,8.841703,386.063612,394.905315
362999,0.640992,0.690000,8.846325,386.333150,395.179475
363199,0.641018,0.675000,8.854465,386.603216,395.457681
363399,0.641059,0.695000,8.858369,386.868923,395.727291
363599,0.641096,0.690000,8.862630,387.142336,396.004966
363799,0.641164,0.730000,8.867052,387.412744,396.279796
363999,0.641163,0.640000,8.871914,387.687883,396.559797
364199,0.641207,0.700000,8.880331,387.959275,396.839607
364399,0.641248,0.695000,8.884294,388.228173,397.112467
364599,0.641277,0.680000,8.888418,388.493932,397.382350
364799,0.641307,0.680000,8.892792,388.759820,397.652612
364999,0.641230,0.540000,8.897439,389.030536,397.927975
365199,0.641195,0.595000,8.905968,389.296364,398.202332
365399,0.641209,0.660000,8.909921,389.562866,398.472788
365599,0.641197,0.625000,8.914023,389.830108,398.744131
365799,0.641038,0.430000,8.918518,390.109844,399.028362
365999,0.640974,0.555000,8.923039,390.375550,399.298589
366199,0.640819,0.435000,8.931357,390.646367,399.577725
366399,0.640739,0.535000,8.935316,390.918911,399.854227
366599,0.640656,0.530000,8.939534,391.189906,400.129441
366799,0.640573,0.530000,8.944000,391.461595,400.405595
366999,0.640476,0.510000,8.948539,391.731716,400.680255
367199,0.640363,0.490000,8.957165,392.006227,400.963392
367399,0.640299,0.555000,8.961074,392.274708,401.235783
367599,0.640228,0.545000,8.965444,392.552810,401.518254
367799,0.640142,0.525000,8.970060,392.829017,401.799077
367999,0.640049,0.515000,8.974783,393.102320,402.077103
368199,0.639974,0.540000,8.983227,393.376761,402.359987
368399,0.639955,0.615000,8.987134,393.643879,402.631013
368599,0.639929,0.605000,8.991303,393.913121,402.904425
368799,0.639847,0.530000,8.995733,394.182793,403.178525
368999,0.639833,0.620000,9.000405,394.456986,403.457391
369199,0.639811,0.610000,9.009060,394.729228,403.738288
369399,0.639781,0.600000,9.013009,394.996174,404.009183
369599,0.639781,0.640000,9.017200,395.263678,404.280878
369799,0.639766,0.620000,9.021597,395.531623,404.553221
369999,0.639693,0.540000,9.026171,395.800391,404.826562
370199,0.639711,0.665000,9.034515,396.068257,405.102772
370399,0.639682,0.600000,9.038509,396.336230,405.374739
370599,0.639671,0.625000,9.042772,396.606054,405.648826
370799,0.639668,0.635000,9.047196,396.878950,405.926146
370999,0.639616,0.570000,9.051634,397.142683,406.194317
371199,0.639613,0.635000,9.060119,397.420579,406.480699
371399,0.639632,0.665000,9.064022,397.686887,406.750909
371599,0.639628,0.635000,9.068197,397.953522,407.021718
371799,0.639650,0.670000,9.072684,398.226972,407.299656
371999,0.639636,0.620000,9.077466,398.496196,407.573662
372199,0.639644,0.650000,9.086753,398.774031,407.860784
372399,0.639607,0.590000,9.090725,399.043429,408.134154
372599,0.639552,0.565000,9.094929,399.316757,408.411686
372799,0.639567,0.660000,9.099649,399.609884,408.709533
372999,0.639586,0.665000,9.104995,399.925129,409.030124
373199,0.639575,0.625000,9.115831,400.232085,409.347916
373399,0.639557,0.615000,9.120763,400.560248,409.681011
373599,0.639554,0.635000,9.125348,400.849692,409.975040
373799,0.639511,0.580000,9.130019,401.130534,410.260553
373999,0.639504,0.630000,9.134974,401.410407,410.545381
374199,0.639540,0.690000,9.143727,401.689143,410.832870
374399,0.639559,0.665000,9.148344,401.983261,411.131604
374599,0.639556,0.635000,9.152840,402.262518,411.415358
374799,0.639549,0.630000,9.157629,402.550378,411.708008
374999,0.639520,0.600000,9.162693,402.840866,412.003559
375199,0.639531,0.655000,9.172770,403.138955,412.311724
375399,0.639492,0.585000,9.177626,403.449110,412.626736
375599,0.639510,0.665000,9.182020,403.727465,412.909485
375799,0.639503,0.630000,9.186776,404.015280,413.202056
375999,0.639511,0.650000,9.191815,404.298527,413.490342
376199,0.639479,0.595000,9.200736,404.594723,413.795459
376399,0.639475,0.635000,9.206171,405.033373,414.239545
376599,0.639476,0.640000,9.211021,405.352171,414.563192
376799,0.639408,0.545000,9.216379,405.679900,414.896278
376999,0.639430,0.670000,9.221353,405.967412,415.188765
377199,0.639448,0.665000,9.231109,406.259044,415.490153
377399,0.639412,0.590000,9.236109,406.568950,415.805059
377599,0.639434,0.670000,9.241027,406.858740,416.099767
377799,0.639442,0.650000,9.245881,407.141958,416.387839
377999,0.639396,0.575000,9.250523,407.412796,416.663319
378199,0.639410,0.660000,9.260148,407.700489,416.960637
378399,0.639418,0.650000,9.264289,407.978800,417.243089
378599,0.639444,0.675000,9.269036,408.269338,417.538374
378799,0.639448,0.645000,9.274200,408.563876,417.838076
378999,0.639419,0.600000,9.279179,408.843029,418.122209
379199,0.639416,0.635000,9.288955,409.131816,418.420771
379399,0.639413,0.635000,9.293089,409.412966,418.706055
379599,0.639403,0.625000,9.297463,409.684949,418.982412
379799,0.639407,0.645000,9.302081,409.963782,419.265862
379999,0.639393,0.620000,9.307606,410.322384,419.629990
380199,0.639440,0.705000,9.317683,410.655338,419.973021
380399,0.639397,0.580000,9.323224,411.002136,420.325359
380599,0.639401,0.645000,9.328316,411.325195,420.653511
380799,0.639437,0.690000,9.333273,411.623552,420.956825
380999,0.639420,0.615000,9.338008,411.899002,421.237011
381199,0.639442,0.670000,9.346734,412.169848,421.516582
381399,0.639478,0.690000,9.351257,412.468788,421.820044
381599,0.639517,0.695000,9.357221,412.880945,422.238166
381799,0.639457,0.555000,9.362605,413.192258,422.554862
381999,0.639493,0.690000,9.367393,413.536882,422.904274
382199,0.639507,0.660000,9.376940,413.867446,423.244386
382399,0.639511,0.645000,9.381190,414.143918,423.525108
382599,0.639512,0.640000,9.385646,414.422701,423.808347
382799,0.639505,0.630000,9.390221,414.702840,424.093061
382999,0.639502,0.635000,9.394834,414.976167,424.371002
