# TEST CONFIGURATION BEGIN
# FileStream(filename='hyper_f.csv', target_idx=-1, n_targets=1, cat_features=None)
# [incremental] Adaptive4(learning_rate=0.2, max_depth=6, max_window_size=1000, min_window_size=1)
# [adwin] Adaptive5(learning_rate=0.2, max_depth=6, max_window_size=1000, min_window_size=1)
# EvaluatePrequential(batch_size=1, data_points_for_classification=False, max_samples=500000, max_time=inf, metrics=['accuracy', 'running_time'], n_wait=200, output_file='ensemblesize_sea_a.txt', pretrain_size=100000, restart_stream=True, show_plot=True)
# TEST CONFIGURATION END
id,mean_acc_[incremental],current_acc_[incremental],mean_acc_[adwin],current_acc_[adwin],training_time_[incremental],testing_time_[incremental],total_running_time_[incremental],training_time_[adwin],testing_time_[adwin],total_running_time_[adwin]
394199,0.817478,0.815000,0.817373,0.815000,85.304106,32.177144,117.481249,139.136696,29.240807,168.377503
394399,0.817486,0.830000,0.817378,0.825000,85.307597,32.200912,117.508509,139.176099,29.262426,168.438526
394599,0.817485,0.815000,0.817383,0.825000,85.311405,32.225099,117.536504,139.214763,29.284492,168.499255
394799,0.817463,0.785000,0.817358,0.780000,85.315680,32.250786,117.566466,139.547665,29.307333,168.854999
394999,0.817461,0.815000,0.817353,0.810000,85.320345,32.275548,117.595893,139.586642,29.329854,168.916496
395199,0.817463,0.820000,0.817361,0.830000,85.613453,32.298736,117.912189,139.626122,29.351232,168.977355
395399,0.817471,0.830000,0.817363,0.820000,85.617076,32.323274,117.940349,139.665782,29.373433,169.039214
395599,0.817486,0.840000,0.817382,0.845000,85.620895,32.347147,117.968041,139.704271,29.395294,169.099565
395799,0.817495,0.830000,0.817407,0.855000,85.625073,32.372230,117.997303,140.036481,29.418132,169.454613
395999,0.817500,0.825000,0.817409,0.820000,85.629726,32.397967,118.027693,140.077353,29.440976,169.518329
396199,0.817492,0.805000,0.817407,0.815000,85.924169,32.422361,118.346530,140.116013,29.462908,169.578921
396399,0.817487,0.810000,0.817406,0.815000,85.927724,32.446700,118.374424,140.155417,29.484719,169.640136
396599,0.817454,0.770000,0.817377,0.775000,85.931540,32.470123,118.401662,140.193156,29.506492,169.699648
396799,0.817500,0.885000,0.817419,0.880000,85.935723,32.495043,118.430766,140.525154,29.528774,170.053928
396999,0.817512,0.835000,0.817438,0.845000,85.940351,32.519502,118.459853,140.563430,29.551182,170.114612
397199,0.817524,0.835000,0.817439,0.820000,86.238061,32.547431,118.785492,140.606589,29.576699,170.183288
397399,0.817512,0.800000,0.817434,0.810000,86.241610,32.571114,118.812724,140.645678,29.598631,170.244308
397599,0.817500,0.800000,0.817426,0.805000,86.245426,32.594244,118.839670,140.684357,29.620100,170.304457
397799,0.817518,0.845000,0.817438,0.835000,86.249367,32.617442,118.866809,141.012523,29.641047,170.653569
397999,0.817513,0.810000,0.817430,0.805000,86.254012,32.641291,118.895304,141.050612,29.662777,170.713389
398199,0.817529,0.840000,0.817448,0.845000,86.554181,32.665651,119.219833,141.089587,29.684665,170.774252
398399,0.817527,0.815000,0.817440,0.805000,86.557687,32.690113,119.247799,141.129699,29.706912,170.836612
398599,0.817522,0.810000,0.817435,0.810000,86.561502,32.714319,119.275821,141.168519,29.729265,170.897784
398799,0.817503,0.790000,0.817413,0.785000,86.565702,32.739451,119.305153,141.498348,29.751952,171.250299
398999,0.817525,0.850000,0.817425,0.835000,86.570429,32.765085,119.335514,141.537291,29.774675,171.311966
399199,0.817533,0.830000,0.817436,0.835000,86.864479,32.789737,119.654215,141.578137,29.797307,171.375445
399399,0.817532,0.815000,0.817432,0.810000,86.868067,32.814620,119.682687,141.618171,29.819897,171.438068
399599,0.817483,0.745000,0.817387,0.750000,86.871974,32.839249,119.711223,141.658642,29.842265,171.500907
399799,0.817485,0.820000,0.817388,0.820000,86.876106,32.863608,119.739713,141.992856,29.864304,171.857160
399999,0.817490,0.825000,0.817390,0.820000,86.880646,32.887872,119.768518,142.032808,29.886730,171.919538
400199,0.817495,0.825000,0.817392,0.820000,87.175118,32.912616,120.087734,142.072678,29.909188,171.981867
400399,0.817480,0.795000,0.817383,0.805000,87.178716,32.937529,120.116245,142.112584,29.932052,172.044635
400599,0.817488,0.830000,0.817392,0.830000,87.182538,32.960928,120.143466,142.151284,29.953764,172.105048
400799,0.817507,0.845000,0.817407,0.840000,87.186560,32.984233,120.170792,142.486803,29.975260,172.462063
400999,0.817515,0.830000,0.817402,0.810000,87.190875,33.007248,120.198123,142.523603,29.995990,172.519593
401199,0.817500,0.795000,0.817400,0.815000,87.494580,33.031931,120.526512,142.562274,30.018358,172.580631
401399,0.817522,0.850000,0.817429,0.860000,87.498107,33.055637,120.553744,142.600454,30.039926,172.640380
401599,0.817517,0.810000,0.817427,0.815000,87.501881,33.079131,120.581012,142.640279,30.061489,172.701768
401799,0.817535,0.845000,0.817442,0.840000,87.505958,33.103319,120.609277,142.976343,30.083461,173.059804
401999,0.817543,0.830000,0.817450,0.830000,87.510961,33.129092,120.640052,143.016459,30.106684,173.123143
402199,0.817548,0.825000,0.817459,0.830000,87.817289,33.153819,120.971107,143.056389,30.128848,173.185237
402399,0.817573,0.855000,0.817490,0.865000,87.820844,33.178288,120.999132,143.096613,30.151096,173.247709
402599,0.817564,0.805000,0.817475,0.795000,87.824774,33.202576,121.027351,143.135847,30.173346,173.309193
402799,0.817540,0.780000,0.817454,0.785000,87.829020,33.227454,121.056475,143.469853,30.195629,173.665482
402999,0.817538,0.815000,0.817452,0.815000,87.833549,33.253361,121.086911,143.508724,30.218722,173.727446
403199,0.817556,0.845000,0.817467,0.840000,88.129951,33.276823,121.406774,143.548248,30.240359,173.788607
403399,0.817554,0.815000,0.817459,0.805000,88.133484,33.301453,121.434937,143.587226,30.262829,173.850056
403599,0.817572,0.845000,0.817480,0.850000,88.137226,33.324451,121.461677,143.625656,30.284310,173.909965
403799,0.817597,0.855000,0.817505,0.855000,88.141401,33.350695,121.492096,143.962776,30.308264,174.271040
403999,0.817586,0.800000,0.817497,0.805000,88.145927,33.375754,121.521681,144.003004,30.330859,174.333862
404199,0.817544,0.755000,0.817462,0.765000,88.447411,33.400910,121.848321,144.043970,30.354168,174.398138
404399,0.817549,0.825000,0.817477,0.840000,88.450888,33.424284,121.875172,144.082346,30.375709,174.458054
404599,0.817584,0.870000,0.817505,0.860000,88.454792,33.448235,121.903027,144.121111,30.397627,174.518738
404799,0.817562,0.785000,0.817484,0.785000,88.458962,33.472607,121.931569,144.464220,30.419677,174.883897
404999,0.817548,0.795000,0.817475,0.805000,88.463681,33.498780,121.962461,144.504163,30.442920,174.947084
405199,0.817549,0.820000,0.817474,0.815000,88.779280,33.522914,122.302194,144.543080,30.465195,175.008274
405399,0.817534,0.795000,0.817459,0.795000,88.782869,33.547330,122.330199,144.582030,30.488046,175.070076
405599,0.817549,0.840000,0.817477,0.845000,88.786697,33.572149,122.358846,144.623006,30.510611,175.133617
405799,0.817557,0.830000,0.817489,0.835000,88.790967,33.597615,122.388581,145.010221,30.534148,175.544369
405999,0.817549,0.805000,0.817480,0.805000,88.795697,33.624204,122.419901,145.050927,30.558167,175.609093
406199,0.817544,0.810000,0.817476,0.810000,89.095078,33.649012,122.744091,145.090447,30.580625,175.671072
406399,0.817523,0.785000,0.817458,0.790000,89.098790,33.676850,122.775640,145.133702,30.605060,175.738762
406599,0.817492,0.770000,0.817430,0.775000,89.102756,33.703401,122.806157,145.174192,30.628340,175.802532
406799,0.817464,0.775000,0.817402,0.775000,89.106970,33.728849,122.835818,145.515923,30.651278,176.167201
406999,0.817453,0.800000,0.817394,0.805000,89.111567,33.753131,122.864699,145.554329,30.673439,176.227768
407199,0.817487,0.870000,0.817422,0.860000,89.428103,33.777729,123.205832,145.594519,30.695915,176.290434
407399,0.817463,0.780000,0.817398,0.780000,89.431757,33.804332,123.236088,145.634638,30.719818,176.354456
407599,0.817484,0.850000,0.817412,0.840000,89.435723,33.829172,123.264895,145.674781,30.744578,176.419359
407799,0.817466,0.790000,0.817401,0.800000,89.441420,33.857026,123.298446,146.015716,30.769136,176.784852
407999,0.817451,0.795000,0.817390,0.800000,89.446224,33.882882,123.329106,146.094401,30.802406,176.896807
408199,0.817459,0.830000,0.817385,0.810000,89.748081,33.906495,123.654576,146.132830,30.824129,176.956959
408399,0.817474,0.840000,0.817399,0.840000,89.751546,33.930386,123.681932,146.171300,30.845853,177.017153
408599,0.817479,0.825000,0.817401,0.820000,89.755341,33.954676,123.710017,146.210153,30.868149,177.078301
408799,0.817503,0.855000,0.817432,0.865000,89.759373,33.978327,123.737701,146.554077,30.889706,177.443783
408999,0.817492,0.800000,0.817417,0.795000,89.763807,34.003489,123.767296,146.592688,30.912333,177.505021
409199,0.817468,0.780000,0.817390,0.775000,90.078751,34.029406,124.108156,146.633355,30.935856,177.569211
409399,0.817473,0.825000,0.817392,0.820000,90.082348,34.055764,124.138113,146.674750,30.959548,177.634298
409599,0.817448,0.780000,0.817377,0.795000,90.086156,34.080794,124.166950,146.715039,30.982222,177.697261
409799,0.817466,0.845000,0.817398,0.850000,90.090626,34.109496,124.200121,147.060523,31.007557,178.068079
409999,0.817461,0.810000,0.817394,0.810000,90.095074,34.133913,124.228987,147.098578,31.029687,178.128265
410199,0.817482,0.850000,0.817421,0.860000,90.407978,34.157460,124.565438,147.136816,31.051283,178.188099
410399,0.817477,0.810000,0.817416,0.810000,90.411458,34.181208,124.592666,147.177020,31.072950,178.249969
410599,0.817518,0.880000,0.817453,0.875000,90.415281,34.204760,124.620041,147.215279,31.094507,178.309786
410799,0.817516,0.815000,0.817455,0.820000,90.419323,34.228089,124.647412,147.559197,31.115795,178.674993
410999,0.817524,0.830000,0.817460,0.825000,90.423583,34.251487,124.675070,147.596685,31.137534,178.734219
411199,0.817522,0.815000,0.817465,0.825000,90.731881,34.275142,125.007023,147.636604,31.159187,178.795790
411399,0.817505,0.790000,0.817447,0.790000,90.735320,34.298623,125.033942,147.674991,31.180711,178.855701
411599,0.817503,0.815000,0.817439,0.805000,90.739120,34.322887,125.062007,147.713984,31.203014,178.916997
411799,0.817502,0.815000,0.817437,0.815000,90.743252,34.348040,125.091291,148.052433,31.226223,179.278656
411999,0.817522,0.850000,0.817458,0.850000,90.747871,34.373609,125.121480,148.093506,31.249166,179.342672
412199,0.817530,0.830000,0.817457,0.815000,91.051948,34.396935,125.448884,148.131692,31.270619,179.402311
412399,0.817548,0.845000,0.817481,0.855000,91.055386,34.420454,125.475840,148.169858,31.292696,179.462554
412599,0.817559,0.835000,0.817492,0.835000,91.059153,34.445379,125.504532,148.209197,31.315023,179.524220
412799,0.817532,0.775000,0.817471,0.785000,91.063178,34.469752,125.532930,148.551883,31.337540,179.889423
412999,0.817537,0.825000,0.817479,0.830000,91.067613,34.494379,125.561991,148.590049,31.359414,179.949463
413199,0.817535,0.815000,0.817465,0.795000,91.365148,34.519663,125.884810,148.629378,31.382435,180.011813
413399,0.817540,0.825000,0.817466,0.820000,91.368713,34.545447,125.914160,148.668865,31.406384,180.075248
413599,0.817522,0.790000,0.817446,0.785000,91.372605,34.571426,125.944031,148.711250,31.429863,180.141113
413799,0.817514,0.805000,0.817428,0.790000,91.377040,34.596674,125.973714,149.055244,31.452687,180.507931
413999,0.817522,0.830000,0.817433,0.825000,91.382511,34.628386,126.010897,149.099898,31.480344,180.580242
414199,0.817514,0.805000,0.817425,0.805000,91.713481,34.660949,126.374431,149.146135,31.508383,180.654518
414399,0.817532,0.845000,0.817446,0.850000,91.717225,34.687747,126.404972,149.188624,31.532614,180.721237
414599,0.817530,0.815000,0.817451,0.825000,91.721702,34.717298,126.439000,149.233527,31.558633,180.792160
414799,0.817548,0.845000,0.817471,0.850000,91.726325,34.745704,126.472029,149.627760,31.585518,181.213278
414999,0.817556,0.830000,0.817479,0.830000,91.731604,34.779924,126.511528,149.674818,31.614192,181.289010
415199,0.817567,0.835000,0.817494,0.840000,92.039798,34.805026,126.844824,149.722440,31.642253,181.364693
415399,0.817527,0.755000,0.817457,0.760000,92.043322,34.829510,126.872832,149.762331,31.665306,181.427637
415599,0.817544,0.845000,0.817478,0.850000,92.047253,34.855328,126.902580,149.802588,31.688935,181.491523
415799,0.817524,0.785000,0.817451,0.775000,92.051762,34.882684,126.934445,150.153787,31.713440,181.867227
415999,0.817522,0.815000,0.817446,0.810000,92.056321,34.906719,126.963040,150.193025,31.735446,181.928471
416199,0.817511,0.800000,0.817435,0.800000,92.390106,34.936999,127.327105,150.238047,31.762387,182.000434
416399,0.817519,0.830000,0.817443,0.830000,92.394224,34.969677,127.363901,150.284484,31.791299,182.075783
416599,0.817483,0.760000,0.817404,0.755000,92.398506,34.999189,127.397694,150.328408,31.817917,182.146325
416799,0.817462,0.785000,0.817380,0.780000,92.402833,35.025781,127.428614,150.683710,31.841929,182.525639
416999,0.817508,0.890000,0.817426,0.890000,92.407680,35.052356,127.460037,150.723996,31.865855,182.589851
417199,0.817513,0.825000,0.817434,0.830000,92.727202,35.078618,127.805820,150.765291,31.889947,182.655238
417399,0.817530,0.845000,0.817451,0.845000,92.730666,35.102360,127.833027,150.804161,31.911804,182.715965
417599,0.817544,0.840000,0.817465,0.840000,92.734397,35.126490,127.860887,150.844041,31.934024,182.778064
417799,0.817568,0.855000,0.817495,0.865000,92.738405,35.151286,127.889690,151.196309,31.956167,183.152476
417999,0.817582,0.840000,0.817506,0.835000,92.743053,35.176952,127.920005,151.235925,31.979817,183.215742
418199,0.817599,0.845000,0.817520,0.840000,93.043771,35.203714,128.247485,151.277693,32.004149,183.281841
418399,0.817591,0.805000,0.817516,0.810000,93.047408,35.230170,128.277578,151.320379,32.028247,183.348626
418599,0.817633,0.885000,0.817555,0.880000,93.051475,35.258085,128.309560,151.362789,32.053733,183.416522
418799,0.817594,0.755000,0.817519,0.760000,93.055444,35.282895,128.338339,151.704840,32.076168,183.781008
418999,0.817583,0.800000,0.817511,0.805000,93.059838,35.307740,128.367577,151.743790,32.098680,183.842470
419199,0.817619,0.875000,0.817563,0.900000,93.368849,35.332790,128.701639,151.784721,32.121509,183.906230
419399,0.817652,0.870000,0.817589,0.860000,93.372256,35.356625,128.728881,151.823240,32.143500,183.966740
419599,0.817656,0.825000,0.817594,0.825000,93.376023,35.381226,128.757249,151.862485,32.166053,184.028538
419799,0.817670,0.840000,0.817608,0.840000,93.380146,35.407015,128.787160,152.205027,32.189165,184.394192
419999,0.817675,0.825000,0.817616,0.830000,93.384662,35.430918,128.815580,152.245516,32.211584,184.457100
420199,0.817667,0.805000,0.817601,0.795000,93.688409,35.456587,129.144996,152.285426,32.234571,184.519997
420399,0.817665,0.815000,0.817597,0.810000,93.691951,35.481868,129.173819,152.325311,32.257544,184.582854
420599,0.817639,0.775000,0.817570,0.775000,93.695823,35.507606,129.203429,152.366832,32.281087,184.647919
420799,0.817637,0.815000,0.817562,0.805000,93.700044,35.533435,129.233478,152.733307,32.304558,185.037865
420999,0.817623,0.795000,0.817551,0.800000,93.705780,35.568887,129.274667,152.781242,32.335994,185.117236
421199,0.817625,0.820000,0.817556,0.825000,94.028490,35.600889,129.629379,152.827058,32.364027,185.191086
421399,0.817592,0.765000,0.817517,0.755000,94.032280,35.630967,129.663247,152.870463,32.389926,185.260388
421599,0.817581,0.800000,0.817512,0.810000,94.037210,35.661344,129.698554,152.916462,32.420033,185.336495
421799,0.817607,0.860000,0.817539,0.860000,94.041360,35.687076,129.728436,153.296080,32.443227,185.739307
421999,0.817596,0.800000,0.817540,0.820000,94.045712,35.712302,129.758014,153.335089,32.466005,185.801094
422199,0.817582,0.795000,0.817529,0.800000,94.354684,35.747576,130.102259,153.380589,32.492513,185.873102
422399,0.817565,0.790000,0.817512,0.790000,94.358199,35.772464,130.130663,153.421459,32.515047,185.936507
422599,0.817576,0.835000,0.817523,0.835000,94.362006,35.797314,130.159320,153.460850,32.538174,185.999024
422799,0.817587,0.835000,0.817531,0.830000,94.366078,35.822158,130.188236,153.814861,32.561240,186.376101
422999,0.817567,0.785000,0.817511,0.785000,94.370962,35.849672,130.220633,153.857413,32.585834,186.443247
423199,0.817571,0.825000,0.817515,0.825000,94.703805,35.879357,130.583162,153.902934,32.613649,186.516583
423399,0.817594,0.855000,0.817536,0.850000,94.707587,35.905631,130.613219,153.942769,32.636836,186.579605
423599,0.817574,0.785000,0.817519,0.790000,94.712056,35.936115,130.648171,153.988924,32.663780,186.652703
423799,0.817557,0.790000,0.817498,0.785000,94.716956,35.966890,130.683846,154.343718,32.691457,187.035175
423999,0.817590,0.870000,0.817531,0.870000,94.721835,35.993984,130.715819,154.386276,32.715906,187.102182
424199,0.817606,0.845000,0.817548,0.845000,95.039730,36.021262,131.060991,154.428069,32.740316,187.168385
424399,0.817583,0.780000,0.817528,0.785000,95.043976,36.055237,131.099212,154.475972,32.769011,187.244983
424599,0.817572,0.800000,0.817514,0.795000,95.048285,36.085068,131.133352,154.522422,32.795725,187.318147
424799,0.817540,0.765000,0.817478,0.760000,95.052927,36.115797,131.168724,154.898209,32.822734,187.720943
424999,0.817542,0.820000,0.817486,0.830000,95.057896,36.151966,131.209861,154.957400,32.865181,187.822581
425199,0.817540,0.815000,0.817482,0.810000,95.413370,36.192640,131.606010,155.013873,32.898086,187.911960
425399,0.817532,0.805000,0.817468,0.795000,95.417149,36.221255,131.638404,155.055955,32.925372,187.981327
425599,0.817552,0.850000,0.817494,0.860000,95.421058,36.247169,131.668227,155.098730,32.948768,188.047498
425799,0.817554,0.820000,0.817483,0.800000,95.425286,36.273219,131.698505,155.456170,32.972751,188.428921
425999,0.817561,0.830000,0.817491,0.830000,95.429539,36.297238,131.726777,155.494598,32.994786,188.489384
426199,0.817551,0.800000,0.817480,0.800000,95.739096,36.322563,132.061659,155.534349,33.017688,188.552037
426399,0.817552,0.820000,0.817482,0.820000,95.742674,36.346959,132.089633,155.574576,33.040220,188.614795
426599,0.817557,0.825000,0.817498,0.845000,95.746458,36.372153,132.118611,155.614751,33.063004,188.677756
426799,0.817561,0.825000,0.817503,0.825000,95.750476,36.396798,132.147274,155.969732,33.085880,189.055612
426999,0.817560,0.815000,0.817505,0.820000,95.756130,36.438445,132.194575,156.024809,33.119435,189.144244
427199,0.817595,0.875000,0.817534,0.865000,96.072529,36.466102,132.538631,156.067469,33.144606,189.212075
427399,0.817584,0.800000,0.817517,0.790000,96.076782,36.505265,132.582047,156.120550,33.177405,189.297955
427599,0.817570,0.795000,0.817503,0.795000,96.082860,36.546748,132.629608,156.177188,33.213365,189.390553
427799,0.817590,0.850000,0.817511,0.830000,96.087555,36.580627,132.668182,156.553574,33.242980,189.796554
427999,0.817613,0.855000,0.817537,0.860000,96.092403,36.610108,132.702511,156.598300,33.269498,189.867797
428199,0.817623,0.835000,0.817535,0.815000,96.414005,36.648196,133.062201,156.648993,33.301657,189.950650
428399,0.817631,0.830000,0.817533,0.815000,96.417539,36.674233,133.091772,156.689468,33.325446,190.014914
428599,0.817645,0.840000,0.817544,0.835000,96.421477,36.701534,133.123011,156.731314,33.351237,190.082551
428799,0.817637,0.805000,0.817530,0.795000,96.425881,36.729289,133.155170,157.101739,33.376025,190.477764
428999,0.817629,0.805000,0.817523,0.805000,96.430272,36.753830,133.184102,157.141197,33.398645,190.539842
429199,0.817609,0.785000,0.817515,0.805000,96.759995,36.782084,133.542080,157.184217,33.423881,190.608098
429399,0.817602,0.805000,0.817502,0.795000,96.763557,36.807679,133.571236,157.223979,33.447922,190.671901
429599,0.817600,0.815000,0.817497,0.810000,96.767243,36.832347,133.599590,157.264057,33.470201,190.734258
429799,0.817589,0.800000,0.817489,0.805000,96.771259,36.857549,133.628808,157.615135,33.492770,191.107905
429999,0.817567,0.780000,0.817470,0.785000,96.776028,36.886203,133.662231,157.657176,33.519597,191.176772
430199,0.817556,0.800000,0.817462,0.805000,97.092277,36.915439,134.007716,157.696823,33.542772,191.239595
430399,0.817542,0.795000,0.817442,0.785000,97.096000,36.940500,134.036500,157.737155,33.565605,191.302760
430599,0.817523,0.785000,0.817426,0.790000,97.099826,36.964496,134.064322,157.776329,33.587530,191.363860
430799,0.817527,0.825000,0.817424,0.815000,97.103853,36.989679,134.093532,158.161950,33.609812,191.771761
430999,0.817517,0.800000,0.817417,0.805000,97.108811,37.021964,134.130774,158.207794,33.637217,191.845011
431199,0.817497,0.785000,0.817397,0.785000,97.442068,37.049392,134.491460,158.254735,33.662460,191.917195
431399,0.817468,0.770000,0.817369,0.770000,97.445601,37.074929,134.520530,158.294817,33.685649,191.980466
431599,0.817452,0.790000,0.817361,0.805000,97.449493,37.100961,134.550454,158.335991,33.709221,192.045212
431799,0.817441,0.800000,0.817360,0.815000,97.453540,37.125735,134.579275,158.691664,33.732108,192.423772
431999,0.817422,0.785000,0.817340,0.785000,97.458200,37.154330,134.612530,158.734427,33.757038,192.491465
432199,0.817396,0.775000,0.817312,0.770000,97.781030,37.179329,134.960359,158.773870,33.779610,192.553480
432399,0.817416,0.850000,0.817326,0.840000,97.784503,37.203453,134.987956,158.812391,33.802008,192.614399
432599,0.817393,0.780000,0.817309,0.790000,97.788243,37.228371,135.016615,158.852217,33.824579,192.676796
432799,0.817395,0.820000,0.817305,0.810000,97.792052,37.252229,135.044281,159.202756,33.845904,193.048659
432999,0.817414,0.850000,0.817327,0.855000,97.796419,37.277612,135.074030,159.242363,33.869349,193.111711
433199,0.817425,0.835000,0.817335,0.830000,98.107650,37.301988,135.409638,159.281083,33.891468,193.172551
433399,0.817436,0.835000,0.817352,0.845000,98.111192,37.326264,135.437456,159.320730,33.914117,193.234847
433599,0.817431,0.810000,0.817353,0.820000,98.115162,37.351575,135.466738,159.362002,33.937249,193.299252
433799,0.817448,0.845000,0.817358,0.825000,98.119288,37.377519,135.496808,159.717887,33.960551,193.678437
433999,0.817434,0.795000,0.817341,0.790000,98.123815,37.402943,135.526758,159.757062,33.983753,193.740815
434199,0.817400,0.760000,0.817304,0.755000,98.434738,37.427114,135.861852,159.795827,34.005786,193.801613
434399,0.817383,0.790000,0.817288,0.790000,98.438280,37.452708,135.890988,159.837006,34.029126,193.866133
434599,0.817388,0.825000,0.817289,0.820000,98.442259,37.479006,135.921265,159.878489,34.052849,193.931338
434799,0.817389,0.820000,0.817285,0.810000,98.446497,37.506077,135.952574,160.234473,34.076497,194.310969
434999,0.817385,0.810000,0.817287,0.820000,98.451180,37.531848,135.983028,160.275260,34.099688,194.374948
435199,0.817372,0.795000,0.817282,0.810000,98.769007,37.556731,136.325738,160.316450,34.122148,194.438598
435399,0.817403,0.870000,0.817311,0.865000,98.772538,37.581619,136.354157,160.356155,34.145063,194.501217
435599,0.817366,0.755000,0.817285,0.775000,98.776345,37.606619,136.382964,160.395702,34.167735,194.563438
435799,0.817379,0.840000,0.817296,0.835000,98.780375,37.631358,136.411733,160.746315,34.190122,194.936436
435999,0.817384,0.825000,0.817298,0.820000,98.784692,37.655613,136.440306,160.786354,34.212625,194.998979
436199,0.817391,0.830000,0.817299,0.820000,99.096408,37.680040,136.776449,160.825501,34.235097,195.060599
436399,0.817393,0.820000,0.817310,0.835000,99.100068,37.706551,136.806619,160.867040,34.258800,195.125840
436599,0.817380,0.795000,0.817299,0.800000,99.104452,37.735946,136.840398,160.912209,34.284652,195.196861
436799,0.817360,0.785000,0.817277,0.780000,99.109585,37.772308,136.881894,161.297549,34.314812,195.612361
436999,0.817338,0.780000,0.817258,0.785000,99.115229,37.807018,136.922247,161.347091,34.345438,195.692529
437199,0.817343,0.825000,0.817263,0.825000,99.452505,37.832400,137.284904,161.387938,34.368597,195.756535
437399,0.817347,0.825000,0.817273,0.835000,99.456058,37.857861,137.313919,161.428452,34.391822,195.820274
437599,0.817349,0.820000,0.817266,0.805000,99.459961,37.882644,137.342605,161.470387,34.414787,195.885174
437799,0.817345,0.810000,0.817262,0.810000,99.463942,37.906985,137.370927,161.819471,34.437157,196.256628
437999,0.817358,0.840000,0.817278,0.845000,99.468316,37.932118,137.400433,161.859226,34.460264,196.319491
438199,0.817330,0.770000,0.817247,0.765000,99.806310,37.971457,137.777766,161.908029,34.490039,196.398068
438399,0.817335,0.825000,0.817252,0.825000,99.810107,37.999153,137.809260,161.951926,34.515623,196.467549
438599,0.817348,0.840000,0.817256,0.825000,99.814643,38.030887,137.845530,161.998754,34.545638,196.544392
438799,0.817355,0.830000,0.817267,0.835000,99.819151,38.060050,137.879201,162.363552,34.572657,196.936209
438999,0.817348,0.805000,0.817263,0.810000,99.823931,38.086231,137.910162,162.405728,34.596573,197.002301
439199,0.817358,0.835000,0.817270,0.830000,100.149225,38.113573,138.262798,162.448585,34.620570,197.069155
439399,0.817357,0.815000,0.817260,0.800000,100.153135,38.141022,138.294157,162.491052,34.645500,197.136553
439599,0.817329,0.770000,0.817220,0.750000,100.157010,38.166981,138.323991,162.531446,34.669459,197.200905
439799,0.817331,0.820000,0.817219,0.815000,100.161229,38.194739,138.355968,162.903411,34.694643,197.598054
439999,0.817309,0.780000,0.817197,0.780000,100.165938,38.221648,138.387586,162.945088,34.718967,197.664056
440199,0.817305,0.810000,0.817193,0.810000,100.489632,38.247279,138.736910,162.985492,34.742370,197.727862
440399,0.817303,0.815000,0.817192,0.815000,100.493247,38.272974,138.766222,163.026035,34.766478,197.792512
440599,0.817275,0.770000,0.817158,0.760000,100.497196,38.299412,138.796608,163.067386,34.790116,197.857502
440799,0.817271,0.810000,0.817148,0.800000,100.501350,38.325319,138.826670,163.434521,34.813471,198.247992
440999,0.817270,0.815000,0.817147,0.815000,100.506037,38.352424,138.858462,163.476275,34.838362,198.314637
441199,0.817283,0.840000,0.817151,0.825000,100.836960,38.378890,139.215850,163.516713,34.862176,198.378889
441399,0.817241,0.745000,0.817103,0.735000,100.840588,38.404308,139.244896,163.557064,34.885201,198.442265
441599,0.817222,0.785000,0.817084,0.785000,100.844519,38.429991,139.274510,163.598724,34.908683,198.507407
441799,0.817226,0.825000,0.817089,0.825000,100.848820,38.456888,139.305708,163.998558,34.933118,198.931676
441999,0.817225,0.815000,0.817088,0.815000,100.854393,38.495357,139.349750,164.050665,34.965356,199.016021
442199,0.817241,0.845000,0.817095,0.830000,101.209840,38.530971,139.740811,164.099687,34.995556,199.095243
442399,0.817243,0.820000,0.817100,0.825000,101.213600,38.560473,139.774072,164.144767,35.022003,199.166770
442599,0.817221,0.780000,0.817072,0.770000,101.217978,38.602734,139.820712,164.191920,35.051246,199.243166
442799,0.817217,0.810000,0.817071,0.815000,101.222915,38.637405,139.860319,164.587574,35.081482,199.669055
442999,0.817198,0.785000,0.817055,0.790000,101.230334,38.684264,139.914598,164.647154,35.119795,199.766950
443199,0.817188,0.800000,0.817048,0.805000,101.575924,38.726573,140.302498,164.701684,35.156246,199.857930
443399,0.817190,0.820000,0.817056,0.830000,101.580534,38.761696,140.342230,164.750862,35.187761,199.938623
443599,0.817171,0.785000,0.817031,0.775000,101.584992,38.796398,140.381389,164.798294,35.216846,200.015140
443799,0.817176,0.825000,0.817033,0.820000,101.589892,38.835417,140.425309,165.227797,35.249916,200.477713
443999,0.817174,0.815000,0.817038,0.825000,101.599299,38.894801,140.494099,165.290628,35.289276,200.579904
444199,0.817182,0.830000,0.817048,0.835000,101.945967,38.934071,140.880037,165.343186,35.323774,200.666960
444399,0.817166,0.790000,0.817035,0.795000,101.949856,38.966168,140.916024,165.387552,35.352098,200.739650
444599,0.817162,0.810000,0.817031,0.810000,101.954477,38.998229,140.952706,165.435397,35.381825,200.817223
444799,0.817149,0.795000,0.817021,0.800000,101.959186,39.032359,140.991544,165.845955,35.411996,201.257951
444999,0.817128,0.780000,0.817009,0.795000,101.964319,39.064887,141.029206,165.890832,35.440441,201.331273
445199,0.817138,0.835000,0.817025,0.845000,102.347260,39.137015,141.484275,165.969611,35.510810,201.480422
