# TEST CONFIGURATION BEGIN
# FileStream(filename='hyper_f.csv', target_idx=-1, n_targets=1, cat_features=None)
# [incremental] Adaptive4(learning_rate=0.2, max_depth=6, max_window_size=1000, min_window_size=1)
# [adwin] Adaptive5(learning_rate=0.2, max_depth=6, max_window_size=1000, min_window_size=1)
# EvaluatePrequential(batch_size=1, data_points_for_classification=False, max_samples=500000, max_time=inf, metrics=['accuracy', 'running_time'], n_wait=200, output_file='ensemblesize_sea_a.txt', pretrain_size=100000, restart_stream=True, show_plot=True)
# TEST CONFIGURATION END
id,mean_acc_[incremental],current_acc_[incremental],mean_acc_[adwin],current_acc_[adwin],training_time_[incremental],testing_time_[incremental],total_running_time_[incremental],training_time_[adwin],testing_time_[adwin],total_running_time_[adwin]
131199,0.834904,0.770000,0.833878,0.755000,26.020205,2.715395,28.735600,28.090266,2.482429,30.572695
131399,0.834904,0.835000,0.833885,0.835000,26.023409,2.732835,28.756244,28.121679,2.498332,30.620011
131599,0.834747,0.810000,0.833766,0.815000,26.026820,2.750321,28.777141,28.153903,2.514367,30.668269
131799,0.834591,0.810000,0.833679,0.820000,26.030519,2.767403,28.797922,28.281750,2.530422,30.812172
131999,0.834500,0.820000,0.833594,0.820000,26.034609,2.785043,28.819652,28.314561,2.546608,30.861170
132199,0.834286,0.800000,0.833509,0.820000,26.134251,2.803326,28.937576,29.230331,2.563458,31.793789
132399,0.834568,0.880000,0.833611,0.850000,26.137587,2.821379,28.958966,29.261636,2.580120,31.841756
132599,0.834693,0.855000,0.833620,0.835000,26.141094,2.839165,28.980258,29.293577,2.596420,31.889997
132799,0.834665,0.830000,0.833567,0.825000,26.144828,2.856237,29.001065,29.422624,2.612236,32.034860
132999,0.834606,0.825000,0.833455,0.815000,26.148682,2.873528,29.022210,29.453646,2.628095,32.081741
133199,0.834669,0.845000,0.833614,0.860000,26.251184,2.891258,29.142442,29.485490,2.644092,32.129583
133399,0.834551,0.815000,0.833443,0.805000,26.254414,2.908539,29.162953,29.516724,2.659739,32.176462
133599,0.834762,0.870000,0.833661,0.870000,26.258010,2.926669,29.184679,29.550385,2.676381,32.226766
133799,0.834645,0.815000,0.833609,0.825000,26.261737,2.944189,29.205926,29.684154,2.692416,32.376570
133999,0.834824,0.865000,0.833765,0.860000,26.265857,2.962426,29.228284,29.716665,2.709392,32.426057
134199,0.834708,0.815000,0.833772,0.835000,26.371188,2.980244,29.351432,29.748389,2.725438,32.473827
134399,0.834535,0.805000,0.833576,0.800000,26.374638,2.998609,29.373247,29.782489,2.742464,32.524953
134599,0.834624,0.850000,0.833671,0.850000,26.378576,3.019981,29.398557,29.819312,2.762167,32.581479
134799,0.834741,0.855000,0.833764,0.850000,26.382704,3.040240,29.422944,29.954216,2.779655,32.733872
134999,0.834857,0.855000,0.833914,0.860000,26.386678,3.057502,29.444180,29.984553,2.795652,32.780205
135199,0.834744,0.815000,0.833892,0.830000,26.502950,3.080071,29.583021,30.025123,2.816278,32.841401
135399,0.834746,0.835000,0.833955,0.845000,26.506761,3.102054,29.608815,30.062391,2.836032,32.898424
135599,0.834860,0.855000,0.834157,0.870000,26.510453,3.121039,29.631492,30.096022,2.853040,32.949062
135799,0.834832,0.830000,0.834218,0.845000,26.514250,3.138988,29.653238,30.229326,2.869446,33.098772
135999,0.834639,0.800000,0.834083,0.810000,26.519663,3.163076,29.682739,30.272298,2.891131,33.163429
136199,0.834890,0.880000,0.834337,0.880000,26.636493,3.185659,29.822152,30.311368,2.912558,33.223926
136399,0.834918,0.840000,0.834451,0.855000,26.639919,3.204760,29.844679,30.344633,2.929710,33.274344
136599,0.834891,0.830000,0.834399,0.825000,26.643665,3.224369,29.868034,30.379238,2.947728,33.326967
136799,0.834891,0.835000,0.834402,0.835000,26.647837,3.244163,29.892000,30.526163,2.965799,33.491962
136999,0.834757,0.810000,0.834243,0.805000,26.652179,3.263664,29.915843,30.560374,2.984177,33.544551
137199,0.834704,0.825000,0.834194,0.825000,26.765541,3.285758,30.051298,30.596304,3.003550,33.599854
137399,0.834679,0.830000,0.834144,0.825000,26.769245,3.306272,30.075516,30.632247,3.022377,33.654624
137599,0.834388,0.780000,0.833856,0.780000,26.773036,3.325571,30.098608,30.668072,3.041439,33.709512
137799,0.834021,0.765000,0.833571,0.780000,26.776860,3.343802,30.120662,30.805941,3.058186,33.864127
137999,0.834158,0.860000,0.833658,0.850000,26.780693,3.360802,30.141494,30.836383,3.073747,33.910131
138199,0.834162,0.835000,0.833586,0.820000,26.888537,3.378783,30.267320,30.869122,3.090346,33.959468
138399,0.834193,0.840000,0.833542,0.825000,26.891920,3.397515,30.289434,30.903582,3.107304,34.010886
138599,0.834171,0.830000,0.833497,0.825000,26.895254,3.414447,30.309701,30.934471,3.122876,34.057347
138799,0.834149,0.830000,0.833479,0.830000,26.898856,3.431793,30.330649,31.068198,3.138740,34.206938
138999,0.834256,0.855000,0.833641,0.865000,26.903103,3.451456,30.354559,31.101605,3.157895,34.259500
139199,0.834260,0.835000,0.833597,0.825000,27.014506,3.469405,30.483911,31.134388,3.174138,34.308526
139399,0.834264,0.835000,0.833604,0.835000,27.017847,3.487112,30.504960,31.165947,3.190278,34.356225
139599,0.834015,0.785000,0.833333,0.780000,27.021654,3.506648,30.528302,31.200419,3.208347,34.408765
139799,0.834171,0.865000,0.833467,0.860000,27.025791,3.527056,30.552847,31.345016,3.226840,34.571855
139999,0.834175,0.835000,0.833425,0.825000,27.031231,3.553575,30.584806,31.390400,3.250794,34.641194
140199,0.834129,0.825000,0.833383,0.825000,27.152217,3.574179,30.726395,31.425036,3.269356,34.694392
140399,0.834109,0.830000,0.833342,0.825000,27.155742,3.592746,30.748489,31.458045,3.286635,34.744680
140599,0.834138,0.840000,0.833374,0.840000,27.159240,3.610423,30.769663,31.490397,3.302788,34.793185
140799,0.833946,0.795000,0.833235,0.805000,27.163060,3.628760,30.791820,31.631348,3.319411,34.950759
140999,0.834024,0.850000,0.833293,0.845000,27.166998,3.645993,30.812991,31.662326,3.335218,34.997545
141199,0.834029,0.835000,0.833350,0.845000,27.283227,3.665451,30.948678,31.696836,3.354035,35.050871
141399,0.834106,0.850000,0.833478,0.860000,27.286758,3.684749,30.971506,31.730241,3.371584,35.101826
141599,0.833966,0.805000,0.833341,0.805000,27.290334,3.702801,30.993135,31.764130,3.388056,35.152186
141799,0.833804,0.800000,0.833182,0.800000,27.294288,3.721047,31.015335,31.908252,3.405192,35.313444
141999,0.833690,0.810000,0.833024,0.800000,27.298148,3.738320,31.036468,31.939273,3.421132,35.360406
142199,0.833791,0.855000,0.833081,0.845000,27.411605,3.756257,31.167862,31.971873,3.437407,35.409281
142399,0.833679,0.810000,0.832972,0.810000,27.414972,3.779204,31.194176,32.007536,3.455867,35.463403
142599,0.833545,0.805000,0.832864,0.810000,27.418636,3.798408,31.217044,32.041313,3.473534,35.514847
142799,0.833575,0.840000,0.832850,0.830000,27.422419,3.816568,31.238988,32.183557,3.490129,35.673686
142999,0.833535,0.825000,0.832860,0.835000,27.426528,3.835036,31.261564,32.216065,3.507465,35.723529
143199,0.833657,0.860000,0.832986,0.860000,27.542073,3.855940,31.398013,32.254108,3.526176,35.780284
143399,0.833618,0.825000,0.832995,0.835000,27.545757,3.877508,31.423265,32.290941,3.546335,35.837276
143599,0.833372,0.780000,0.832683,0.765000,27.549399,3.896345,31.445744,32.324815,3.563902,35.888717
143799,0.833311,0.820000,0.832603,0.815000,27.553239,3.914733,31.467972,32.468311,3.581093,36.049404
143999,0.833341,0.840000,0.832636,0.840000,27.557584,3.934347,31.491931,32.503979,3.599570,36.103549
144199,0.833281,0.820000,0.832579,0.820000,27.673369,3.951895,31.625263,32.535368,3.615638,36.151006
144399,0.833198,0.815000,0.832477,0.810000,27.676974,3.972033,31.649007,32.570580,3.634901,36.205480
144599,0.833274,0.850000,0.832466,0.830000,27.680794,3.991870,31.672664,32.605884,3.653196,36.259080
144799,0.833304,0.840000,0.832478,0.835000,27.684678,4.010316,31.694994,32.752284,3.669947,36.422231
144999,0.833400,0.855000,0.832622,0.865000,27.688771,4.028688,31.717458,32.784662,3.687026,36.471688
145199,0.833584,0.875000,0.832810,0.875000,27.803878,4.046924,31.850802,32.817297,3.703939,36.521236
145399,0.833656,0.850000,0.832930,0.860000,27.807314,4.065113,31.872427,32.850082,3.720856,36.570939
145599,0.833553,0.810000,0.832807,0.805000,27.811026,4.084416,31.895443,32.885365,3.738540,36.623906
145799,0.833559,0.835000,0.832795,0.830000,27.814815,4.102049,31.916863,33.028229,3.754802,36.783031
145999,0.833696,0.865000,0.832913,0.860000,27.818912,4.120293,31.939206,33.060916,3.771646,36.832561
146199,0.833701,0.835000,0.832944,0.840000,27.937731,4.138172,32.075903,33.093667,3.788215,36.881882
146399,0.833685,0.830000,0.832953,0.835000,27.941182,4.156279,32.097461,33.127791,3.805239,36.933030
146599,0.833734,0.845000,0.833004,0.845000,27.944884,4.174996,32.119880,33.162218,3.822346,36.984564
146799,0.833654,0.815000,0.832863,0.800000,27.948690,4.193158,32.141847,33.305049,3.838714,37.143763
146999,0.833745,0.855000,0.832936,0.850000,27.952786,4.211366,32.164151,33.337411,3.855682,37.193093
147199,0.833708,0.825000,0.832903,0.825000,28.072881,4.230841,32.303722,33.373798,3.873864,37.247662
147399,0.833523,0.790000,0.832700,0.785000,28.076464,4.250880,32.327344,33.409170,3.892478,37.301647
147599,0.833529,0.835000,0.832731,0.840000,28.080074,4.269588,32.349663,33.442467,3.909493,37.351960
147799,0.833682,0.870000,0.832887,0.870000,28.084078,4.288912,32.372990,33.594971,3.927427,37.522399
147999,0.833542,0.800000,0.832771,0.805000,28.088566,4.309049,32.397615,33.631481,3.946255,37.577736
148199,0.833527,0.830000,0.832780,0.835000,28.204033,4.327293,32.531325,33.663822,3.962739,37.626561
148399,0.833533,0.835000,0.832789,0.835000,28.207536,4.346426,32.553962,33.697612,3.979851,37.677463
148599,0.833436,0.810000,0.832654,0.800000,28.210968,4.363815,32.574783,33.729764,3.995851,37.725616
148799,0.833361,0.815000,0.832582,0.815000,28.215019,4.386268,32.601287,33.880051,4.014498,37.894549
148999,0.833429,0.850000,0.832633,0.845000,28.219357,4.405689,32.625046,33.914500,4.031945,37.946446
149199,0.833333,0.810000,0.832520,0.805000,28.341082,4.426015,32.767097,33.949259,4.051877,38.001136
149399,0.833117,0.780000,0.832308,0.780000,28.344668,4.446173,32.790841,35.021561,4.070480,39.092041
149599,0.833085,0.825000,0.832238,0.815000,28.348335,4.464839,32.813174,35.055382,4.087545,39.142927
149799,0.832892,0.785000,0.832088,0.795000,28.352066,4.482891,32.834958,35.202208,4.104009,39.306217
149999,0.832620,0.765000,0.831880,0.780000,28.356182,4.501126,32.857308,35.234444,4.120834,39.355278
150199,0.832749,0.865000,0.832012,0.865000,28.475806,4.518899,32.994705,35.266313,4.136881,39.403194
150399,0.832599,0.795000,0.831865,0.795000,28.479029,4.536239,33.015268,35.299297,4.153064,39.452361
150599,0.832708,0.860000,0.831937,0.850000,28.482528,4.554356,33.036884,35.332282,4.169788,39.502070
150799,0.832697,0.830000,0.831929,0.830000,28.486698,4.575195,33.061893,35.483397,4.187855,39.671253
150999,0.832784,0.855000,0.832078,0.870000,28.490805,4.593843,33.084649,35.515501,4.204867,39.720367
151199,0.832734,0.820000,0.832012,0.815000,28.612715,4.612127,33.224842,35.549325,4.221716,39.771041
151399,0.832607,0.800000,0.831926,0.810000,28.615987,4.630403,33.246391,35.581692,4.238562,39.820253
151599,0.832539,0.815000,0.831880,0.820000,28.619453,4.648581,33.268034,35.614598,4.254981,39.869579
151799,0.832336,0.780000,0.831641,0.770000,28.623256,4.666719,33.289975,35.765658,4.271760,40.037419
151999,0.832115,0.775000,0.831423,0.775000,28.627202,4.684693,33.311895,35.798482,4.288314,40.086797
152199,0.832107,0.830000,0.831418,0.830000,28.746181,4.703027,33.449207,35.830999,4.305266,40.136264
152399,0.831908,0.780000,0.831221,0.780000,28.749402,4.720897,33.470299,35.862804,4.321513,40.184317
152599,0.831787,0.800000,0.831122,0.805000,28.752741,4.738200,33.490941,35.894405,4.337391,40.231796
152799,0.831818,0.840000,0.831155,0.840000,28.756639,4.756777,33.513416,36.044950,4.354695,40.399645
152999,0.831962,0.870000,0.831302,0.870000,28.760816,4.775700,33.536515,36.077972,4.372232,40.450205
153199,0.831917,0.820000,0.831316,0.835000,28.884388,4.794593,33.678981,36.111346,4.389481,40.500827
153399,0.831985,0.850000,0.831404,0.855000,28.888416,4.813752,33.702167,36.183224,4.407727,40.590951
153599,0.831940,0.820000,0.831306,0.805000,28.891949,4.832592,33.724541,36.218296,4.425354,40.643650
153799,0.831840,0.805000,0.831171,0.795000,28.895820,4.851507,33.747327,36.373310,4.442728,40.816038
153999,0.831704,0.795000,0.831093,0.810000,28.899803,4.869939,33.769742,36.405983,4.459805,40.865788
154199,0.831845,0.870000,0.831162,0.850000,29.021971,4.887929,33.909900,36.437746,4.476354,40.914101
154399,0.831912,0.850000,0.831268,0.860000,29.025307,4.907017,33.932324,36.471307,4.492996,40.964303
154599,0.831832,0.810000,0.831209,0.815000,29.028787,4.925511,33.954297,36.504007,4.509972,41.013979
154799,0.831788,0.820000,0.831168,0.820000,29.032442,4.943141,33.975583,36.656062,4.526030,41.182092
154999,0.831691,0.805000,0.831073,0.805000,29.036466,4.961479,33.997944,36.687839,4.542723,41.230562
155199,0.831757,0.850000,0.831105,0.840000,29.159078,4.980077,34.139155,36.721784,4.559575,41.281360
155399,0.831625,0.795000,0.830939,0.785000,29.162218,4.997625,34.159843,36.753196,4.575512,41.328708
155599,0.831906,0.910000,0.831169,0.895000,29.165715,5.016010,34.181725,36.786292,4.592331,41.378624
155799,0.831918,0.835000,0.831237,0.850000,29.169680,5.035074,34.204754,36.941404,4.610226,41.551631
155999,0.831875,0.820000,0.831161,0.810000,29.173912,5.054146,34.228059,36.975618,4.627843,41.603461
156199,0.831744,0.795000,0.831050,0.800000,29.300083,5.072634,34.372717,37.007889,4.644503,41.652392
156399,0.831720,0.825000,0.831011,0.820000,29.303408,5.091619,34.395027,37.041237,4.661984,41.703221
156599,0.831696,0.825000,0.830972,0.820000,29.306833,5.110042,34.416875,37.074542,4.679372,41.753914
156799,0.831673,0.825000,0.830915,0.815000,29.310692,5.128967,34.439658,37.230971,4.696756,41.927727
156999,0.831754,0.855000,0.830912,0.830000,29.314906,5.147850,34.462756,37.263642,4.714386,41.978028
157199,0.831731,0.825000,0.830839,0.810000,29.441806,5.168407,34.610212,37.298349,4.733130,42.031479
157399,0.831707,0.825000,0.830819,0.825000,29.445244,5.188419,34.633663,37.332922,4.751434,42.084356
157599,0.831701,0.830000,0.830729,0.805000,29.448901,5.208290,34.657191,37.369129,4.769822,42.138952
157799,0.831869,0.880000,0.830917,0.885000,29.452825,5.227616,34.680442,37.528052,4.787635,42.315687
157999,0.831741,0.795000,0.830810,0.800000,29.457278,5.248130,34.705408,37.562435,4.806482,42.368917
158199,0.831787,0.845000,0.830842,0.840000,29.585812,5.266826,34.852637,37.595386,4.823563,42.418950
158399,0.831644,0.790000,0.830702,0.790000,29.589225,5.287009,34.876234,37.631030,4.842177,42.473207
158599,0.831604,0.820000,0.830631,0.810000,29.592904,5.306816,34.899719,37.665521,4.859821,42.525341
158799,0.831531,0.810000,0.830595,0.820000,29.596881,5.326755,34.923635,37.826357,4.877833,42.704190
158999,0.831525,0.830000,0.830593,0.830000,29.601154,5.346398,34.947552,37.859412,4.895664,42.755076
159199,0.831520,0.830000,0.830524,0.810000,29.730627,5.366810,35.097438,37.894311,4.913880,42.808191
159399,0.831465,0.815000,0.830438,0.805000,29.734011,5.386284,35.120295,37.927820,4.932005,42.859825
159599,0.831477,0.835000,0.830436,0.830000,29.737667,5.406425,35.144093,37.962261,4.950718,42.912979
159799,0.831472,0.830000,0.830418,0.825000,29.741731,5.427605,35.169336,38.122008,4.969735,43.091743
159999,0.831583,0.865000,0.830567,0.875000,29.745907,5.446559,35.192466,38.156137,4.987082,43.143219
160199,0.831462,0.795000,0.830482,0.805000,29.878932,5.468196,35.347129,38.192107,5.006165,43.198272
160399,0.831374,0.805000,0.830430,0.815000,29.882689,5.490116,35.372805,38.229296,5.026142,43.255437
160599,0.831535,0.880000,0.830561,0.870000,29.886680,5.512909,35.399589,38.267804,5.047194,43.314998
160799,0.831546,0.835000,0.830510,0.815000,29.893337,5.537150,35.430487,38.441191,5.066118,43.507309
160999,0.831459,0.805000,0.830459,0.815000,29.898413,5.559105,35.457518,38.480452,5.085783,43.566235
161199,0.831536,0.855000,0.830556,0.860000,30.030029,5.577976,35.608005,38.513115,5.103401,43.616517
161399,0.831564,0.840000,0.830586,0.840000,30.033468,5.597233,35.630701,38.546623,5.120956,43.667579
161599,0.831688,0.870000,0.830731,0.875000,30.036955,5.615558,35.652513,38.580116,5.137578,43.717694
161799,0.831828,0.875000,0.830890,0.880000,30.040853,5.634025,35.674879,38.737122,5.154885,43.892007
161999,0.831984,0.880000,0.831048,0.880000,30.045042,5.652748,35.697790,38.769478,5.173139,43.942617
162199,0.832010,0.840000,0.831029,0.825000,30.171868,5.671314,35.843182,38.801816,5.190153,43.991969
162399,0.831939,0.810000,0.830978,0.815000,30.175493,5.692822,35.868315,38.839059,5.210079,44.049138
162599,0.831933,0.830000,0.830958,0.825000,30.179353,5.713862,35.893215,38.874902,5.229776,44.104677
162799,0.831895,0.820000,0.830939,0.825000,30.183261,5.733071,35.916332,39.035098,5.246837,44.281934
162999,0.831794,0.800000,0.830841,0.800000,30.187664,5.751986,35.939650,39.068105,5.264437,44.332542
163199,0.831820,0.840000,0.830791,0.815000,30.320470,5.773360,36.093830,39.105099,5.283338,44.388437
163399,0.831798,0.825000,0.830773,0.825000,30.323935,5.793878,36.117813,39.139609,5.302424,44.442033
163599,0.831887,0.860000,0.830865,0.860000,30.327709,5.814844,36.142553,39.175718,5.321740,44.497458
163799,0.831865,0.825000,0.830862,0.830000,30.331973,5.835567,36.167540,39.343918,5.340800,44.684718
163999,0.831906,0.845000,0.830891,0.840000,30.336554,5.855933,36.192487,39.379174,5.359252,44.738425
164199,0.831791,0.795000,0.830779,0.795000,30.469109,5.876375,36.345484,39.413808,5.377835,44.791643
164399,0.831801,0.835000,0.830807,0.840000,30.472460,5.895844,36.368304,39.447216,5.395397,44.842613
164599,0.831796,0.830000,0.830805,0.830000,30.476172,5.915759,36.391931,39.481855,5.414124,44.895979
164799,0.831790,0.830000,0.830802,0.830000,30.480152,5.935580,36.415732,39.644976,5.432326,45.077303
164999,0.831662,0.790000,0.830677,0.790000,30.484372,5.955027,36.439399,39.677815,5.450253,45.128068
165199,0.831641,0.825000,0.830644,0.820000,30.616752,5.980457,36.597210,39.719871,5.474397,45.194269
165399,0.831590,0.815000,0.830627,0.825000,30.620669,6.004832,36.625501,39.757594,5.496553,45.254146
165599,0.831601,0.835000,0.830655,0.840000,30.625213,6.033487,36.658700,39.801382,5.521376,45.322758
165799,0.831520,0.805000,0.830593,0.810000,30.630475,6.061601,36.692076,39.977942,5.546422,45.524364
165999,0.831485,0.820000,0.830606,0.835000,30.635050,6.082750,36.717800,40.013237,5.565733,45.578971
166199,0.831239,0.750000,0.830347,0.745000,30.771892,6.107329,36.879221,40.051793,5.587772,45.639564
166399,0.831280,0.845000,0.830407,0.850000,30.776306,6.147744,36.924050,40.100723,5.612688,45.713411
166599,0.831261,0.825000,0.830360,0.815000,30.783555,6.457908,37.241463,40.385295,5.945312,46.330607
166799,0.831377,0.870000,0.830449,0.860000,30.789280,6.487710,37.276989,40.586195,5.973703,46.559898
166999,0.831254,0.790000,0.830343,0.795000,30.793602,6.506532,37.300134,40.619241,5.991005,46.610246
167199,0.831384,0.875000,0.830446,0.865000,30.927957,6.526422,37.454380,40.654261,6.009155,46.663415
167399,0.831365,0.825000,0.830430,0.825000,30.931501,6.546570,37.478071,40.688869,6.027675,46.716544
167599,0.831213,0.780000,0.830311,0.790000,30.935726,6.570221,37.505947,40.727171,6.048445,46.775616
167799,0.831224,0.835000,0.830310,0.830000,30.939840,6.590859,37.530699,40.894516,6.067915,46.962431
167999,0.831176,0.815000,0.830250,0.810000,30.944008,6.610042,37.554050,40.928704,6.085320,47.014024
168199,0.831246,0.855000,0.830352,0.865000,31.081628,6.628516,37.710144,40.961055,6.102009,47.063063
168399,0.831082,0.775000,0.830175,0.770000,31.085038,6.647468,37.732506,40.993996,6.119611,47.113607
168599,0.831006,0.805000,0.830102,0.805000,31.088778,6.667207,37.755985,41.028907,6.138016,47.166923
168799,0.830945,0.810000,0.830044,0.810000,31.092691,6.686728,37.779418,41.197188,6.156122,47.353310
168999,0.830971,0.840000,0.830058,0.835000,31.096892,6.706226,37.803118,41.230602,6.173836,47.404438
169199,0.830838,0.785000,0.829899,0.775000,31.234354,6.725170,37.959524,41.263753,6.190696,47.454449
169399,0.830893,0.850000,0.829942,0.845000,31.237890,6.744957,37.982847,41.298001,6.209062,47.507063
169599,0.830833,0.810000,0.829885,0.810000,31.241495,6.763937,38.005432,41.332655,6.226443,47.559097
169799,0.830731,0.795000,0.829799,0.800000,31.245321,6.782597,38.027918,41.499590,6.243494,47.743084
169999,0.830786,0.850000,0.829857,0.850000,31.249287,6.801086,38.050372,41.532360,6.260474,47.792834
170199,0.830726,0.810000,0.829801,0.810000,31.389168,6.821329,38.210497,41.566920,6.278631,47.845551
170399,0.830696,0.820000,0.829787,0.825000,31.392820,6.842754,38.235574,41.603698,6.297496,47.901194
170599,0.830751,0.850000,0.829901,0.870000,31.396859,6.866845,38.263704,41.643172,6.321156,47.964328
170799,0.830763,0.835000,0.829958,0.850000,31.401004,6.889159,38.290163,41.824870,6.342208,48.167078
170999,0.830704,0.810000,0.829930,0.820000,31.405424,6.915990,38.321415,41.866018,6.362467,48.228485
171199,0.830660,0.815000,0.829902,0.820000,31.545035,6.934163,38.479198,41.899711,6.379583,48.279294
171399,0.830672,0.835000,0.829874,0.820000,31.548314,6.952698,38.501011,41.931982,6.396552,48.328535
171599,0.830754,0.860000,0.829958,0.860000,31.551842,6.971300,38.523142,41.965266,6.413632,48.378897
171799,0.830794,0.845000,0.829986,0.840000,31.555589,6.989578,38.545167,42.131871,6.430431,48.562302
171999,0.830722,0.805000,0.829931,0.810000,31.559732,7.008994,38.568727,42.166576,6.448467,48.615043
172199,0.830651,0.805000,0.829889,0.815000,31.698787,7.027868,38.726655,42.199651,6.466189,48.665840
172399,0.830525,0.785000,0.829751,0.780000,31.702265,7.049403,38.751668,42.235032,6.485739,48.720771
172599,0.830331,0.760000,0.829545,0.755000,31.705985,7.069891,38.775876,42.270347,6.504540,48.774887
172799,0.830247,0.800000,0.829547,0.830000,31.710022,7.090664,38.800686,42.446234,6.525296,48.971529
172999,0.830219,0.820000,0.829493,0.810000,31.714554,7.113027,38.827581,42.483789,6.544242,49.028031
173199,0.830164,0.810000,0.829440,0.810000,31.856858,7.132522,38.989380,42.517445,6.561786,49.079230
173399,0.830041,0.785000,0.829360,0.800000,31.860127,7.150953,39.011079,42.549884,6.578490,49.128374
173599,0.829986,0.810000,0.829348,0.825000,31.863954,7.173333,39.037287,42.590486,6.604042,49.194528
173799,0.829810,0.765000,0.829201,0.775000,31.868104,7.194922,39.063026,42.770455,6.623372,49.393827
173999,0.829892,0.860000,0.829297,0.865000,31.872605,7.218179,39.090784,42.806017,6.643320,49.449338
174199,0.829798,0.795000,0.829191,0.790000,32.014673,7.237223,39.251897,42.840259,6.660704,49.500963
174399,0.829866,0.855000,0.829261,0.855000,32.017940,7.254994,39.272934,42.873384,6.677079,49.550463
174599,0.829732,0.780000,0.829142,0.785000,32.021396,7.273279,39.294675,42.906174,6.693880,49.600055
174799,0.829759,0.840000,0.829171,0.840000,32.025294,7.292851,39.318145,43.078951,6.711928,49.790878
174999,0.829653,0.790000,0.829080,0.795000,32.029909,7.323523,39.353432,43.115872,6.739483,49.855354
175199,0.829548,0.790000,0.829016,0.805000,32.213668,7.356622,39.570290,43.164702,6.771882,49.936583
175399,0.829496,0.810000,0.828912,0.790000,32.217449,7.379036,39.596485,43.201431,6.792264,49.993696
175599,0.829497,0.830000,0.828942,0.840000,32.221122,7.399258,39.620380,43.236630,6.810272,50.046902
175799,0.829499,0.830000,0.828945,0.830000,32.225281,7.423008,39.648288,43.414498,6.830534,50.245032
175999,0.829461,0.815000,0.828921,0.820000,32.230275,7.452263,39.682538,43.473159,6.853841,50.327000
176199,0.829383,0.800000,0.828858,0.805000,32.380586,7.474667,39.855253,43.508386,6.873713,50.382098
176399,0.829319,0.805000,0.828796,0.805000,32.384310,7.496815,39.881125,43.545273,6.893234,50.438507
176599,0.829204,0.785000,0.828681,0.785000,32.387885,7.515891,39.903777,43.579000,6.911161,50.490161
176799,0.829076,0.780000,0.828516,0.765000,32.391670,7.534818,39.926488,43.751400,6.928151,50.679550
176999,0.828844,0.740000,0.828286,0.740000,32.396060,7.555362,39.951422,43.786381,6.946488,50.732869
177199,0.828808,0.815000,0.828238,0.810000,32.542010,7.574648,40.116659,43.820020,6.964350,50.784371
177399,0.828811,0.830000,0.828256,0.835000,32.545421,7.594960,40.140381,43.854348,6.982651,50.836999
177599,0.828814,0.830000,0.828183,0.800000,32.548972,7.614226,40.163197,43.889644,7.000507,50.890151
177799,0.828753,0.805000,0.828111,0.800000,32.553024,7.634093,40.187117,44.066319,7.019119,51.085438
177999,0.828731,0.820000,0.828090,0.820000,32.557212,7.652983,40.210195,44.099048,7.036131,51.135179
178199,0.828747,0.835000,0.828095,0.830000,32.708340,7.672637,40.380976,44.132520,7.053581,51.186102
178399,0.828788,0.845000,0.828176,0.860000,32.711811,7.692946,40.404756,44.168215,7.072039,51.240254
178599,0.828766,0.820000,0.828142,0.815000,32.715423,7.712754,40.428176,44.202743,7.090539,51.293283
178799,0.828731,0.815000,0.828084,0.805000,32.720142,7.736164,40.456306,44.400209,7.111267,51.511477
178999,0.828620,0.785000,0.827987,0.790000,32.724535,7.756566,40.481101,44.434550,7.129668,51.564218
179199,0.828573,0.810000,0.827955,0.815000,32.875227,7.776850,40.652077,44.472114,7.149189,51.621303
179399,0.828539,0.815000,0.827872,0.795000,32.878901,7.798816,40.677716,44.509469,7.169272,51.678740
179599,0.828543,0.830000,0.827864,0.825000,32.882424,7.817828,40.700252,44.543020,7.186735,51.729754
179799,0.828672,0.880000,0.827995,0.880000,32.886216,7.836722,40.722938,44.721294,7.203840,51.925134
179999,0.828675,0.830000,0.827987,0.825000,32.890404,7.855544,40.745949,44.755619,7.221251,51.976870
180199,0.828641,0.815000,0.827980,0.825000,33.039536,7.874958,40.914494,44.788412,7.238566,52.026977
180399,0.828507,0.775000,0.827861,0.780000,33.043049,7.893986,40.937035,44.821746,7.256087,52.077833
180599,0.828474,0.815000,0.827816,0.810000,33.046563,7.912809,40.959372,44.855598,7.273732,52.129329
180799,0.828379,0.790000,0.827748,0.800000,33.050306,7.931792,40.982099,45.034846,7.291054,52.325900
180999,0.828259,0.780000,0.827667,0.795000,33.054272,7.950080,41.004351,45.066531,7.308127,52.374658
181199,0.828214,0.810000,0.827635,0.815000,33.203853,7.968851,41.172704,45.099710,7.325213,52.424923
181399,0.828231,0.835000,0.827654,0.835000,33.207228,7.987844,41.195071,45.133391,7.342681,52.476072
181599,0.828223,0.825000,0.827647,0.825000,33.210690,8.006326,41.217015,45.167313,7.359669,52.526983
181799,0.828289,0.855000,0.827714,0.855000,33.214578,8.025257,41.239836,45.350936,7.377184,52.728120
181999,0.828183,0.785000,0.827573,0.770000,33.218648,8.043619,41.262267,45.383508,7.394295,52.777803
182199,0.828236,0.850000,0.827652,0.860000,33.370150,8.062347,41.432497,45.416511,7.411477,52.827988
